rank,node_id
1,8730
2,2252
3,8318
4,10413
5,13679
6,18517
7,6255
8,6772
9,7177
10,8119
11,10095
12,10456
13,10692
14,10868
15,10986
16,13322
17,17552
18,18016
19,18438
20,20942
21,23845
22,26783
23,27183
24,28617
25,30544
26,30796
27,30799
28,31803
29,34106
30,7152
31,7918
32,14527
33,15508
34,18026
35,21148
36,25534
37,25765
38,26038
39,28679
40,7287
41,17675
42,9456
43,10008
44,12189
45,15548
46,18021
47,21468
48,21564
49,30515
50,663
51,2258
52,6224
53,6469
54,7243
55,8141
56,8721
57,10000
58,15031
59,19993
60,20616
61,25323
62,32906
63,909
64,7110
65,8075
66,21192
67,21995
68,22708
69,7769
70,9151
71,18027
72,646
73,1630
74,1934
75,3123
76,3380
77,3496
78,3916
79,3990
80,4338
81,4404
82,4638
83,5460
84,5646
85,5758
86,5861
87,6372
88,6383
89,6390
90,6539
91,6541
92,6709
93,6783
94,6890
95,7143
96,7199
97,7604
98,7832
99,7836
100,7914
101,4556
102,18247
103,18858
104,19148
105,22109
106,24567
107,24783
108,26518
109,30193
110,11020
111,18993
112,27144
113,20064
114,5960
115,6925
116,8387
117,8433
118,8785
119,8905
120,9033
121,9114
122,9247
123,9460
124,9464
125,9548
126,9607
127,9628
128,10141
129,10583
130,10763
131,10853
132,11027
133,11171
134,11278
135,11348
136,11418
137,12008
138,12017
139,12265
140,12643
141,12920
142,13045
143,13107
144,13229
145,14099
146,14418
147,14429
148,14643
149,14664
150,14671
151,13165
152,19908
153,20304
154,23511
155,15859
156,17175
157,9529
158,9287
159,9648
160,9714
161,9753
162,9759
163,9887
164,9900
165,9974
166,10290
167,10754
168,13020
169,15252
170,15327
171,15663
172,15984
173,16179
174,17118
175,17199
176,17624
177,17726
178,17743
179,17789
180,17840
181,17885
182,18118
183,18207
184,18395
185,18487
186,18507
187,18866
188,18889
189,19164
190,19287
191,19504
192,19520
193,19525
194,19547
195,20090
196,20423
197,20563
198,20623
199,21484
200,21972
201,21986
