rank,node_id
1,8730
2,17675
3,9456
4,13679
5,1630
6,6224
7,6255
8,6336
9,9619
10,9753
11,10095
12,15031
13,17655
14,18131
15,18146
16,18247
17,18438
18,18553
19,18592
20,19908
21,20090
22,21361
23,24335
24,24783
25,26542
26,27183
27,28182
28,30799
29,2203
30,3306
31,7110
32,7152
33,10014
34,11020
35,14527
36,18026
37,22708
38,7287
39,7769
40,10008
41,15548
42,18027
43,18460
44,18517
45,21468
46,21564
47,24941
48,30515
49,2321
50,3123
51,2252
52,8318
53,4602
54,7143
55,7986
56,8119
57,9900
58,9974
59,17199
60,19993
61,20000
62,23732
63,30717
64,15859
65,18155
66,7602
67,6567
68,12189
69,20064
70,663
71,977
72,3990
73,4556
74,5460
75,5646
76,6266
77,6383
78,6539
79,6663
80,6772
81,7137
82,7199
83,7243
84,7284
85,7320
86,7446
87,7501
88,7595
89,7604
90,7620
91,7641
92,7693
93,7832
94,7836
95,7867
96,7883
97,7914
98,7921
99,7971
100,8137
101,9033
102,10763
103,20942
104,25544
105,30544
106,32032
107,8796
108,21489
109,30074
110,9529
111,16287
112,646
113,6390
114,7930
115,8387
116,8433
117,8721
118,8805
119,9161
120,9273
121,9287
122,9451
123,9507
124,9759
125,10290
126,10446
127,10456
128,10554
129,10568
130,10583
131,10754
132,10830
133,11278
134,11418
135,12017
136,12265
137,12435
138,12609
139,12643
140,12920
141,13014
142,13045
143,13107
144,13165
145,13229
146,13322
147,14821
148,16064
149,16067
150,16773
151,19598
152,22109
153,27968
154,28617
155,30606
156,31193
157,34106
158,17811
159,19609
160,21148
161,9247
162,9607
163,10141
164,13020
165,14781
166,14829
167,14867
168,14985
169,14995
170,16179
171,16923
172,17624
173,17726
174,17732
175,17743
176,17832
177,17840
178,17885
179,18318
180,18327
181,18368
182,18371
183,18395
184,18412
185,18736
186,18858
187,18903
188,18922
189,19287
190,19510
191,19771
192,20398
193,20515
194,21860
195,21907
196,21961
197,22021
198,23074
199,23177
200,23592
201,26518
202,26755
203,26758
204,17528
205,30320
206,32627
207,17577
208,10546
209,12674
210,13453
211,15252
212,15651
213,17360
214,19161
215,19198
216,20616
217,20667
218,22766
219,23511
220,23597
221,24001
222,24567
223,25323
224,25602
225,25794
226,25809
227,26284
228,26720
229,26783
230,26835
231,27926
232,28339
233,28426
234,28431
235,28433
236,28523
237,28944
238,29008
239,29276
240,29279
241,29883
242,30193
243,30236
244,30302
245,31339
246,31453
247,31566
248,31571
249,32036
250,32043
251,11206
252,11580
253,12948
254,15327
255,16431
256,22676
257,23471
258,25128
259,25135
260,27522
261,27538
262,28360
263,29038
264,30677
265,31424
266,31926
267,34129
268,34134
269,3375
270,3419
271,3882
272,4037
273,4045
274,4747
275,4786
276,5397
277,5514
278,5990
279,6049
280,6121
281,6139
282,6179
283,6279
284,7751
285,7918
286,8146
287,8165
288,8579
289,9015
290,9494
291,9805
292,9912
293,9984
294,9990
295,10004
296,10018
297,10021
298,10497
299,10747
300,10759
301,16848
302,13719
303,25765
304,31560
305,31694
306,21763
307,23845
308,24863
309,25355
310,25584
311,29993
312,30152
313,10848
314,11082
315,11083
316,11307
317,11311
318,11319
319,11578
320,12956
321,12971
322,13371
323,13384
324,13703
325,13756
326,13762
327,13802
328,14634
329,14720
330,15049
331,15408
332,15935
333,15963
334,15970
335,16002
336,16106
337,16142
338,16149
339,16289
340,16609
341,16662
342,16772
343,16880
344,16960
345,16985
346,16992
347,16996
348,17119
349,17175
350,17286
351,19821
352,17874
353,18016
354,18038
355,18889
356,19048
357,19148
358,19151
359,19164
360,19504
361,19520
362,19525
363,19547
364,19813
365,19969
366,19972
367,20190
368,20193
369,20829
370,22573
371,25209
372,25404
373,26027
374,26108
375,26762
376,26815
377,27008
378,28845
379,29739
380,17001
381,17108
382,17149
383,17170
384,17223
385,17363
386,17882
387,17942
388,18052
389,18054
390,18228
391,18321
392,18617
393,18873
394,19028
395,19051
396,19139
397,19237
398,19489
399,19513
400,19709
401,28490
402,20201
403,20567
404,20590
405,20701
406,22623
407,24442
408,24447
409,24820
410,24823
411,25551
412,26469
413,26479
414,27510
415,29505
416,31845
417,19407
418,19874
419,19887
420,20214
421,20532
422,20629
423,20649
424,20688
425,20875
426,21016
427,21039
428,21045
429,21068
430,21152
431,21185
432,21196
433,21225
434,21342
435,21510
436,21555
437,21579
438,21675
439,21742
440,21804
441,21995
442,22015
443,22345
444,22380
445,22441
446,22547
447,22599
448,22908
449,22927
450,22962
451,3624
452,1304
453,2281
454,8208
455,797
456,931
457,981
458,1085
459,1280
460,1310
461,1437
462,1844
463,2377
464,3586
465,4115
466,4125
467,4180
468,5320
469,5540
470,6762
471,7414
472,14061
473,1
474,10
475,246
476,247
477,455
478,457
479,464
480,494
481,611
482,667
483,680
484,689
485,712
486,714
487,719
488,772
489,784
490,802
491,985
492,1014
493,1089
494,1147
495,1153
496,1169
497,1171
498,1229
499,1324
500,1711
501,32618
502,25529
503,25596
504,25621
505,26155
506,26526
507,27822
508,27914
509,29040
510,29211
511,29292
512,29335
513,30960
514,31264
515,31703
516,31789
517,31914
518,32235
519,32538
520,32621
521,32672
522,22969
523,22990
524,23077
525,23195
526,23444
527,23692
528,23724
529,23868
530,25050
531,25061
532,25185
533,25398
534,25454
535,25620
536,25642
537,25715
538,25870
539,25940
540,25974
541,25988
542,26076
543,26131
544,26134
545,26192
546,26197
547,26330
548,26548
549,26572
550,26580
551,12596
552,2479
553,2641
554,2731
555,2787
556,2877
557,2915
558,4719
559,5809
560,5993
561,12650
562,14762
563,15040
564,15057
565,1729
566,1784
567,1956
