City,Strategy,q,P_q_Official
Dalian,CABS_LCC_W3_K30_B5,0.67,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.68,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.6900000000000001,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.7000000000000001,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.71,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.72,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.73,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.74,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.75,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.76,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.77,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.78,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.79,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.8,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.81,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.8200000000000001,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.8300000000000001,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.84,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.85,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.86,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.87,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.88,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.89,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.9,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.91,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.92,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.93,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.9400000000000001,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.9500000000000001,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.96,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.97,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.98,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,0.99,0.009996324880558618
Dalian,CABS_LCC_W3_K30_B5,1.0,0.009996324880558618
Dongguan,CABS_LCC_W3_K30_B5,0.0,0.9209861695730608
Dongguan,CABS_LCC_W3_K30_B5,0.01,0.9043896572459411
Dongguan,CABS_LCC_W3_K30_B5,0.02,0.6751653638003607
Dongguan,CABS_LCC_W3_K30_B5,0.03,0.4907997594708358
Dongguan,CABS_LCC_W3_K30_B5,0.04,0.2651834034876729
Dongguan,CABS_LCC_W3_K30_B5,0.05,0.14010823812387252
Dongguan,CABS_LCC_W3_K30_B5,0.06,0.033433553818400484
Dongguan,CABS_LCC_W3_K30_B5,0.07,0.020444978953698137
Dongguan,CABS_LCC_W3_K30_B5,0.08,0.016957306073361395
