rank,node_id
1,12069
2,15972
3,624
4,937
5,1535
6,3460
7,3540
8,5444
9,6268
10,6582
11,9018
12,9037
13,9296
14,9469
15,9911
16,9915
17,10131
18,10796
19,12850
20,13298
21,13330
22,13478
23,13515
24,14308
25,14700
26,14818
27,14857
28,14875
29,15627
30,16322
31,17589
32,17849
33,17993
34,19197
35,19215
36,19308
37,20289
38,20816
39,20859
40,22725
41,23321
42,4670
43,5148
44,6216
45,11661
46,11695
47,13080
48,14564
49,21329
50,13454
51,12206
52,7683
53,2608
54,3983
55,4828
56,8310
57,8323
58,9195
59,12229
60,14677
61,15777
62,4565
63,10126
64,14660
65,19566
66,22243
67,6469
68,7550
69,11141
70,13036
71,13152
72,13444
73,878
74,920
75,1087
76,1181
77,1413
78,1906
79,2465
80,2666
81,2965
82,3520
83,3557
84,3679
85,3972
86,4043
87,4115
88,4224
89,4227
90,4251
91,4387
92,4519
93,4527
94,4552
95,4556
96,4602
97,4774
98,4781
99,4831
100,5457
101,5418
102,5421
103,5736
104,6779
105,7762
106,8348
107,9069
108,9938
109,10052
110,14983
111,16720
112,17010
113,17033
114,17874
115,19995
116,4331
117,13988
118,11173
119,11558
120,6932
121,1928
122,2446
123,4770
124,4778
125,5091
126,5580
127,5630
128,5671
129,5741
130,6220
131,6235
132,6392
133,6746
134,6754
135,6773
136,6861
137,7145
138,7149
139,7632
140,7690
141,7724
142,7728
143,7778
144,7808
145,8086
146,8380
147,8587
148,8653
149,8720
150,8878
151,8789
152,8369
153,17565
154,19612
155,1447
156,4915
157,5481
158,5483
159,5487
160,5679
161,8397
162,8678
163,8793
164,9049
165,9267
166,9551
167,9651
168,10159
169,10273
170,10327
171,10414
172,10830
173,11234
174,11308
175,11319
176,12339
177,12545
178,12752
179,13011
180,13153
181,13462
182,13465
183,13493
184,13604
185,13609
186,13617
187,13798
188,13802
189,13836
190,13850
191,13901
192,13907
193,14058
194,14068
195,14186
196,14202
197,15127
198,15240
199,15520
200,15555
201,16180
202,3646
203,6449
204,12549
205,4952
206,4993
207,5472
208,6058
209,7092
210,7113
211,7609
212,9366
213,9756
214,10221
215,15115
216,15286
217,15319
218,15357
219,15369
220,15444
221,15561
222,15602
223,15638
224,15882
225,15928
226,15931
227,16186
228,16882
229,16913
230,17594
231,17816
232,18104
233,18402
234,18436
235,18521
236,18900
237,18932
238,18960
239,19139
240,19223
241,19469
242,19570
243,19588
244,19604
245,19721
246,19726
247,19759
248,20198
249,20217
250,20251
251,20988
252,6047
253,4270
254,6624
255,7028
256,7032
257,7039
258,7043
259,7933
260,9115
261,12397
262,12435
263,13878
264,16200
265,19083
266,19191
267,19379
268,19485
269,19535
270,19716
271,20381
272,20523
273,20555
274,21428
275,21609
276,21749
277,21764
278,22661
279,22736
280,22769
281,23140
282,23263
283,23271
284,23417
285,24821
286,25675
287,212
288,251
289,311
290,322
291,331
292,494
293,786
294,861
295,1070
296,2218
297,2389
298,2404
299,2425
300,2442
301,9816
302,10799
303,13119
304,9772
305,8151
306,9901
307,10790
308,10803
309,12135
310,13027
311,13100
312,13195
313,20824
314,20910
315,23328
316,23344
317,24925
318,2812
319,3797
320,3906
321,4060
322,4324
323,4335
324,4592
325,4717
326,4946
327,4958
328,5438
329,5868
330,6259
331,6277
332,6351
333,6397
334,6407
335,7747
336,7825
337,7827
338,7914
339,8154
340,8938
341,8976
342,9219
343,9327
344,9343
345,9423
346,9449
347,9457
348,9465
349,9550
350,10043
351,16158
352,16872
353,12074
354,16130
355,16442
356,16740
357,16794
358,16833
359,16846
360,17136
361,17139
362,17227
363,17257
364,17348
365,17574
366,4858
367,9887
368,9898
369,10261
370,10294
371,10777
372,10952
373,10970
374,11003
375,11124
376,11242
377,11295
378,11372
379,11385
380,11439
381,12237
382,12308
383,12402
384,12443
385,12648
386,12674
387,12929
388,13089
389,13093
390,13261
391,13288
392,13338
393,13345
394,13385
395,13885
396,14490
397,14693
398,14989
399,15002
400,15133
401,22457
402,18166
403,18615
404,18972
405,19810
406,19826
407,19830
408,20663
409,20728
410,21332
411,21589
412,21667
413,21697
414,22891
415,12084
416,12422
417,15151
418,15538
419,15619
420,15686
421,15702
422,15723
423,15769
424,15803
425,15957
426,15983
427,16004
428,16056
429,16087
430,16172
431,16266
432,16374
433,16408
434,17066
435,17145
436,17280
437,17332
438,17377
439,17696
440,17934
441,17976
442,18081
443,18174
444,18356
445,18400
446,18596
447,18633
448,18968
449,19012
450,19127
451,18621
452,21352
453,17476
454,17524
455,18069
456,18196
457,18604
458,18610
459,21165
460,19790
461,16213
462,16289
463,16571
464,20647
465,19608
466,20228
467,20774
468,20920
469,23508
470,21005
471,21059
472,21271
473,21306
474,22076
475,17456
476,17740
477,17861
478,18023
479,20640
480,21320
481,21362
482,21367
483,18058
484,21231
485,18235
486,21495
487,18328
488,18419
489,9642
490,18822
491,18909
492,23293
493,18928
494,23214
495,18944
496,25543
497,20619
498,20806
499,21566
500,21072
501,22689
502,22829
503,22869
504,21879
505,22874
506,22882
507,22917
508,19423
509,23120
510,19523
511,22960
512,19547
513,19695
514,22931
515,19793
516,21502
517,21649
518,21983
519,22302
520,20856
521,19840
522,19845
523,19895
524,19294
525,7570
526,6300
527,25244
528,25274
529,6387
530,25281
531,6319
532,25291
533,6321
534,2453
535,9748
536,6336
537,10019
538,19905
539,8008
540,19973
541,6344
542,20018
543,6479
544,10446
545,6551
546,6602
547,6615
548,20025
549,2977
550,7143
551,2730
552,1834
553,10225
554,7184
555,7178
556,15277
557,1946
558,7200
559,7356
560,2564
561,2702
562,2754
563,10064
564,13716
565,2936
566,2974
567,12696
568,10032
569,15412
570,13166
571,11931
572,13187
573,22988
574,7615
575,7236
576,13253
577,7267
578,9215
579,16243
580,7542
581,13741
582,23106
583,7598
584,3245
585,7638
586,3014
587,7652
588,3040
589,10960
590,3044
591,9229
592,23143
593,3076
594,14112
595,22095
596,23155
597,3085
598,21121
599,7659
600,3096
601,9598
602,15942
603,21128
604,3103
605,13767
606,10083
607,21150
608,23200
609,20170
610,21155
611,7984
612,15098
613,8020
614,21252
615,10308
616,15301
617,15847
618,9732
619,16311
620,11570
621,5698
622,7712
623,16254
624,11345
625,5803
626,7715
627,16280
628,5979
629,12385
630,16285
631,10751
632,16589
633,1934
634,10024
635,8179
636,10868
637,16609
638,8262
639,8965
640,13372
641,896
642,8282
643,8450
644,11947
645,17097
646,13397
647,21203
648,2423
649,11982
650,17915
651,13423
652,8328
653,13624
654,21256
655,1024
656,1120
657,8584
658,9212
659,11852
660,17949
661,6232
662,11222
663,1135
664,6880
665,8659
666,11888
667,20065
668,13664
669,1194
670,6562
671,9264
672,13684
673,17412
674,1272
675,6811
676,9461
677,12129
678,17668
679,1470
680,8366
681,9696
682,12216
683,17748
684,1388
685,8949
686,9860
687,18416
688,1155
689,7897
690,9969
691,12518
692,1166
693,4890
694,10375
695,12650
696,18427
697,5573
698,10365
699,20097
700,16074
701,1200
702,21263
703,683
704,5165
705,5876
706,11020
707,13822
708,708
709,4685
710,7283
711,5943
712,13967
713,765
714,3712
715,8384
716,5792
717,19774
718,989
719,24156
720,5841
721,11054
722,9003
723,14002
724,1324
725,2953
726,11300
727,9334
728,14032
729,18691
730,21275
731,1244
732,17636
733,21336
734,20145
735,213
736,1258
737,14246
738,17644
739,21471
740,1344
741,9593
742,14413
743,18010
744,20315
745,1407
746,3050
747,9621
748,14427
749,20423
750,1048
751,1500
752,13246
753,11333
754,20415
755,1217
756,9939
757,14585
758,18162
759,20592
760,1347
761,1517
762,14235
763,11364
764,24836
765,13318
766,18245
767,1708
768,440
769,1626
770,2005
771,14731
772,5907
773,10167
774,13513
775,14613
776,71
777,560
778,2030
779,4533
780,15199
781,14621
782,635
783,15208
784,12389
785,10189
786,14634
787,18299
788,74
789,1508
790,2113
791,11156
792,14655
793,18372
794,1441
795,2197
796,6035
797,13749
798,14899
799,82
800,639
801,2246
802,3141
803,6079
804,14126
805,20191
806,2440
807,1606
808,2260
809,3373
810,15345
811,24322
812,6496
813,13856
814,205
815,1641
816,2300
817,3185
818,15403
819,24342
820,18530
821,87
822,2304
823,5361
824,16009
825,6170
826,24333
827,7852
828,2356
829,16908
830,24338
831,9034
832,14355
833,15424
834,6708
835,14372
836,18662
837,18392
838,98
839,2290
840,8216
841,6217
842,6654
843,14400
844,18683
845,171
846,6832
847,14443
848,14916
849,473
850,2595
851,3207
852,8238
853,6404
854,7335
855,7377
856,14540
857,14939
858,19034
859,382
860,17001
861,7328
862,7382
863,14566
864,15195
865,197
866,2661
867,8294
868,17464
869,6662
870,14743
871,20051
872,3290
873,8513
874,5393
875,7416
876,106
877,17660
878,8518
879,18037
880,7424
881,223
882,8642
883,17767
884,20075
885,423
886,8823
887,17982
888,7430
889,15922
890,3578
891,18006
892,6119
893,7438
894,17359
895,18224
896,7500
897,11238
898,15215
899,502
900,1492
901,6418
902,11803
903,15523
904,541
905,18282
906,6534
907,15527
908,279
909,455
910,4053
911,18362
912,5186
913,6913
914,7047
915,9800
916,11843
917,14801
918,15597
919,448
920,5240
921,6423
922,7560
923,9809
924,24750
925,14841
926,15755
927,18486
928,5245
929,9307
930,11847
931,14035
932,15979
933,8842
934,5521
935,7832
936,9359
937,9243
938,15058
939,14345
940,16066
941,16631
942,286
943,9140
944,16759
945,5259
946,15162
947,14120
948,18752
949,9156
950,5540
951,6639
952,7835
953,14944
954,14963
955,325
956,4076
957,1883
958,9425
959,7958
960,9253
961,14995
962,14409
963,16953
964,686
965,4093
966,6694
967,24678
968,9865
969,15260
970,15167
971,342
972,4102
973,1950
974,7224
975,9442
976,9934
977,15342
978,3547
979,6697
980,10002
981,10091
982,9413
983,9948
984,18563
985,3664
986,10314
987,10099
988,11881
989,10721
990,14512
991,17365
992,1029
993,1959
994,11782
995,10115
996,11933
997,11190
998,14593
999,18573
1000,617
1001,1966
1002,3742
1003,3422
1004,7877
1005,10335
1006,10350
1007,11717
1008,14630
1009,19446
1010,484
1011,3485
1012,7855
1013,24721
1014,12000
1015,15566
1016,16143
1017,17442
1018,17386
1019,4350
1020,24757
1021,11777
1022,16240
1023,17430
1024,796
1025,3816
1026,7874
1027,10415
1028,24770
1029,12020
1030,16334
1031,17841
1032,523
1033,1974
1034,6954
1035,10641
1036,24787
1037,11807
1038,9485
1039,24996
1040,17694
1041,1702
1042,2511
1043,3932
1044,7393
1045,7901
1046,10978
1047,12601
1048,24884
1049,15726
1050,6749
1051,8051
1052,9788
1053,12698
1054,14234
1055,15225
1056,22562
1057,23571
1058,8065
1059,11678
1060,11006
1061,24800
1062,12010
1063,20749
1064,2071
1065,5025
1066,7136
1067,11711
1068,12041
1069,15750
1070,22626
1071,1735
1072,9877
1073,6828
1074,24642
1075,24808
1076,15251
1077,14688
1078,20153
1079,11073
1080,12058
1081,14739
1082,16352
1083,25553
1084,8276
1085,11633
1086,10193
1087,16364
1088,17877
1089,25581
1090,8073
1091,11648
1092,9923
1093,13696
1094,14806
1095,16399
1096,18317
1097,21411
1098,25589
1099,4398
1100,12828
1101,7523
1102,6835
1103,14907
1104,14783
1105,13054
1106,14884
1107,18762
1108,20303
1109,20724
1110,22768
1111,21792
1112,2827
1113,7623
1114,8314
1115,12077
1116,10200
1117,14104
1118,14892
1119,18047
1120,21449
1121,19236
1122,22862
1123,22272
1124,2846
1125,13677
1126,8091
1127,10422
1128,10238
1129,16639
1130,21811
