排名,节点ID,X坐标,Y坐标,度数,介数中心性
696,1462,525745.3528,4608593.6942,4,0.01405761
697,22070,518389.7657,4626151.8302,2,0.01404694
698,30184,526328.6752,4638974.3208,3,0.01404148
699,22008,518528.8855,4626108.601,2,0.01400733
700,25704,484979.4744,4628639.761,3,0.01400511
701,21978,518589.4604,4626089.784,2,0.01399987
702,27555,533713.7316,4630907.1921,5,0.01397066
703,16966,538777.6219,4623379.2302,4,0.01396396
704,7376,534922.1226,4616269.3129,4,0.01394164
705,14427,532565.1832,4622407.8771,3,0.01393888
706,13721,533708.1129,4622145.8524,3,0.01393852
707,7771,537049.6347,4616850.5674,4,0.01393392
708,34160,516554.0209,4671783.3194,4,0.01392909
709,8298,537974.107,4617580.762,4,0.01392806
710,7175,536172.4169,4615906.2989,4,0.01391569
711,28513,495066.7682,4633357.3097,3,0.01389554
712,14925,533325.6723,4622585.2144,3,0.01389144
713,31511,548560.5622,4642800.7388,3,0.01386121
714,3179,536550.5624,4613053.9734,4,0.01384017
715,29247,530152.165,4635231.2569,3,0.01383928
716,29976,533791.3554,4638165.2527,4,0.01380536
717,28584,495711.5613,4633527.7506,3,0.01379558
718,14091,533635.17,4622277.1203,3,0.01379125
719,912,525920.8161,4603136.9415,4,0.01377105
720,14695,533454.8359,4622499.605,3,0.01375327
721,23056,512384.1471,4626813.834,4,0.01373619
722,22261,543078.3999,4626276.5442,3,0.01373266
723,14403,533545.9609,4622400.9626,3,0.01373051
724,16958,550686.6646,4623375.0276,4,0.01370313
725,4080,531621.3696,4613812.4708,5,0.01364842
726,32461,532460.0418,4646636.9043,4,0.01364392
727,15882,537305.4717,4622868.0106,3,0.01360718
728,7272,536127.641,4616115.6338,4,0.01356057
729,32297,549131.153,4646095.9146,3,0.01355637
730,9683,539054.8089,4619605.6105,3,0.01352389
731,11571,541221.3495,4621261.7799,4,0.01351858
732,22046,547399.6074,4626139.3446,4,0.01351505
733,13929,534131.5708,4622207.6372,4,0.01350364
734,2989,543193.3435,4612644.6993,4,0.01350326
735,6370,549416.1184,4615575.373,3,0.01349099
736,13580,540999.9583,4622105.0206,3,0.01347473
737,22933,525232.94,4626725.9768,3,0.01346704
738,16213,532329.3453,4623019.619,5,0.01340545
739,23795,545341.8927,4627389.6134,3,0.01339448
740,17950,539244.8173,4623953.0738,4,0.01339356
741,2394,526761.2899,4611644.4174,4,0.01339099
742,30704,528048.1172,4639732.7787,4,0.01336234
743,16542,540694.4507,4623169.1353,3,0.01332671
744,14098,540957.1489,4622280.4551,2,0.01331357
745,18606,535044.5682,4624223.1763,4,0.01328914
746,16541,540783.2778,4622893.5141,2,0.0132885
747,21114,520863.5542,4625588.74,4,0.01327515
748,2712,526655.6395,4612154.7241,4,0.01326781
749,12384,536690.0325,4621569.7265,3,0.01325895
750,23836,524773.3225,4627408.6681,3,0.01322916
751,28797,495652.7196,4634102.5906,4,0.01321562
752,16970,532824.1011,4623379.3902,3,0.01320936
753,8059,532298.5643,4617308.946,3,0.01315906
754,2983,543203.4006,4612634.2539,4,0.01315545
755,25447,540055.5611,4628447.2579,3,0.01315112
756,32713,549554.8381,4649867.8406,4,0.01314697
757,16772,540644.8008,4623277.9826,3,0.01305012
758,12386,536679.2261,4621544.8122,3,0.01304673
759,17475,540395.1618,4623667.4874,3,0.01304509
760,18951,549475.0741,4624444.2817,4,0.01304067
761,16234,532270.4538,4623028.979,3,0.01296936
762,26377,544173.4422,4629205.2358,4,0.01296625
763,23831,545359.2328,4627405.2344,3,0.01295964
764,28714,531061.2521,4633879.2263,4,0.01295879
765,31338,539990.699,4642209.7038,4,0.01295452
766,11861,541735.2811,4621395.0282,4,0.01289154
767,1863,550399.5273,4610446.374,4,0.01289135
768,28527,532535.71,4633400.3765,3,0.01286704
769,5831,517553.4782,4615260.9628,4,0.01285507
770,30002,520341.4851,4638294.0371,3,0.0128304
771,28133,546214.5671,4632217.0545,3,0.01282464
772,14908,539684.9695,4622574.7029,3,0.012823
773,28289,546914.017,4632824.2399,4,0.01282115
774,16576,540687.8792,4623180.0786,3,0.01281094
775,3366,518820.4483,4613194.1211,4,0.01278943
776,16708,540656.177,4623253.8986,3,0.01276494
777,16460,524657.1654,4623146.1756,3,0.01272684
778,31997,488422.939,4644487.573,3,0.01271401
779,17965,532658.3978,4623957.2371,5,0.01269929
780,16657,530063.9227,4623233.7105,4,0.01269919
781,6462,549016.0254,4615627.8225,4,0.0126911
782,16224,524026.7411,4623025.2937,4,0.01268311
783,28032,469113.785,4631887.0632,3,0.01267521
784,15842,536250.8922,4622849.764,3,0.01266705
785,13944,526759.392,4622214.4762,4,0.01265886
786,16716,532816.9342,4623260.513,4,0.01262682
787,5563,537640.358,4615013.7336,3,0.01261286
788,3173,536884.0902,4613053.904,4,0.01260235
789,10771,535011.0788,4620651.2271,3,0.01258241
790,29711,542840.0928,4636599.0043,3,0.01257264
791,29559,468185.7482,4636143.9128,4,0.0125572
792,21264,474498.5904,4625655.5418,4,0.01255551
793,31295,542086.2588,4641999.7714,3,0.01252842
794,17639,540286.5358,4623793.791,3,0.0125188
795,25602,536752.3328,4628575.0033,4,0.01250932
796,17335,524539.9975,4623552.2266,4,0.01248576
797,4608,538035.0078,4614530.5094,4,0.01245491
798,17714,532039.2773,4623833.0057,4,0.01242639
799,18264,539999.3742,4624124.9748,4,0.01242371
800,29817,543318.6425,4637222.6843,5,0.01238337
801,26859,533781.2401,4629913.4919,4,0.01237789
802,8033,525461.177,4617275.6896,3,0.01231333
803,13585,536402.2124,4622105.184,4,0.01226679
804,3722,536540.7575,4613450.7738,4,0.01226363
805,22860,532404.406,4626704.1809,4,0.01225055
806,1074,550742.4927,4604711.4378,4,0.0122108
807,17069,537714.0404,4623412.9677,4,0.01220573
808,3080,531053.5337,4612801.1836,4,0.01217861
809,34217,526048.6708,4673166.2794,4,0.01216107
810,22113,543040.1946,4626167.1722,4,0.01214956
