排名,节点ID,X坐标,Y坐标,度数,介数中心性
12221,5309,403242.7701,3373232.0783,4,0.00014455
12222,32467,414241.1277,3396517.4979,2,0.00014454
12223,19806,414022.0739,3387736.3489,3,0.00014445
12224,11062,430372.9542,3381176.1426,4,0.00014429
12225,44614,418879.1089,3418970.0131,4,0.00014427
12226,28746,402773.1607,3394161.6358,2,0.00014426
12227,6305,350905.8451,3374434.0112,2,0.0001442
12228,43829,405369.6134,3417013.3178,3,0.00014412
12229,39597,394194.7721,3407122.2186,3,0.00014408
12230,2939,391305.8358,3365155.4922,2,0.00014393
12231,22433,405667.7778,3389875.4375,3,0.00014393
12232,49432,413113.2188,3394396.0561,4,0.00014393
12233,23403,411586.1379,3390431.7087,3,0.00014391
12234,30182,411825.954,3395088.9042,3,0.00014389
12235,9249,431058.2247,3379420.5616,2,0.00014383
12236,13342,396568.4554,3383078.8383,4,0.0001436
12237,23069,411953.0914,3390250.3941,3,0.00014359
12238,15262,410217.2329,3384139.0845,4,0.00014345
12239,37582,395343.1645,3403685.3954,3,0.00014344
12240,7993,362275.097,3378022.6991,3,0.00014322
12241,41513,428775.6498,3409087.2522,2,0.00014302
12242,29664,411542.0522,3394729.3515,2,0.000143
12243,46039,399228.8842,3427484.3938,3,0.00014296
12244,37543,401010.8256,3403638.5219,3,0.00014291
12245,49630,413790.151,3395429.3951,2,0.00014275
12246,8617,424898.5598,3378681.185,3,0.00014274
12247,42091,421816.6526,3411365.6345,3,0.00014255
12248,18581,415419.3207,3386621.5679,4,0.00014244
12249,29886,413418.1773,3394887.5707,4,0.00014239
12250,43255,384102.5231,3416044.5533,3,0.00014235
12251,4794,407432.3417,3372023.6789,4,0.00014234
12252,16030,406506.9676,3384543.3937,3,0.00014229
12253,19991,415331.1498,3387906.5226,3,0.00014225
12254,38522,395118.1277,3404650.9843,4,0.00014225
12255,14160,406827.1125,3383563.4794,3,0.00014223
12256,18570,433557.337,3386616.5988,4,0.00014223
12257,25847,404517.6062,3392098.2541,3,0.00014223
12258,6798,409070.0893,3375374.6575,3,0.00014218
12259,26174,409341.1132,3392340.6843,3,0.00014213
12260,704,405360.2922,3356938.7967,2,0.00014203
12261,41814,422005.903,3410955.8085,3,0.00014198
12262,37344,420180.8663,3403375.0734,3,0.00014194
12263,17402,414368.7392,3385647.0231,3,0.00014192
12264,33067,410847.6415,3397017.2241,3,0.0001418
12265,36733,397281.0547,3402563.5891,3,0.00014178
12266,6044,398822.4527,3373974.0426,3,0.00014173
12267,48543,410197.4487,3388199.336,2,0.00014166
12268,14867,400082.2206,3383905.3477,3,0.00014164
12269,27086,413345.2428,3393106.3224,3,0.00014164
12270,17578,410196.2617,3385734.8667,3,0.00014154
12271,26399,411582.2388,3392490.1645,3,0.00014145
12272,6927,404744.617,3375720.391,3,0.00014145
12273,30899,409749.2464,3395451.8834,2,0.00014144
12274,35135,429490.2866,3399454.4303,3,0.00014142
12275,17379,411554.2007,3385639.9037,2,0.00014136
12276,10306,434802.6624,3380468.5619,3,0.00014131
12277,33234,388970.3356,3397169.7041,2,0.00014127
12278,21087,406752.1157,3388840.6637,3,0.00014125
12279,2866,391206.0813,3365107.3451,2,0.00014118
