排名,节点ID,X坐标,Y坐标,度数,介数中心性
7517,2524,821360.5617,2519264.9226,1,0.0
7518,2586,821235.53,2519420.0811,1,0.0
7519,8881,810277.1921,2536863.9683,1,0.0
7520,8866,810548.6869,2536948.4282,1,0.0
7521,8863,810409.8485,2536842.587,1,0.0
7522,8862,810628.9659,2536795.6174,1,0.0
7523,8860,809615.9823,2536549.1161,1,0.0
7524,8903,810140.0656,2536995.8906,1,0.0
7525,8935,769549.8353,2537042.6754,1,0.0
7526,8932,767808.4858,2537017.8208,1,0.0
7527,2578,824512.5665,2519356.4401,1,0.0
7528,2567,825807.5187,2519393.6966,1,0.0
7529,2604,824585.7483,2519398.3133,1,0.0
7530,2593,774796.3803,2518943.5606,1,0.0
7531,18680,782727.4955,2556020.2783,1,0.0
7532,2396,822449.7759,2518938.0695,1,0.0
7533,2394,820846.8095,2518935.4649,1,0.0
7534,2384,822437.0235,2518884.3407,1,0.0
7535,18756,762619.1888,2555838.6262,1,0.0
7536,18755,762495.3666,2556411.252,1,0.0
7537,18730,793506.8366,2556047.9755,1,0.0
7538,2459,824042.9224,2519060.6224,1,0.0
7539,2420,778894.5324,2518935.8838,1,0.0
7540,2509,778601.7417,2519267.6657,1,0.0
7541,2500,824054.5492,2519204.5181,1,0.0
7542,2486,822311.1976,2519164.5293,1,0.0
7543,2462,821316.0748,2519092.0015,1,0.0
7544,18728,778793.1268,2556305.2417,1,0.0
7545,18723,794406.7601,2555190.8402,1,0.0
7546,18708,784038.0622,2556029.9277,1,0.0
7547,2536,821488.8848,2519328.1446,1,0.0
7548,2327,785694.3121,2518507.6121,1,0.0
7549,2326,822545.0765,2518732.5102,1,0.0
7550,2379,822167.8382,2518860.8187,1,0.0
7551,2370,822511.4456,2518797.2728,1,0.0
7552,2362,822107.8915,2518856.8768,1,0.0
7553,2346,822043.2012,2518822.9904,1,0.0
7554,2344,785677.6831,2518479.6078,1,0.0
7555,2343,785880.1512,2518820.586,1,0.0
7556,18810,796345.1704,2556718.1713,1,0.0
7557,18803,794782.8735,2556651.0321,1,0.0
7558,18799,785925.2014,2556619.0226,1,0.0
7559,18789,793368.9199,2556596.5326,1,0.0
7560,18788,793372.5155,2556585.7408,1,0.0
7561,18781,788502.7795,2556540.8207,1,0.0
7562,2416,822570.3461,2518829.7081,1,0.0
7563,2411,817415.6407,2518389.9325,1,0.0
7564,2290,820490.8301,2518721.3444,1,0.0
7565,2257,826990.8066,2518642.7615,1,0.0
7566,18821,784388.8287,2556768.8697,1,0.0
7567,9007,830925.7785,2536402.9629,1,0.0
7568,8991,807894.0566,2536380.2199,1,0.0
7569,8972,810573.3251,2537164.746,1,0.0
7570,15151,806030.0753,2548386.8932,1,0.0
7571,11580,819974.8573,2542772.5568,1,0.0
7572,11656,803126.0253,2542972.4609,1,0.0
7573,11638,806105.2852,2542867.4146,1,0.0
7574,11635,805978.2823,2542887.4887,1,0.0
7575,11676,800688.3465,2543001.826,1,0.0
7576,11663,806023.162,2542989.7964,1,0.0
7577,2334,821578.2436,2518809.6793,1,0.0
7578,2330,777799.8053,2518806.0096,1,0.0
7579,2328,785869.6038,2518802.8225,1,0.0
7580,2140,785624.3002,2518389.7086,1,0.0
7581,18938,764475.0575,2557099.3522,1,0.0
7582,18931,764463.4083,2557087.2969,1,0.0
7583,18913,786393.6284,2557036.2877,1,0.0
7584,18911,777588.5977,2557031.6369,1,0.0
7585,2186,820555.6997,2518259.0674,1,0.0
7586,2176,820517.8336,2518251.9613,1,0.0
7587,2172,822426.88,2518348.7001,1,0.0
7588,18906,796427.458,2557006.3982,1,0.0
7589,18899,796417.1661,2556979.8578,1,0.0
7590,18896,796415.7407,2556972.1038,1,0.0
7591,18877,788502.021,2556539.7421,1,0.0
7592,2227,826934.6032,2518587.9816,1,0.0
7593,2225,822514.4369,2518402.6736,1,0.0
7594,2224,822334.2663,2518491.0585,1,0.0
7595,2220,819434.2945,2518573.3185,1,0.0
7596,2168,820933.45,2518402.4741,1,0.0
7597,2166,820627.8345,2518353.1906,1,0.0
7598,11662,811313.0366,2542028.7654,1,0.0
7599,11661,810950.6601,2542985.1148,1,0.0
7600,8971,810541.284,2536826.669,1,0.0
7601,16152,818041.9994,2550245.2632,1,0.0
7602,16140,779120.0826,2550217.4482,1,0.0
7603,16125,803602.6043,2550050.0143,1,0.0
7604,9021,809944.2805,2536926.141,1,0.0
7605,9013,810118.9653,2536896.8636,1,0.0
7606,13,823763.0476,2509585.4066,1,0.0
7607,16104,764147.266,2550144.512,1,0.0
7608,16081,764139.2383,2550125.7429,1,0.0
7609,2147,819867.2575,2518442.6025,1,0.0
7610,2146,819452.7463,2518441.4166,1,0.0
7611,2143,784745.3301,2518387.9622,1,0.0
7612,2118,784703.0126,2518371.9791,1,0.0
7613,13820,809649.73,2545687.3751,1,0.0
7614,13818,798879.7151,2545687.0125,1,0.0
7615,13881,781875.5158,2545794.8857,1,0.0
7616,13879,794402.1064,2545762.3057,1,0.0
7617,13924,810931.3005,2545837.1795,1,0.0
7618,13915,807168.4403,2545861.2513,1,0.0
7619,14512,787164.4261,2547118.9178,2,0.0
7620,14496,811658.7745,2546704.0953,1,0.0
7621,13968,803835.4768,2545923.8574,1,0.0
7622,2117,784689.3077,2518364.3351,1,0.0
7623,2116,819554.1431,2518370.49,1,0.0
7624,2112,827348.6639,2518367.3141,1,0.0
7625,2105,822154.7174,2518358.9631,1,0.0
7626,18954,778020.3272,2556795.7875,1,0.0
7627,18951,777815.5826,2556750.7764,1,0.0
7628,9139,810294.2294,2537321.1358,1,0.0
7629,9206,810327.7869,2537617.5953,1,0.0
7630,9205,810253.1806,2537388.2113,1,0.0
7631,9189,815163.3702,2537591.525,1,0.0
7632,9250,801994.1537,2536100.9267,1,0.0
7633,9222,810152.6246,2537563.6083,1,0.0
7634,9219,817185.9064,2537656.7599,1,0.0
7635,9218,816493.4739,2537198.1605,1,0.0
7636,9276,768121.7081,2537776.3383,1,0.0
7637,2096,819272.6046,2518316.031,1,0.0
7638,2094,819720.7378,2518345.3453,1,0.0
7639,2090,784649.0684,2518339.6842,1,0.0
7640,2083,822385.9564,2518187.0254,1,0.0
7641,2074,819714.1984,2518309.6216,1,0.0
7642,2123,819175.0981,2518393.7147,1,0.0
7643,2122,821076.3571,2518297.4668,1,0.0
7644,1981,827524.0944,2518019.0614,1,0.0
7645,1975,821448.0421,2518004.2167,1,0.0
7646,1969,826459.7729,2517989.9166,1,0.0
7647,1966,820967.0496,2517982.6957,1,0.0
7648,19052,784657.7944,2557337.5915,1,0.0
7649,19044,785773.7628,2557278.6209,1,0.0
7650,2018,821086.9719,2518214.5334,1,0.0
7651,1997,829115.9736,2518132.9693,1,0.0
7652,1994,819305.9601,2518099.1463,1,0.0
7653,1991,827604.9524,2518098.0227,1,0.0
7654,1988,829081.812,2518066.6016,1,0.0
7655,2042,821897.9245,2518141.5891,1,0.0
7656,2033,821134.3345,2518252.0735,1,0.0
7657,2025,783816.266,2517702.3412,1,0.0
7658,19012,785722.7839,2557243.3213,1,0.0
7659,9170,816655.1628,2537562.8699,1,0.0
7660,14476,798807.6301,2545717.679,1,0.0
7661,9271,810508.9428,2537754.9704,1,0.0
7662,9295,810371.9623,2537826.6438,1,0.0
7663,9352,790996.1957,2537901.5605,1,0.0
7664,16034,810226.6892,2550038.3492,1,0.0
7665,16033,811024.7522,2549508.6795,1,0.0
7666,11456,813810.4824,2542414.6396,2,0.0
7667,11455,813787.4504,2542321.87,2,0.0
7668,11536,811070.7181,2542639.2452,1,0.0
7669,11531,800959.521,2542301.0535,1,0.0
7670,11519,795068.0116,2540881.5717,1,0.0
7671,11505,809801.6343,2542475.8002,1,0.0
7672,14468,778213.6925,2546916.6361,1,0.0
7673,14467,778315.0986,2546684.4756,1,0.0
7674,19093,794589.6751,2557410.7548,1,0.0
7675,1983,829004.9355,2517917.252,1,0.0
7676,11578,814066.5487,2542767.9996,1,0.0
7677,11577,813944.1565,2541639.9137,1,0.0
7678,11572,801062.5281,2542762.6017,1,0.0
7679,11550,801172.3885,2542729.1749,1,0.0
7680,11547,801557.4855,2542705.5975,1,0.0
7681,16018,817119.858,2549997.3907,1,0.0
7682,16000,802654.8868,2549967.8954,1,0.0
7683,9384,799788.8228,2537921.3433,1,0.0
7684,9446,810924.3478,2538086.2727,1,0.0
7685,1933,785097.8857,2517895.902,1,0.0
7686,1915,785042.8566,2517849.558,1,0.0
7687,19094,794243.8731,2555640.5422,1,0.0
7688,13935,775543.7024,2545809.7791,1,0.0
7689,13990,802223.9601,2545949.5908,1,0.0
7690,14030,798387.6517,2546020.2365,1,0.0
7691,14,824205.2766,2509158.0742,1,0.0
7692,1857,818441.9593,2517348.6219,1,0.0
7693,9504,818205.3602,2537825.5633,1,0.0
7694,9481,775370.3329,2538136.433,2,0.0
7695,9455,763540.9692,2538109.5366,1,0.0
7696,15994,810303.541,2549957.906,1,0.0
7697,9528,763702.9032,2538308.8477,1,0.0
7698,9522,808992.0217,2538286.8491,1,0.0
7699,9505,817979.4519,2538208.824,1,0.0
7700,1850,783654.9778,2517582.8661,1,0.0
7701,1849,783646.8532,2517576.8479,1,0.0
7702,1911,819141.7482,2517620.0556,1,0.0
7703,1902,820987.0219,2517756.9592,1,0.0
7704,1877,828096.0057,2517631.205,1,0.0
7705,1876,820867.5075,2517625.9159,1,0.0
7706,19144,779828.2392,2556381.1871,1,0.0
7707,19141,785851.1833,2557506.9324,1,0.0
7708,15938,764708.2333,2549782.4497,1,0.0
7709,9580,809805.4558,2538449.2289,1,0.0
7710,9579,810213.6293,2537383.0078,1,0.0
7711,9578,772173.1617,2538427.0723,1,0.0
7712,9554,808644.0762,2538138.4175,1,0.0
7713,9590,803566.8186,2538211.5679,1,0.0
7714,1714,820972.6438,2517085.3775,1,0.0
7715,1765,821002.4815,2517354.7134,1,0.0
7716,1756,821403.2106,2517281.2797,1,0.0
7717,1754,821238.8087,2517053.1905,1,0.0
7718,1832,820701.2254,2517488.8548,1,0.0
7719,1830,783614.5157,2517551.1295,1,0.0
7720,1801,827395.4058,2517515.7534,1,0.0
7721,19195,794410.1762,2557445.0705,1,0.0
7722,1861,784497.1095,2517480.5575,1,0.0
7723,1860,818189.4255,2517585.9445,1,0.0
7724,1548,828298.9388,2516418.6342,1,0.0
7725,1537,828389.3627,2516657.9831,1,0.0
7726,19292,803052.6157,2557799.983,2,0.0
7727,19273,799999.8135,2557769.9723,1,0.0
7728,19262,765417.0151,2556880.3993,1,0.0
7729,19260,765644.4407,2557698.0442,1,0.0
7730,1663,826911.3335,2516968.5443,1,0.0
7731,1634,828385.4452,2516920.6465,1,0.0
7732,1707,818678.9279,2517176.65,1,0.0
7733,1706,818884.4075,2517027.536,1,0.0
7734,1680,827380.769,2517071.3555,1,0.0
7735,1671,827426.831,2517057.59,1,0.0
7736,1747,821410.276,2517276.3848,1,0.0
7737,1724,826466.233,2517248.9512,1,0.0
7738,15949,764744.0327,2549834.9645,1,0.0
