排名,节点ID,X坐标,Y坐标,度数,介数中心性
5363,18607,741898.3213,3854761.6352,3,0.00056933
5364,3044,761043.1549,3824483.4945,4,0.0005692
5365,1229,684920.7774,3814694.3351,3,0.00056821
5366,2471,751221.5904,3822194.446,3,0.0005681
5367,4124,762689.7066,3831725.2923,4,0.00056789
5368,1225,735845.5012,3813935.4994,2,0.00056768
5369,13654,681318.0455,3850429.7883,3,0.00056687
5370,1086,690780.7455,3813890.1203,3,0.00056669
5371,3816,716637.9363,3827242.8245,4,0.00056662
5372,453,702553.0251,3809104.4615,2,0.00056619
5373,21229,723123.1689,3859245.2952,3,0.00056614
5374,2945,760743.4936,3824343.5748,3,0.00056538
5375,9125,776277.9198,3847190.1054,3,0.00056537
5376,16602,718011.054,3852697.824,4,0.00056478
5377,7204,713649.7348,3844156.3023,3,0.00056432
5378,11082,748996.0369,3848792.5163,3,0.00056393
5379,12689,746235.3469,3849825.1148,3,0.00056357
5380,13806,747656.1119,3850539.9755,4,0.00056354
5381,11536,757328.2483,3848426.8486,2,0.0005634
5382,1002,684420.7407,3813480.392,3,0.00056299
5383,16161,687294.3052,3852403.2473,2,0.00056267
5384,22408,724439.7722,3860419.5579,2,0.00056238
5385,18427,732203.2903,3854469.136,4,0.00056154
5386,5057,728536.389,3839067.0569,3,0.00056126
5387,23445,743592.7374,3863361.4229,3,0.00056013
5388,13302,750465.7045,3850190.86,3,0.00056008
5389,4044,759059.4023,3830755.8857,2,0.00055996
5390,7500,750667.6045,3845128.9439,4,0.00055964
5391,14737,747224.4775,3851255.1169,3,0.00055925
5392,21623,741099.6271,3859636.7947,3,0.00055925
5393,7760,748441.1409,3845551.0516,2,0.000559
5394,8850,681472.7456,3846803.5004,3,0.00055887
5395,17162,749884.7818,3853002.877,4,0.00055867
5396,21486,723504.0535,3859489.5556,3,0.00055824
5397,15204,710001.8162,3851694.1133,4,0.00055801
5398,3050,757875.6377,3824488.4539,3,0.00055796
5399,8238,681425.8307,3846121.037,4,0.00055785
5400,1268,686033.1202,3814869.0769,4,0.00055669
5401,12062,750665.1213,3849393.9851,4,0.00055615
5402,3417,760503.1651,3824804.2971,3,0.00055595
5403,11572,742904.8383,3848739.1675,2,0.00055485
5404,21005,705359.2486,3858816.5178,4,0.00055453
5405,4726,733116.747,3837503.3017,2,0.00055393
5406,17213,746034.9253,3853052.5946,3,0.00055366
5407,5998,744908.9364,3841945.8211,3,0.00055323
5408,21594,727160.6823,3859607.2749,2,0.00055322
5409,7623,775995.2536,3845339.9262,4,0.00055321
5410,24652,741514.0022,3849076.1535,3,0.00055315
5411,23232,744193.8569,3862555.4027,3,0.00055315
5412,22862,726120.366,3861241.3241,4,0.00055307
5413,7271,740123.8731,3844257.5376,3,0.00055303
5414,17351,748841.4786,3853179.8908,3,0.0005528
5415,6790,755678.0264,3843410.6913,2,0.00055278
5416,1460,757450.7415,3815471.1198,3,0.00055243
5417,4615,744459.5762,3837112.0118,3,0.00055237
5418,16593,717636.8003,3852696.7806,3,0.00055194
5419,23242,743859.93,3862672.5781,3,0.00055119
5420,25533,743892.4498,3862769.8721,3,0.00055046
5421,466,755167.6094,3809131.9746,3,0.00055015
5422,20866,705112.7573,3858598.9824,3,0.00055014
5423,6973,749849.1421,3843733.5784,2,0.00054971
5424,20423,738995.1252,3857745.9343,3,0.00054962
5425,3049,757387.4975,3821580.6112,2,0.00054928
5426,7693,737250.8212,3845492.5101,3,0.00054907
5427,22349,748721.4257,3860359.1042,4,0.00054897
5428,16989,751032.0228,3852871.7504,3,0.00054873
5429,7454,756064.8341,3845050.8383,4,0.00054845
5430,4721,734349.3813,3837573.2155,3,0.00054782
5431,9161,680662.1443,3847219.9125,3,0.00054739
5432,8701,756922.6413,3846680.2428,3,0.0005472
5433,9755,683384.9908,3847846.1994,2,0.00054711
5434,17194,738684.4036,3853038.5488,3,0.00054692
5435,3808,758691.7613,3826277.5056,2,0.00054638
5436,4887,766535.9838,3838563.4424,3,0.00054616
5437,3253,760017.4826,3824674.5847,3,0.00054553
5438,16254,716909.2036,3852470.1394,4,0.00054435
5439,12729,744699.0596,3849836.5719,3,0.00054418
5440,3717,758379.4675,3825871.353,2,0.00054399
5441,22562,726988.9857,3860568.4581,4,0.00054238
5442,24365,740178.7562,3843184.8181,4,0.00054212
5443,14963,752986.2375,3851471.1347,4,0.00054194
5444,15975,752481.4052,3852262.4715,3,0.00054184
5445,15323,718393.4776,3851754.0284,3,0.00054079
5446,5062,729957.4465,3839071.0309,3,0.00054069
5447,22536,748640.2408,3860539.8369,3,0.00054063
5448,4879,766088.269,3838496.0582,3,0.00054047
