排名,节点ID,X坐标,Y坐标,度数,介数中心性
3496,3340,647180.3862,2743183.3236,3,0.00061063
3497,10577,679803.7997,2767699.0399,4,0.00060864
3498,9942,694663.6948,2763685.2934,4,0.000608
3499,4584,659950.1489,2750360.5792,4,0.00060449
3500,970,643377.9322,2732930.7174,3,0.00060366
3501,13822,660119.2025,2752293.7807,4,0.00060346
3502,1652,666960.8665,2736136.1405,3,0.00060339
3503,7171,662701.4881,2755744.6679,3,0.00060336
3504,12607,626755.4885,2795160.6284,2,0.00060302
3505,4505,659633.2639,2750163.2683,4,0.00060259
3506,1336,662828.5266,2735147.3951,3,0.00060238
3507,14214,666881.1021,2755475.1909,4,0.00060196
3508,1685,667986.4625,2736247.4741,4,0.00060162
3509,11695,637898.1994,2778297.1298,3,0.00060143
3510,1023,658792.6315,2733330.104,2,0.00060096
3511,3972,659459.22,2745927.5235,3,0.00060011
3512,2674,654760.8481,2739592.1283,3,0.00059964
3513,7583,664050.9706,2756499.0699,3,0.00059905
3514,1626,665242.3058,2736065.9789,3,0.00059868
3515,7928,660500.9922,2757091.1983,3,0.0005986
3516,2111,665225.1227,2738047.8359,3,0.00059775
3517,9069,641042.7963,2761395.4406,4,0.00059705
3518,1140,662652.035,2734620.9227,3,0.00059641
3519,10363,678214.3165,2766238.8724,3,0.00059512
3520,7056,659882.1155,2755503.2366,3,0.00059342
3521,316,661771.4055,2720221.8922,3,0.00059342
3522,5781,662242.1877,2753269.9108,4,0.0005922
3523,577,660476.5311,2726677.8448,2,0.000592
3524,4030,660237.7713,2746136.4956,2,0.00059197
3525,6865,663122.4376,2755190.8633,3,0.00059113
3526,4308,659755.8444,2747656.3731,4,0.00059101
3527,7581,664656.5874,2756497.2797,3,0.00059029
3528,6266,660217.1508,2754047.0068,3,0.00058984
3529,4791,666665.4567,2751133.7229,3,0.00058852
3530,10109,665856.8235,2764810.6948,2,0.00058819
3531,1349,643074.5036,2735244.125,3,0.0005881
3532,3754,658210.4757,2745262.5493,3,0.00058777
3533,8646,666700.7249,2759586.3542,3,0.00058772
3534,5374,669373.1799,2752515.2733,4,0.00058728
3535,911,660425.1962,2731050.5575,2,0.00058727
3536,6265,660098.7446,2754023.7944,2,0.00058714
3537,14392,659993.133,2762764.2933,5,0.0005859
3538,1512,663403.6835,2735690.842,3,0.00058504
3539,5973,661833.3911,2753674.124,3,0.00058405
3540,7175,664880.4418,2755759.0422,3,0.00058402
3541,10875,641466.6073,2768932.728,2,0.00058264
3542,3576,659103.5139,2744246.4906,3,0.00058246
3543,3619,659401.2661,2744602.5449,4,0.00058205
3544,7154,662860.7684,2755663.3221,3,0.00058179
3545,10963,681933.5999,2767577.5087,2,0.00058057
3546,6753,663098.2134,2755085.9633,3,0.00057969
3547,2863,664619.363,2740692.8467,4,0.0005785
3548,4602,660120.612,2750442.7108,3,0.00057849
3549,3291,647935.9578,2742957.913,3,0.00057755
3550,3526,658981.1409,2744100.1964,4,0.00057735
3551,8036,660619.0949,2757390.0975,4,0.00057706
3552,8566,658142.9502,2759313.508,3,0.00057588
3553,8629,666556.5364,2759564.2393,4,0.00057523
3554,4976,654147.4331,2751514.7638,2,0.00057259
3555,5235,656932.8859,2752172.6094,3,0.00057067
3556,12803,628505.8695,2798861.749,2,0.00057037
3557,6635,663070.0643,2754872.4831,3,0.00056991
3558,8589,657583.8662,2756444.3867,2,0.00056883
3559,6828,661167.9493,2755157.4726,4,0.00056877
3560,9,660724.6698,2715495.1442,4,0.00056864
3561,13875,659419.8781,2753006.3982,4,0.00056857
3562,7852,665855.5886,2756883.043,3,0.00056781
3563,13109,615452.6765,2810097.556,2,0.00056773
3564,4991,656324.7213,2751592.8404,3,0.00056762
3565,5046,657299.6745,2751732.0218,3,0.00056569
3566,2671,654188.9901,2739572.3039,2,0.0005638
3567,10299,693141.2827,2765932.3748,4,0.00056311
3568,10432,663596.079,2766778.7705,4,0.00056215
3569,4975,654195.8567,2751336.2197,2,0.00056195
3570,6211,658106.453,2753975.2788,3,0.00056181
3571,1833,668330.229,2737110.4169,4,0.00056127
3572,2921,664165.936,2740905.1913,3,0.00055878
3573,6921,660431.4353,2755274.2993,4,0.00055845
3574,302,661818.9477,2719536.051,3,0.00055751
3575,4250,658510.7021,2747263.8896,2,0.00055696
3576,6985,660488.8357,2755387.8554,3,0.0005569
3577,13773,664665.7072,2751245.1569,3,0.00055554
3578,1025,658741.7589,2733824.5678,2,0.00055468
3579,5220,657215.9516,2752101.8156,3,0.0005521
3580,7668,659688.6528,2756584.0585,3,0.00055208
3581,1218,667319.0544,2734859.4762,3,0.00055205
3582,8948,608824.3812,2760887.3593,3,0.00055168
3583,14087,669074.3182,2754431.4979,4,0.0005507
3584,13767,664583.8369,2751154.1091,3,0.00054924
3585,5694,676962.2998,2753113.402,4,0.00054903
3586,1386,663562.1267,2735397.1588,3,0.000546
3587,4168,656411.6098,2746739.5326,3,0.00054569
3588,3323,658951.7656,2743111.7344,3,0.00054426
3589,11360,671178.9398,2773408.5938,3,0.00054331
3590,5316,669120.7674,2752382.5922,4,0.00054183
3591,12299,686921.3171,2787561.0669,4,0.00053951
3592,6004,659020.6435,2753738.3447,2,0.00053825
3593,2800,664738.3288,2740432.12,4,0.00053733
3594,6086,665808.1279,2753841.3345,3,0.00053692
3595,5810,657631.0316,2753386.8122,2,0.00053652
3596,5388,694622.7774,2752525.7299,3,0.00053494
3597,10556,681940.0643,2767537.0367,2,0.00053486
3598,455,668776.6115,2722313.418,3,0.00053371
3599,7617,661257.6658,2756521.8546,3,0.00053362
3600,12001,690408.1745,2781514.6142,3,0.00053357
3601,9239,669122.2498,2761678.6191,2,0.00053164
3602,3592,658605.2479,2744302.9402,3,0.00053004
3603,13271,601095.0462,2820789.8466,2,0.00052996
3604,10059,663969.0102,2764255.846,2,0.0005287
3605,5254,656615.0136,2752223.8164,3,0.00052822
3606,640,666458.6654,2728839.0148,3,0.00052795
3607,2157,656322.0066,2738160.4232,3,0.00052774
3608,7353,660524.0555,2756103.4093,3,0.0005268
3609,4158,658516.9789,2746716.2706,4,0.00052508
3610,5119,661131.8013,2751859.0922,2,0.00052386
3611,12888,633802.2813,2799779.7715,4,0.00052241
3612,5429,665891.9489,2752494.7642,3,0.0005219
3613,1857,667781.0763,2737309.2637,4,0.00052068
3614,10757,678056.7852,2768401.17,3,0.00052058
3615,1380,642971.097,2735382.9784,2,0.0005193
3616,3923,659953.208,2745768.2102,4,0.00051839
3617,1356,643083.6501,2735249.8793,3,0.00051809
3618,9022,645332.0574,2761259.5988,4,0.0005179
3619,4247,658491.8618,2747262.8532,2,0.00051723
3620,6419,657396.0128,2754478.4534,4,0.00051704
3621,11324,671143.8779,2773271.8631,3,0.00051388
3622,10141,639194.1809,2764913.9804,4,0.00051378
3623,2043,661353.6323,2737781.4973,3,0.00051281
3624,13163,610517.209,2813813.6149,2,0.00051201
3625,2501,654748.3903,2739233.1,3,0.00051175
3626,6094,658876.5549,2753862.4235,2,0.00051111
3627,13994,669160.0415,2754276.3908,4,0.00051089
3628,10070,663307.5671,2764270.7907,2,0.00051041
3629,8205,659991.7825,2757769.846,3,0.00051016
3630,4116,654327.8685,2746180.7752,2,0.00050999
3631,3149,649542.0715,2742050.1476,2,0.00050881
3632,3647,673551.5369,2744711.9175,3,0.00050823
3633,13166,610533.1789,2813828.2998,2,0.00050659
3634,6363,662262.6364,2754339.2222,3,0.00050533
3635,10877,641473.3534,2768933.2298,2,0.00050495
3636,7475,659915.0105,2756293.5517,3,0.00050481
3637,9641,686639.964,2762903.0554,3,0.00050467
3638,3727,653879.5898,2745185.4363,3,0.00050438
3639,7714,660796.6257,2756688.6846,4,0.0005043
3640,603,660292.105,2727426.1782,2,0.00050416
