排名,节点ID,X坐标,Y坐标,度数,接近中心性
4813,43572,397489.3008,3416541.6563,2,0.02240241
4814,29185,413059.919,3394419.906,3,0.02240095
4815,50294,417066.0294,3398287.0503,3,0.0223997
4816,27624,410747.4798,3393594.4896,4,0.02239927
4817,28273,417136.377,3393943.8986,2,0.02239718
4818,19533,413858.5055,3387490.2659,4,0.02239661
4819,22012,413925.7121,3389615.8823,2,0.02239639
4820,38541,402485.9325,3404742.5999,3,0.02239607
4821,22399,417762.4963,3389858.5245,2,0.0223953
4822,14813,400067.4112,3383873.9075,3,0.02239413
4823,22144,418470.7945,3389668.762,3,0.02239396
4824,14713,400070.7897,3383841.0797,3,0.02239393
4825,26021,414324.8277,3392224.3169,3,0.0223929
4827,33841,411708.8216,3397673.7682,3,0.02239284
4826,24616,394455.2525,3389940.6286,1,0.02239284
4828,37345,420501.5694,3403393.7486,3,0.02239179
4829,25381,414954.8913,3391712.8929,4,0.02239156
4830,14746,400149.6006,3383849.8603,3,0.02239142
4831,14353,400096.773,3383671.703,3,0.0223911
4832,27105,408911.4783,3393122.216,3,0.02239105
4833,23415,410966.0338,3390440.6296,3,0.02239025
4834,14762,400208.0706,3383856.3911,3,0.02238979
4835,38586,402469.1081,3404784.772,1,0.02238936
4836,26549,415845.2355,3392624.7519,1,0.02238925
4837,14836,400256.3781,3383886.0367,3,0.02238899
4838,39019,402957.8619,3405909.4265,2,0.02238836
4839,31591,413583.5973,3395926.4131,3,0.02238825
4840,25859,407240.8213,3392106.164,2,0.02238714
4841,38912,399027.0766,3405781.096,2,0.02238611
4842,30006,415333.6143,3394993.5702,3,0.02238454
4843,11549,408280.5033,3381544.5428,4,0.0223844
4844,22133,418457.7333,3389656.939,4,0.02238371
4845,22110,413940.0253,3389644.0414,4,0.02238337
4846,37122,400828.9966,3403024.635,3,0.0223822
4847,39425,411359.6026,3406605.2178,3,0.02238166
4848,28272,411037.2766,3393940.7292,3,0.02238049
4849,21254,414797.2867,3388988.2495,3,0.02237975
4850,13222,411550.8496,3382980.9545,3,0.02237938
4851,43569,397353.7802,3416553.4558,3,0.02237929
4852,25254,415151.5185,3391584.7374,1,0.02237907
4853,27643,410529.1636,3393628.2011,4,0.02237858
