排名,节点ID,X坐标,Y坐标,度数,接近中心性
6749,2935,824237.5021,2520116.2844,3,0.01746885
6750,16622,762174.9946,2551162.0358,4,0.01746431
6751,3222,820842.7041,2520647.5399,3,0.01746407
6752,16254,768847.5802,2550418.3566,2,0.01745897
6753,15360,760831.5142,2548869.4451,4,0.01745826
6754,15416,762459.213,2548901.969,2,0.01743905
6755,1790,819802.425,2517453.2056,3,0.01743611
6756,2178,824470.1241,2518487.0139,4,0.01740888
6757,21991,771219.0543,2558084.4895,1,0.0174067
6758,16631,762161.4143,2551166.3082,3,0.01739784
6759,3449,820762.5719,2520954.2767,3,0.01739152
6760,15407,760821.3913,2548891.8632,3,0.01738564
6761,2243,823225.5224,2518615.4748,3,0.01738449
6762,3376,824712.935,2520674.89,1,0.01738414
6763,2238,823200.0262,2518593.9241,3,0.0173783
6764,7168,764680.9557,2531421.7341,1,0.01737597
6765,16240,769013.3426,2550323.6893,1,0.01737045
6766,16291,769016.4051,2550507.9445,1,0.01737045
6767,15947,764727.42,2549841.8298,4,0.01735482
6768,16916,765584.9204,2551703.1141,1,0.01735435
6769,16923,765585.055,2551716.3477,1,0.01735415
6770,1893,819675.9294,2517708.1644,3,0.01734511
6771,2732,826025.6582,2519040.2506,2,0.01734397
6772,17267,760435.8619,2551734.1958,2,0.01734111
6773,17290,760497.0399,2552813.6636,2,0.01734024
6774,21994,771233.5583,2558090.4243,1,0.01733259
6775,3414,824773.7996,2520754.8838,1,0.01733169
6776,1868,819631.3488,2517618.75,3,0.01733082
6777,2506,822366.5208,2519256.4995,3,0.01731761
6778,2416,822570.3461,2518829.7081,1,0.01731186
6779,1959,819680.7703,2517966.6262,3,0.01730716
6780,3564,820730.0498,2521078.5758,3,0.01730345
6781,3486,820622.9067,2520986.2496,1,0.01730321
6782,2502,822086.1766,2519205.7462,4,0.01730231
6783,2790,821408.0163,2519880.9129,3,0.0172959
6784,2766,817327.5442,2519814.9963,4,0.01729344
6785,2793,817219.9669,2519883.5555,1,0.01729266
6786,2728,825559.7441,2519730.3453,3,0.01728766
6787,2543,823981.5186,2519336.8643,3,0.01728641
6788,3505,824593.3311,2521011.0738,4,0.01728563
6789,3675,824564.3577,2521235.3018,3,0.01728524
6790,2742,817461.3495,2519739.1146,3,0.01728454
6791,2460,824048.4084,2519147.6908,3,0.01728115
6792,2009,819549.0668,2518191.7098,3,0.0172806
6793,7614,767044.9143,2533566.5293,3,0.01727631
6794,7616,767176.3446,2533567.103,3,0.01727631
6795,2758,821834.3628,2519767.4876,3,0.01727366
6796,7297,765444.8064,2531964.2306,1,0.01727292
6797,2673,821758.7952,2519616.1895,3,0.01727273
6798,2717,821893.0057,2519720.6704,3,0.01727234
6799,16957,760962.6439,2551850.7154,2,0.01727222
6800,2443,822319.3619,2519117.4858,4,0.01726786
6801,11951,763911.8366,2543472.926,2,0.01726498
6802,2405,822335.1597,2518975.2062,3,0.01726393
6803,2474,821900.9344,2519155.9364,4,0.01726225
6804,2806,825558.5137,2519903.4707,3,0.01726097
6805,2804,825266.0326,2519897.7069,3,0.01725004
6806,1639,821192.5764,2516929.7566,4,0.01724344
6808,2680,825815.7149,2519623.9213,3,0.01723598
6807,2662,825959.298,2519595.2807,3,0.01723598
6809,2710,824284.8006,2519688.8209,4,0.01723591
6810,2748,822070.9285,2519742.9095,3,0.01723358
6811,2584,824167.0265,2519429.9215,3,0.01723354
6812,2670,824401.8465,2519614.5443,3,0.01722939
6813,3089,820837.0737,2520393.2145,3,0.01722734
6814,7295,765821.0015,2531901.098,1,0.01721436
6815,15102,762875.8988,2548016.2235,2,0.01720554
6816,2043,819475.3248,2518262.3749,3,0.01720465
6817,2849,824279.6127,2519962.315,3,0.0172038
6818,1944,823994.2178,2517930.5248,3,0.01719106
6819,1565,820987.2017,2516754.5299,3,0.01718832
6820,2896,824367.6571,2520069.8266,3,0.01718477
6821,11948,763920.8235,2543463.6315,2,0.01717324
6822,10350,764351.3148,2540046.319,2,0.01717286
6823,2928,824147.9725,2520104.4075,3,0.01717105
6824,2906,824266.0378,2520046.7598,1,0.01717074
6825,21930,761332.9192,2555218.7282,1,0.01717024
6826,2970,824127.684,2520170.0616,1,0.01716897
6827,2222,823211.2081,2518573.8847,3,0.01716739
6828,1824,819869.8918,2517547.7136,3,0.01716524
6829,16621,762224.292,2550486.0513,2,0.0171652
6830,16624,763071.8468,2551088.0172,1,0.01716458
6831,3245,820798.6977,2520693.9043,1,0.01716435
6832,14895,761207.9344,2547998.3561,3,0.01716016
6833,15004,759390.1024,2548242.5497,4,0.01716012
6834,1819,819708.9825,2517543.6216,3,0.01713869
6835,2077,825283.2147,2518248.7491,3,0.01713738
6836,1848,819782.9702,2517580.3416,3,0.01712665
6837,2280,824642.1265,2518712.1611,3,0.01711459
6838,1846,819671.7399,2517579.6668,3,0.01711287
6839,2267,826055.345,2518661.4334,2,0.01710958
6840,3586,820747.1937,2521114.8349,3,0.01709449
6841,15011,759381.7569,2548261.3426,4,0.01708995
6842,2120,822255.5582,2518375.2014,3,0.01708873
6843,1955,819761.797,2517963.8507,4,0.01706421
6844,1842,819579.6334,2517570.825,2,0.01706246
6845,15937,764721.0037,2549822.435,4,0.01705904
6847,16104,764147.266,2550144.512,1,0.01705881
6846,15949,764744.0327,2549834.9645,1,0.01705881
6848,2642,821205.5602,2519539.6446,3,0.01705615
6849,16896,760418.6674,2551679.2232,2,0.01704677
6850,21795,760169.0668,2552983.6222,1,0.01704472
6851,1645,821538.9079,2516940.4186,4,0.01701972
6852,2492,822060.3809,2519198.814,3,0.01701537
6853,2726,825267.4645,2519727.0254,3,0.01701533
6854,2031,819738.7243,2518250.3723,3,0.01701465
6855,2487,822094.0243,2519170.2146,4,0.01701268
6856,2441,822213.6366,2519116.0539,3,0.01700932
6857,3653,820268.5988,2521214.0564,1,0.01700917
6858,2857,821333.9295,2519975.0315,3,0.01700271
6859,2722,817335.2197,2519725.6052,4,0.01700003
6860,2765,817223.5921,2519804.9441,1,0.0169995
6861,2422,821918.8377,2519040.7743,3,0.01699852
6862,2534,824345.6084,2519252.8097,2,0.01699361
6863,3491,824586.1196,2520988.6578,3,0.01699211
6864,3551,824593.6618,2521061.5138,3,0.01699211
6865,3508,824708.426,2520977.7129,1,0.01699196
6866,3678,824700.9567,2521196.303,1,0.01699158
6867,3893,826363.1327,2521686.1665,1,0.01699158
6868,2694,817469.0083,2519654.9889,3,0.0169912
6870,2500,824054.5492,2519204.5181,1,0.01698762
6869,2459,824042.9224,2519060.6224,1,0.01698762
6871,2397,822240.6526,2518946.5624,4,0.01698754
6872,7613,766928.4735,2533537.5321,1,0.01698295
6873,7618,766998.2323,2533485.6415,1,0.01698295
6874,2452,821783.5057,2519126.4553,3,0.01698118
6875,2611,821620.8079,2519483.1052,3,0.01698088
6876,17510,761189.4618,2553259.1501,2,0.01697914
6877,2526,825940.5549,2519305.0611,3,0.01697685
6878,2486,822311.1976,2519164.5293,1,0.01697478
6879,2390,822352.6651,2518911.9529,4,0.01697327
6880,10231,762890.7349,2539930.7834,3,0.01697327
6881,1567,821232.9233,2516756.6549,3,0.01696312
6882,2052,823515.9701,2518272.5283,3,0.01696293
6883,1812,824332.3863,2517540.0805,3,0.0169612
6884,1713,821117.5485,2517186.4144,3,0.01695276
6885,14865,762864.8951,2547955.7936,2,0.01694949
6886,2607,824297.1361,2519460.0583,3,0.01694491
6887,2750,822139.6133,2519737.0593,1,0.01694165
6888,2630,824343.0036,2519512.7114,3,0.01694004
6889,3071,820880.0769,2520369.5667,3,0.01693641
6890,3090,820604.6331,2519982.7538,1,0.01693562
6891,2075,819404.3293,2518315.8925,3,0.01691415
6892,2116,819554.1431,2518370.49,1,0.0169137
6893,1439,820994.726,2516529.9168,3,0.01691004
6894,1890,819968.7289,2517690.7625,3,0.01690843
6895,2898,824482.689,2520055.5861,1,0.01689448
6896,2057,825838.098,2518281.969,3,0.01688751
6897,2078,825590.8468,2518322.1179,3,0.01688502
6898,10237,762897.9661,2539934.5332,4,0.01688468
6899,10343,764177.3974,2540043.8875,2,0.01688423
6900,14886,761211.0665,2547991.0639,3,0.01688159
6901,2886,824126.8971,2520059.4456,3,0.01688137
6902,2952,824161.6866,2520133.9131,1,0.01688122
6903,15003,759216.7143,2548183.2848,2,0.01687642
6904,14579,759763.433,2547381.9397,4,0.01687203
6905,2282,825279.9948,2518713.2099,4,0.0168522
6906,1820,819661.1859,2517492.719,2,0.01685042
6907,1596,821937.2258,2516833.9091,3,0.01684431
6908,2552,825123.8087,2519339.0795,3,0.01683053
6909,1950,819848.8035,2517945.6697,3,0.01682927
6910,2099,820051.8284,2518347.9972,4,0.01682447
6911,2137,822142.6277,2518422.4088,3,0.01681375
6912,3644,820788.9703,2521203.1983,1,0.01680722
6913,1995,819795.2357,2518121.4102,3,0.016807
6914,15071,759300.0192,2548439.0076,2,0.01680372
6915,2084,822239.9356,2518333.596,3,0.0168018
6916,2035,819749.9567,2518254.1117,3,0.01678453
6917,2321,821335.6083,2518799.2725,3,0.01677835
6918,1932,820089.9421,2517895.2898,3,0.01677735
6921,16081,764139.2383,2550125.7429,1,0.01677294
6919,15938,764708.2333,2549782.4497,1,0.01677294
6920,15940,764736.8784,2549816.7091,1,0.01677294
6922,2371,821967.3162,2518863.7218,4,0.01676784
6923,16895,760280.1913,2551227.1838,2,0.01676263
6924,2705,825267.8937,2519675.7367,3,0.01675903
6925,1354,821494.7243,2516362.2485,4,0.01675793
6926,1595,822987.0015,2516706.5543,3,0.01675104
6927,2525,826045.5957,2519041.2657,2,0.0167502
6928,2341,821807.4645,2518817.9437,3,0.01674803
6929,1743,821556.2416,2517272.529,4,0.01674225
6930,1613,824413.9497,2516878.6795,3,0.01673936
6931,2387,822123.3103,2518910.9942,3,0.0167335
6932,2430,822126.252,2519046.3538,3,0.01673263
6933,2056,819726.9359,2518276.4982,3,0.01673032
6934,1434,821265.8187,2516521.9786,3,0.01672404
6935,2940,821237.7428,2520124.3583,3,0.01671922
6936,2802,821293.2335,2519892.8646,3,0.016719
6937,2690,817342.1319,2519645.2,4,0.01671619
6938,2721,817244.6883,2519718.3275,1,0.0167159
6939,2413,821997.6942,2518992.7222,3,0.01671579
6940,2531,824275.3186,2519321.1442,3,0.01671367
6941,2448,821749.3437,2519117.8832,3,0.01671115
6942,1816,824365.484,2517541.8061,3,0.01671031
6943,14418,761734.4298,2546775.9376,3,0.01670867
6946,3554,824713.8832,2521016.7768,1,0.01670824
6944,3492,824654.5029,2520915.0075,1,0.01670824
6945,3494,824683.1136,2520950.7413,1,0.01670824
6947,3569,824609.7902,2521092.4574,1,0.01670824
6948,2695,817487.1001,2519456.3206,1,0.01670736
6949,2380,822251.8786,2518883.1316,4,0.01670692
6950,2585,821599.3263,2519435.0907,3,0.01669945
6951,2657,821484.0397,2519585.4204,3,0.01669752
6952,17509,761259.3652,2553646.5237,2,0.01669578
6953,2376,822367.1085,2518864.599,4,0.01669556
6954,1441,821054.7425,2516531.4599,3,0.0166913
6955,9802,763413.0834,2538965.5406,4,0.01669046
6956,2396,822449.7759,2518938.0695,1,0.01669003
6957,2589,824354.2817,2519438.1068,3,0.01668988
6958,2579,824419.117,2519423.4703,3,0.01668806
6959,1918,825717.3499,2517858.8874,4,0.01667672
6960,1737,821150.979,2517262.506,4,0.01667647
6961,3035,821026.1781,2520289.2402,3,0.01667498
6962,1714,820972.6438,2517085.3775,1,0.01667019
6963,2943,820806.0202,2520125.5368,3,0.01665488
6964,2095,819341.9949,2518346.2783,3,0.01663314
6965,2146,819452.7463,2518441.4166,1,0.01663285
6966,1945,819906.5911,2517933.5928,3,0.01662975
6967,1440,820666.0389,2516521.4805,1,0.01662888
6968,2286,825577.4116,2518716.6816,4,0.01660792
6969,9808,763419.9119,2538970.037,3,0.01660479
6970,14578,759767.6186,2547370.0447,3,0.01660259
6971,2885,824084.2677,2519975.0659,1,0.01660115
6972,2961,824111.688,2520149.1992,1,0.01660115
6973,14580,759261.2085,2547165.4911,1,0.01659212
6974,2000,819863.4963,2518138.3994,3,0.01658533
6975,2561,825270.9467,2519388.4363,4,0.01657564
6976,1735,821935.179,2517256.3188,3,0.01657216
6977,2141,822120.1045,2518433.7387,3,0.01656839
6978,2570,825168.7398,2519394.0768,3,0.01656456
6979,2645,825066.157,2519546.1641,4,0.01655714
6980,2081,819995.7468,2518333.3031,3,0.01654859
6981,2173,820457.3806,2518481.7888,3,0.01654791
6982,2170,822162.6307,2518472.2775,3,0.01654609
6983,2045,819776.6391,2518262.9872,3,0.01654301
6984,2246,821919.7668,2518617.5973,3,0.01654294
6985,2319,821337.8009,2518788.9421,3,0.0165408
6986,2663,825268.4799,2519605.5819,3,0.01653655
6987,2266,826074.7364,2518658.6895,2,0.01653508
6988,15558,759152.5607,2548767.5002,2,0.01652705
6989,2678,825047.0795,2519622.7749,3,0.0165258
6991,2105,822154.7174,2518358.9631,1,0.0165242
6990,2083,822385.9564,2518187.0254,1,0.0165242
6992,2401,821401.8519,2518962.0881,3,0.01650738
6993,1093,821952.4994,2515818.5877,3,0.01650553
6994,16618,760258.8925,2551155.1532,2,0.01650368
6995,1936,820023.2511,2517909.2186,3,0.01650294
6996,1809,821566.591,2517538.9612,4,0.01650087
6997,2385,822095.0498,2518902.4355,3,0.01649583
6998,2335,821779.0713,2518809.8152,3,0.01649064
6999,1178,821457.2157,2516088.1594,3,0.01648223
7000,1230,824522.3038,2516231.9074,3,0.01648116
7001,2331,821771.4262,2518807.6246,3,0.0164768
7002,2613,824595.3004,2519484.5269,3,0.01646847
7003,1747,821410.276,2517276.3848,1,0.0164666
7004,1826,824538.061,2517550.7639,3,0.01646621
7005,3008,821139.586,2520226.882,3,0.01646585
7006,2353,822260.4529,2518834.6887,3,0.0164621
7007,2061,819873.6058,2518295.2692,3,0.01646065
7008,1730,824771.8424,2517253.0787,3,0.0164575
7010,2063,819717.921,2518298.3588,3,0.0164552
7009,2059,819684.3419,2518283.4739,3,0.0164552
7011,1365,820994.5056,2516377.012,3,0.01644905
7012,2438,821652.5652,2519093.5851,3,0.01644884
7013,2842,821155.0802,2519958.8342,4,0.01644481
7014,2801,821170.0193,2519754.5094,1,0.0164441
7016,2692,817348.0826,2519575.8826,1,0.01644139
7015,2689,817245.9293,2519635.232,1,0.01644139
7017,2532,824221.5415,2519263.733,1,0.01643895
7018,2535,821552.0919,2519329.5147,3,0.01643574
7019,14288,761855.1937,2546500.6736,3,0.0164344
7020,2379,822167.8382,2518860.8187,1,0.01643242
7021,1750,821277.738,2517280.8802,3,0.01643158
7022,1920,825748.1514,2516906.316,2,0.01642805
7023,2340,822387.4836,2518812.4707,3,0.01642661
7024,2586,821235.53,2519420.0811,1,0.0164252
7025,2658,821413.2309,2519569.666,1,0.01642333
7026,2770,821513.095,2519820.2765,1,0.01642333
7027,21927,761318.3972,2555204.5188,1,0.01642164
7028,2384,822437.0235,2518884.3407,1,0.01642143
7029,2577,824396.8584,2519415.6116,3,0.01642044
7030,9456,763523.953,2538088.9274,3,0.01641664
7031,9804,763438.7371,2538918.2408,1,0.0164165
7032,1922,825735.6696,2517862.5281,3,0.01641041
7033,1807,821225.9685,2517532.7629,3,0.01640749
7034,1765,821002.4815,2517354.7134,1,0.01640296
7035,2899,820920.2399,2520070.9878,4,0.01640201
7036,2783,820804.3856,2519827.9381,3,0.01640194
7037,2113,819288.9845,2518370.4192,3,0.01636118
7038,2096,819272.6046,2518316.031,1,0.01636104
7039,2230,826082.3166,2518590.5246,3,0.0163588
7040,2152,821795.3095,2518450.6534,3,0.01634519
7041,2563,825576.383,2519392.3032,3,0.01633786
