排名,节点ID,X坐标,Y坐标,度数,接近中心性
4722,29518,275158.4115,4038191.5722,3,0.01835807
4723,21690,245181.2294,4017304.7841,3,0.01835738
4724,21769,245071.7532,4017392.485,4,0.01835728
4725,28489,276302.1919,4034667.9582,3,0.0183571
4726,25658,274108.1062,4031449.3492,4,0.01835687
4727,18797,244694.334,4011838.488,4,0.0183556
4728,28481,272111.8053,4034643.9994,2,0.01835519
4729,26225,269595.9939,4031921.491,4,0.01835445
4730,29343,275812.1752,4037706.7044,3,0.0183543
4731,27338,294567.5981,4033161.016,4,0.01835364
4732,27277,294655.5336,4033106.0082,3,0.01835348
4733,24565,290992.9045,4027638.9616,2,0.01835346
4734,34307,253285.435,4079348.3201,3,0.01835328
4735,18822,241283.1891,4011949.8549,2,0.01835318
4736,33015,227086.6477,4057237.3801,1,0.01835303
4737,25541,274179.433,4031335.1032,4,0.01835224
4738,37013,265891.1303,4002739.3832,3,0.01835219
4739,25545,274251.1934,4031165.1543,1,0.01835005
4740,18821,241326.9233,4011964.926,3,0.01834895
4741,20169,250130.8157,4015401.8914,4,0.01834745
4742,37045,265977.7297,4002768.7951,4,0.01834669
4743,26495,268296.7705,4032146.0936,1,0.01834595
4744,20063,250077.4244,4015086.6426,3,0.01834567
4745,27829,268858.6487,4033794.1668,3,0.01834527
4746,27789,269001.0774,4033755.1622,1,0.01834501
4747,16350,267362.1291,4001809.0314,4,0.01834443
4748,28264,275963.8071,4034385.2617,4,0.01834374
4749,32936,240439.1622,4055536.1034,2,0.0183429
4750,28450,277140.729,4034420.9777,3,0.01834277
4751,18058,279705.637,4007022.6226,1,0.01834138
4752,33727,224442.5023,4073082.6084,4,0.01834041
4753,27402,275319.2658,4033227.3598,3,0.01834028
4754,36983,268112.182,4002574.4162,4,0.01833881
4755,24618,290840.512,4027881.2414,3,0.01833759
4756,24630,290883.2998,4027955.2758,3,0.01833693
4757,24660,290844.489,4028151.153,1,0.01833683
4758,21368,254900.9741,4016904.986,4,0.01833662
4759,21468,255104.2451,4017037.2324,3,0.01833558
4760,20332,250640.7537,4015637.6213,3,0.01833525
4761,33745,226702.7653,4073138.7053,4,0.01833487
4762,26137,269589.1586,4031815.1469,1,0.01833307
4763,30168,276759.7276,4039307.5898,3,0.01833292
4764,28645,272786.754,4035198.2209,4,0.01833111
4765,25738,274328.388,4031541.407,1,0.01833053
4766,28592,273723.4792,4034919.4163,2,0.01833048
4767,34284,253375.847,4079218.7163,4,0.01832898
4768,17732,230031.0231,4006395.8293,4,0.01832794
4769,16190,219220.2174,4001356.9918,2,0.01832779
4770,36943,266172.7641,4002314.0605,3,0.01832626
4771,28502,275990.9024,4034689.5325,3,0.01832586
4772,34361,254951.5336,4080245.5997,3,0.01832507
4773,29189,274573.7063,4037345.5788,1,0.01832302
4774,33182,203129.9008,4059481.8326,3,0.01832134
4775,26379,269736.3957,4032046.8521,3,0.01832114
4776,18017,227645.0581,4006833.3475,3,0.01832068
4777,26497,269689.9964,4032168.3482,4,0.01832033
4778,34354,254930.6033,4080210.3524,3,0.01831749
4779,34355,254733.0864,4080238.9169,3,0.01831718
4780,28256,271272.7505,4034366.8838,3,0.01831678
4781,15758,279429.0008,4000393.1861,3,0.01831604
4782,37123,265934.8214,4002823.5182,2,0.01831586
4783,32916,240657.016,4055361.9175,2,0.01831536
4784,17119,269687.4433,4004729.5966,2,0.01831518
4785,26566,269475.5941,4032224.2132,2,0.01831254
4786,26195,269821.0918,4031885.098,4,0.01831222
4787,21752,245447.68,4017367.3323,3,0.01831171
4789,34292,253546.5312,4079226.5817,1,0.01831168
4788,34290,253472.3351,4079015.1389,1,0.01831168
4790,27243,270108.4768,4032993.9891,1,0.01831163
4791,21781,245441.7595,4017414.8376,3,0.01831151
4792,30595,276595.3292,4040576.9856,3,0.0183112
4793,16602,268070.2167,4002653.8729,3,0.01830983
4794,22023,245506.3532,4017628.8055,1,0.01830971
4795,21660,245448.4167,4017288.0613,1,0.01830966
4796,28905,273995.9167,4036005.539,1,0.01830631
4797,17482,268516.897,4005469.0635,1,0.01830609
4798,15658,230340.778,4000105.5012,3,0.01830495
4799,16989,227771.5229,4004052.3358,2,0.01830441
4800,16870,277257.2751,4004189.3123,3,0.01830365
4801,26355,269850.6666,4032028.1666,4,0.01830244
4802,28449,277549.3468,4034597.0444,2,0.01830236
4803,34265,279031.9753,4078933.6804,3,0.01829854
4804,34515,276325.2657,4081874.1063,4,0.01829819
4805,16612,268164.3181,4002652.4963,4,0.01829801
4806,16310,267179.2987,4001742.3399,4,0.01829369
4807,18074,215471.9191,4007238.2594,2,0.01829366
4808,26107,269636.4203,4031807.5817,4,0.01829328
4809,33498,227567.9171,4067130.4906,3,0.0182927
4810,16374,267444.1773,4001848.1041,2,0.01829035
4811,27386,270672.3548,4033207.6469,2,0.01829025
4812,34293,280425.8891,4079245.3257,2,0.01829005
4813,28396,273578.0947,4034320.6154,1,0.01828994
4814,36782,268397.5406,4000883.4624,2,0.01828946
4815,20405,250508.5954,4015703.0437,1,0.01828926
4816,17500,274609.7869,4005490.8935,2,0.01828858
4817,26295,269661.8478,4031958.2551,3,0.0182884
4818,20198,289065.2964,4015463.3102,3,0.0182883
4819,27192,272490.3585,4032946.3903,3,0.018288
4821,25566,273849.1735,4031341.2859,1,0.01828711
4820,25559,273955.234,4031337.3155,1,0.01828711
4822,29184,278068.1141,4037339.8605,3,0.01828671
4823,34427,277098.5598,4080667.9262,4,0.01828565
4824,16114,266408.009,4000693.5834,1,0.01828337
4825,34182,281104.9671,4077615.7715,1,0.01828292
4826,23181,225629.9828,4020458.4011,2,0.01828196
4827,32877,223822.2337,4055054.3707,2,0.01828037
4828,32515,223351.7868,4047524.533,2,0.01828022
4829,25653,274180.808,4031448.6617,4,0.01827976
4830,30825,277734.1558,4041241.2937,1,0.01827966
4831,33433,228102.4082,4066212.7179,3,0.01827835
4832,15948,273258.2537,4000820.6655,4,0.01827812
4833,28486,271825.5548,4034667.3622,4,0.01827676
4834,34430,278129.222,4080668.2752,4,0.01827671
4835,18020,227696.5444,4006836.7387,3,0.01827651
4836,26219,269654.3353,4031912.4093,4,0.01827476
4837,34442,269696.6139,4080759.8022,3,0.01827441
4838,16267,275351.4163,4001681.2186,4,0.0182733
4839,34379,269120.8099,4080082.2721,3,0.01827244
4840,34388,269494.1738,4080458.1784,2,0.01827133
4841,28407,271178.7876,4034189.9523,1,0.01827093
4842,36960,265692.0396,4002369.2105,3,0.0182705
4843,21854,245931.4369,4017451.4652,4,0.01826979
4844,36977,268071.8018,4002518.1968,2,0.01826932
4845,21973,245861.833,4017549.6847,1,0.01826914
4846,36792,268395.5038,4000898.7163,2,0.01826869
4847,21682,246030.8812,4017302.7329,4,0.01826851
4848,29451,278310.9901,4038010.0203,3,0.01826843
4849,31476,293504.3921,4043388.0904,3,0.01826813
4850,21604,246091.6584,4017230.4044,1,0.01826727
4851,29298,277880.8337,4037578.4435,3,0.018267
4852,17718,228967.2487,4006330.3147,4,0.01826672
4853,29927,276013.5734,4038940.086,3,0.01826601
4854,29123,278248.7819,4036955.8072,1,0.01826553
4855,27863,276219.9035,4033840.3856,2,0.01826546
