排名,节点ID,X坐标,Y坐标,度数,接近中心性
2073,3704,659603.6163,2745085.9051,4,0.027368
2074,3504,659645.2286,2743854.6022,4,0.02736582
2075,5707,654372.379,2753137.454,2,0.02735872
2076,2738,666334.1894,2740036.8105,4,0.02735451
2077,7383,660139.2761,2756152.0757,4,0.02734944
2078,7582,664439.7897,2756284.5357,1,0.02734452
2079,14106,669039.8721,2754479.3862,4,0.02734437
2080,2506,654865.5208,2739240.4257,3,0.02734176
2081,3033,664553.1253,2741317.4218,2,0.02734176
2082,2374,662927.5599,2738594.7391,4,0.02734104
2083,971,643372.6555,2732939.0472,4,0.02733945
2084,4201,660940.6703,2746934.7297,1,0.02733872
2085,7617,661257.6658,2756521.8546,3,0.02733699
2086,7613,661281.9503,2756520.157,3,0.02733641
2087,3338,659031.4052,2743176.5864,3,0.02733322
2088,6941,661223.1786,2755307.5054,4,0.02733076
2089,7164,661103.06,2755719.912,3,0.02733033
2090,8234,667619.0359,2757882.7944,3,0.0273299
2091,8879,668593.0069,2760489.2065,4,0.02732744
2092,6939,667001.6118,2755302.9809,3,0.02732093
2093,11683,644356.0829,2778177.8195,3,0.0273111
2094,8153,660288.7552,2757604.8187,3,0.02731096
2095,5205,654019.4872,2752092.0063,3,0.02730662
2096,9444,638814.4499,2762246.4249,2,0.02730532
2097,3515,658825.6791,2743933.9943,4,0.0273046
2098,5010,654339.3779,2751650.0233,3,0.02730417
2099,8109,660282.6753,2757567.5511,3,0.027302
2100,9729,667783.4167,2763116.5015,2,0.02730042
2101,7721,660282.6012,2756691.4474,3,0.02729753
2102,6588,662794.606,2754751.1126,1,0.02729623
2103,2637,654549.4182,2739423.7281,3,0.02729291
2104,7589,661149.9206,2756502.0024,3,0.027287
2105,2669,654650.1712,2739545.1995,2,0.02728354
2106,11762,647874.1024,2779029.2954,1,0.02728224
2107,14225,666875.8122,2755501.9117,5,0.02728166
2108,2807,664752.2386,2740452.3255,3,0.02728152
