u,v,euclid_dist,source
9561,14501,2473.1,vaccine
6607,7268,4905.2,vaccine
6652,13235,4916.5,vaccine
10778,11237,819.5,vaccine
21260,21354,446.9,vaccine
12215,13171,1686.6,vaccine
5650,7229,4724.5,vaccine
8965,12350,3694.3,vaccine
16383,17805,2621.3,vaccine
9576,11199,1557.6,vaccine
7034,7489,4771.2,vaccine
8861,15472,4974.4,vaccine
15010,19372,3136.6,vaccine
12997,13286,1236.0,vaccine
9816,11334,2932.2,vaccine
19407,21421,3531.0,vaccine
12173,13241,2817.3,vaccine
8891,12411,4319.9,vaccine
15536,18086,1859.9,vaccine
12395,16146,3018.1,vaccine
6709,13414,4980.0,vaccine
7844,15520,4080.7,vaccine
7021,12350,3633.2,vaccine
14102,19429,3282.8,vaccine
10856,11522,1967.1,vaccine
11035,18487,3752.0,vaccine
12281,13337,2788.8,vaccine
7271,9423,2751.6,vaccine
8002,9443,1259.3,vaccine
9063,11448,4160.8,vaccine
16648,18425,2858.0,vaccine
7229,12460,3528.4,vaccine
15070,19659,3212.7,vaccine
12350,16279,2504.7,vaccine
9920,11690,4141.9,vaccine
14539,15356,1223.2,vaccine
7230,9513,2835.9,vaccine
15701,18487,4324.6,vaccine
9063,18487,4669.6,vaccine
12468,16444,4772.9,vaccine
13171,15314,4785.5,vaccine
11078,11970,1545.0,vaccine
10022,14828,2234.4,vaccine
11142,18849,4118.6,vaccine
9386,14819,3365.6,vaccine
11120,16341,2767.1,vaccine
11690,16349,4648.9,vaccine
7561,15472,4292.4,vaccine
8184,9669,2019.2,vaccine
16916,18795,2093.1,vaccine
8097,8359,4841.3,vaccine
9827,11870,4462.1,vaccine
15562,18718,2828.1,vaccine
11978,16673,2612.1,vaccine
10232,18890,4520.2,vaccine
7301,9765,2211.2,vaccine
9227,18849,4960.6,vaccine
16674,18853,4417.9,vaccine
12664,17286,2525.7,vaccine
11990,13385,3457.7,vaccine
13262,15476,2911.3,vaccine
11155,16743,4832.7,vaccine
6913,12465,4679.6,vaccine
8346,9943,3383.7,vaccine
9397,18971,4864.8,vaccine
6796,9827,3639.2,vaccine
7239,9862,2448.3,vaccine
14571,15665,2589.0,vaccine
12099,17440,3330.3,vaccine
11167,13439,1860.7,vaccine
9492,28355,1882.7,vaccine
9415,14999,2479.9,vaccine
7475,10022,3862.5,vaccine
6459,6836,3359.1,vaccine
13526,19878,3636.8,vaccine
12122,13733,1518.1,vaccine
5544,7723,4469.8,vaccine
9642,28579,473.4,vaccine
10359,15078,3969.7,vaccine
9423,11881,2388.4,vaccine
8621,11870,1674.4,vaccine
10336,13568,2895.0,vaccine
15383,28490,3841.5,vaccine
8607,28490,2264.2,vaccine
16025,28535,3719.6,vaccine
8471,15048,4210.0,vaccine
16279,28754,1626.9,vaccine
7692,11970,2850.2,vaccine
9513,15106,4946.8,vaccine
15387,18853,4849.5,vaccine
8495,11978,2429.7,vaccine
9547,28754,2566.3,vaccine
15342,28589,4494.3,vaccine
10653,16916,3777.4,vaccine
8819,12146,1494.6,vaccine
9516,12152,1968.3,vaccine
16266,16674,3816.8,vaccine
9493,10929,4670.4,vaccine
13030,15665,1369.9,vaccine
6588,9862,4611.5,vaccine
7627,13057,3229.1,vaccine
7601,12084,2798.9,vaccine
8640,15182,3526.9,vaccine
12851,12956,1326.0,vaccine
6494,7015,2350.1,vaccine
9704,12215,4652.5,vaccine
10450,11142,3315.0,vaccine
15484,19155,2646.9,vaccine
16146,16926,2676.9,vaccine
6640,13086,4794.4,vaccine
6979,13130,4068.9,vaccine
12956,15762,2661.9,vaccine
5922,9943,4895.7,vaccine
10817,17729,3607.0,vaccine
12755,13057,2000.1,vaccine
7834,9037,2072.8,vaccine
7887,15050,4103.8,vaccine
9623,12266,1055.9,vaccine
9669,17458,3975.4,vaccine
9561,11155,2275.9,vaccine
13133,15913,1511.0,vaccine
6652,10232,3529.4,vaccine
20920,21235,1308.4,vaccine
15007,19211,3237.7,vaccine
13804,15007,2107.6,vaccine
7723,12215,2715.9,vaccine
5272,5803,3712.8,vaccine
11612,15842,3696.7,vaccine
12265,15855,3255.2,vaccine
8201,15106,3349.3,vaccine
8965,9240,1384.8,vaccine
9900,18016,4066.3,vaccine
10622,11221,2573.2,vaccine
14255,15078,1482.9,vaccine
7189,15078,4629.8,vaccine
15544,19407,2535.4,vaccine
15010,15085,4302.5,vaccine
8861,12322,1520.7,vaccine
16287,17744,2984.1,vaccine
7732,9189,3798.8,vaccine
28359,28555,3467.7,vaccine
14953,19313,3285.4,vaccine
9906,14039,2416.3,vaccine
11515,18411,3564.6,vaccine
11472,15913,3668.1,vaccine
8082,15190,3512.2,vaccine
16515,18222,2102.6,vaccine
6035,7021,2415.1,vaccine
6709,10474,3487.7,vaccine
13272,28754,1889.1,vaccine
7844,12370,2795.5,vaccine
14102,15113,2022.4,vaccine
7021,9240,2638.1,vaccine
14255,28859,4796.2,vaccine
11870,18670,3621.3,vaccine
11035,14493,1620.0,vaccine
9109,9492,3233.0,vaccine
10835,18477,3876.5,vaccine
9194,14251,3296.7,vaccine
7229,9397,4811.0,vaccine
7851,9415,1338.8,vaccine
16413,18411,1311.5,vaccine
13181,16319,3874.5,vaccine
14739,19235,3205.8,vaccine
7271,12247,4629.6,vaccine
8180,9528,999.1,vaccine
8294,15380,4346.8,vaccine
9915,18670,4525.2,vaccine
9063,14493,2382.3,vaccine
14325,15331,934.1,vaccine
11142,14847,2049.8,vaccine
10022,11225,4817.8,vaccine
9386,11221,1007.8,vaccine
11120,13130,951.2,vaccine
12411,16413,2430.9,vaccine
19659,21349,4068.2,vaccine
11690,13133,4153.4,vaccine
9357,15501,3052.7,vaccine
9305,14802,2742.5,vaccine
9920,14807,2548.7,vaccine
13385,19313,3424.7,vaccine
7285,9623,4627.4,vaccine
8180,15441,4819.3,vaccine
14125,15383,3105.3,vaccine
15968,18251,1942.1,vaccine
