u,v,euclid_dist,source
6115,6443,1433.7,vaccine
6224,11126,3674.3,vaccine
7770,7914,4018.9,vaccine
6218,7548,1941.6,vaccine
3998,5003,4196.6,vaccine
6719,7380,1810.6,vaccine
7803,9865,2329.8,vaccine
7165,7385,1319.6,vaccine
8693,9632,3508.3,vaccine
6643,12133,4641.4,vaccine
6240,7874,1659.7,vaccine
7507,33711,2061.3,vaccine
6115,12011,4383.7,vaccine
6600,7110,4409.0,vaccine
7110,7126,4472.7,vaccine
7268,7451,1971.1,vaccine
18321,18416,3998.4,vaccine
8585,8809,2345.2,vaccine
10285,33645,3556.3,vaccine
5003,33645,3179.3,vaccine
4398,7591,4855.7,vaccine
6344,7986,2752.3,vaccine
4780,6372,2846.0,vaccine
7213,9887,2159.4,vaccine
6610,7428,3349.6,vaccine
7466,9900,3807.2,vaccine
7921,11128,4378.4,vaccine
19043,20286,4895.9,vaccine
4556,7914,4960.9,vaccine
6349,8758,4212.1,vaccine
4467,5686,2707.4,vaccine
7217,7501,3847.0,vaccine
7633,7874,607.7,vaccine
7862,8876,1889.5,vaccine
10229,33723,4726.9,vaccine
6314,8148,1975.7,vaccine
10272,10626,2171.2,vaccine
6842,8876,1295.5,vaccine
7171,9966,1969.1,vaccine
16080,17819,4895.9,vaccine
7595,12011,4696.0,vaccine
7243,7832,2398.7,vaccine
18916,20404,1861.6,vaccine
5460,8805,3606.5,vaccine
6335,8809,2708.8,vaccine
9707,9900,4870.9,vaccine
5620,11128,4367.1,vaccine
7600,7921,2184.0,vaccine
6385,8972,2156.4,vaccine
6787,8988,1509.7,vaccine
17390,18323,2824.5,vaccine
7277,7626,1878.8,vaccine
8847,9966,1279.1,vaccine
9666,9968,1995.2,vaccine
10343,12034,2540.2,vaccine
6923,9298,4752.6,vaccine
6393,7126,2794.5,vaccine
6663,7595,2969.0,vaccine
6942,9900,4688.1,vaccine
5633,6603,4373.6,vaccine
6832,7649,1245.3,vaccine
6372,9865,3492.1,vaccine
8774,10018,2704.4,vaccine
6424,9391,2193.7,vaccine
6853,9403,4977.4,vaccine
7337,8876,2525.1,vaccine
3837,8148,4180.1,vaccine
6428,9966,2554.0,vaccine
6878,9968,1786.0,vaccine
7707,8458,2836.8,vaccine
6427,7254,2723.6,vaccine
18157,18507,2155.0,vaccine
7310,8318,2564.9,vaccine
3436,7686,4197.2,vaccine
6398,9460,4608.1,vaccine
7061,10108,3382.7,vaccine
6432,7553,1484.9,vaccine
3590,8214,4437.3,vaccine
7066,12189,4681.0,vaccine
7740,33723,1449.1,vaccine
3160,6772,3919.5,vaccine
5809,7284,3327.4,vaccine
6555,7626,2697.9,vaccine
17675,18532,1290.4,vaccine
7404,9298,1447.7,vaccine
7693,9300,4708.7,vaccine
18553,19993,3225.8,vaccine
5848,7595,4660.7,vaccine
6971,10206,3137.9,vaccine
17696,19878,3710.8,vaccine
6453,7320,2783.5,vaccine
6445,6603,4497.7,vaccine
7771,9460,4418.1,vaccine
8404,9505,534.8,vaccine
7110,10290,2149.1,vaccine
6470,7655,2718.1,vaccine
17627,18584,1268.9,vaccine
18231,20044,1985.2,vaccine
7371,9403,2402.0,vaccine
7796,10018,2868.9,vaccine
1630,2074,1629.4,vaccine
18650,20136,3178.2,vaccine
7108,7254,2013.1,vaccine
7747,9611,3143.6,vaccine
8594,10206,4774.3,vaccine
7143,8325,4405.9,vaccine
18170,20083,3927.7,vaccine
17802,20080,3978.2,vaccine
7457,10108,1605.8,vaccine
7763,10147,1581.4,vaccine
6170,9505,4896.3,vaccine
8505,8529,3864.4,vaccine
6087,6144,2798.7,vaccine
18285,20231,2991.8,vaccine
7428,9666,3670.4,vaccine
7867,10248,3814.5,vaccine
8533,10252,1176.6,vaccine
6580,8482,3066.7,vaccine
3990,4556,4504.8,vaccine
7162,7320,3870.7,vaccine
6224,7803,3800.1,vaccine
7537,10290,3479.9,vaccine
7819,10293,1286.2,vaccine
5003,9707,4322.7,vaccine
6255,8529,3916.7,vaccine
5315,10248,4219.6,vaccine
6240,6340,3969.3,vaccine
7914,10713,3682.9,vaccine
6115,7867,2020.3,vaccine
6678,8656,1393.1,vaccine
7288,9611,4339.9,vaccine
4398,5562,4066.9,vaccine
6344,6385,4976.6,vaccine
6368,10476,4185.3,vaccine
6719,9505,2975.4,vaccine
4602,33613,4127.7,vaccine
9548,9714,680.8,vaccine
6302,7966,1517.7,vaccine
4556,6358,3101.8,vaccine
10252,10293,1829.8,vaccine
6349,6842,827.1,vaccine
7254,8803,2698.3,vaccine
7966,8533,2225.1,vaccine
7641,33572,2754.9,vaccine
7268,9670,4775.5,vaccine
6842,6971,574.7,vaccine
7171,7471,1871.4,vaccine
7595,7867,2324.2,vaccine
9714,10476,4578.3,vaccine
17439,19179,2092.5,vaccine
6772,8850,1316.9,vaccine
6335,6904,783.6,vaccine
7313,9778,4268.5,vaccine
18046,18247,1649.8,vaccine
18475,18730,4109.0,vaccine
7602,8594,2565.2,vaccine
6401,11856,3802.7,vaccine
6800,9714,4955.0,vaccine
17477,20373,4810.9,vaccine
1434,2795,4946.0,vaccine
5435,11035,4371.8,vaccine
6385,7061,4918.3,vaccine
6787,7064,962.9,vaccine
7553,7902,2304.0,vaccine
7676,8724,1986.6,vaccine
8137,8730,2641.5,vaccine
3185,7537,4579.2,vaccine
5390,7542,3119.3,vaccine
3590,33572,4099.1,vaccine
9095,9670,2201.1,vaccine
