u,v,euclid_dist,source
4774,5212,2618.8,vaccine
1184,3301,4725.9,vaccine
2878,3223,1156.2,vaccine
17952,19787,4649.8,vaccine
1747,3148,3301.6,vaccine
18392,18533,4926.3,vaccine
11482,12749,4962.5,vaccine
1922,3301,3645.8,vaccine
2818,3308,1394.3,vaccine
4080,6018,4979.9,vaccine
16284,17177,2657.7,vaccine
7954,9674,3948.4,vaccine
3030,3655,2843.3,vaccine
470,667,2109.9,vaccine
13353,14428,1968.5,vaccine
645,922,2669.6,vaccine
4762,6309,4956.8,vaccine
404,1135,4741.1,vaccine
4851,5574,1883.4,vaccine
4434,6112,4430.5,vaccine
598,973,3121.4,vaccine
1837,2078,4419.2,vaccine
12454,12749,1490.4,vaccine
328,1257,4788.1,vaccine
4392,5645,3447.3,vaccine
842,1135,1634.5,vaccine
3603,3723,1113.9,vaccine
9721,11652,4670.6,vaccine
5236,5574,3628.1,vaccine
5138,6640,4793.7,vaccine
9656,10886,4317.4,vaccine
4070,4865,4607.2,vaccine
5024,6357,4996.2,vaccine
4051,4202,4193.4,vaccine
664,1257,3400.1,vaccine
1923,2467,2868.1,vaccine
4388,4823,4648.1,vaccine
12686,13239,4580.6,vaccine
941,2557,4921.2,vaccine
1890,2559,2582.9,vaccine
4311,4865,2914.4,vaccine
14396,15529,2606.1,vaccine
10700,11696,4210.4,vaccine
2061,2818,2541.3,vaccine
3860,4421,2594.7,vaccine
8171,8508,4355.0,vaccine
2081,3723,3286.2,vaccine
16861,17990,3655.3,vaccine
18654,18826,2831.8,vaccine
1730,2557,2272.7,vaccine
3603,5184,4940.2,vaccine
1936,2909,2544.2,vaccine
4395,5142,2377.5,vaccine
1280,1809,3733.0,vaccine
2040,3798,4262.0,vaccine
2785,2818,2942.1,vaccine
11889,13305,2795.6,vaccine
17718,19052,2997.5,vaccine
1325,2758,4926.7,vaccine
2814,3723,4071.0,vaccine
4818,6425,4386.2,vaccine
18273,19384,4088.5,vaccine
8321,9249,2571.8,vaccine
3089,3959,2901.8,vaccine
4000,5184,3943.5,vaccine
13364,13575,712.0,vaccine
