rank,u,v,source,cost_m,vaccine_score
1011,8865,11989,vaccine,3556.3,5.0
1012,6465,12878,vaccine,3299.5,5.0
1013,7191,12251,vaccine,2710.8,5.0
1014,5083,10939,vaccine,3482.9,5.0
1015,7191,9928,vaccine,1958.4,5.0
1016,7191,15027,vaccine,4828.8,5.0
1017,5446,6412,vaccine,1277.2,5.0
1018,6855,8316,vaccine,728.7,5.0
1019,7191,7362,vaccine,2739.2,5.0
1020,11039,12904,vaccine,2408.4,5.0
1021,6412,12375,vaccine,2810.3,5.0
1022,7132,10286,vaccine,2867.7,5.0
1023,7028,9930,vaccine,1662.9,5.0
1024,6186,10193,vaccine,3100.3,5.0
1025,7016,9815,vaccine,1641.3,5.0
1026,7096,14643,vaccine,4325.6,5.0
1027,6186,7509,vaccine,3103.2,5.0
1028,8508,13935,vaccine,4702.0,5.0
1029,9718,13048,vaccine,4904.3,5.0
1030,7096,11777,vaccine,2253.1,5.0
1031,5099,8144,vaccine,1782.9,5.0
1032,5058,8316,vaccine,3871.5,5.0
1033,9464,13356,vaccine,3434.5,5.0
1034,7484,11455,vaccine,3853.7,5.0
1035,6994,12361,vaccine,2709.0,5.0
1036,10933,12348,vaccine,3285.2,5.0
1037,12058,36581,vaccine,3259.0,5.0
1038,7132,15027,vaccine,4838.4,5.0
1039,8652,10939,vaccine,2529.3,5.0
1040,8670,11399,vaccine,3324.3,5.0
1041,7132,9617,vaccine,1950.3,5.0
1042,4977,10485,vaccine,3097.3,5.0
1043,6299,7016,vaccine,3881.4,5.0
1044,11813,12904,vaccine,3016.5,5.0
1045,5547,12058,vaccine,3948.3,5.0
1046,7506,10933,vaccine,3135.5,5.0
1047,7096,13013,vaccine,3621.9,5.0
1048,10742,13356,vaccine,2340.5,5.0
1049,5463,7016,vaccine,3474.2,5.0
1050,10933,13694,vaccine,2272.9,5.0
1051,12396,12904,vaccine,1236.6,5.0
1052,5083,14188,vaccine,4917.6,5.0
1053,5058,7212,vaccine,3440.4,5.0
1054,6696,10933,vaccine,4222.9,5.0
1055,10571,11455,vaccine,3404.8,5.0
1056,5039,7132,vaccine,1847.5,5.0
1057,5009,7191,vaccine,2480.4,5.0
1058,12910,14853,vaccine,2125.7,5.0
1059,7028,12910,vaccine,3531.4,5.0
1060,6412,10807,vaccine,3722.0,5.0
1061,7132,10891,vaccine,4852.9,5.0
1062,8670,10431,vaccine,4893.2,5.0
1063,6616,13048,vaccine,3803.0,5.0
1064,10586,13343,vaccine,4359.4,5.0
1065,8750,11666,vaccine,2238.7,5.0
1066,5099,10939,vaccine,3484.2,5.0
1067,8973,12058,vaccine,3676.8,5.0
1068,6186,8234,vaccine,4220.6,5.0
1069,4978,11455,vaccine,3476.4,5.0
1070,5083,8758,vaccine,1988.4,5.0
1071,8652,14188,vaccine,3275.7,5.0
1072,9262,13048,vaccine,2367.5,5.0
1073,7191,11852,vaccine,4684.7,5.0
1074,7028,9815,vaccine,1549.9,5.0
1075,8368,9179,vaccine,2289.9,5.0
1076,4948,8508,vaccine,4107.8,5.0
1077,6412,7406,vaccine,4373.9,5.0
1078,11989,13604,vaccine,4274.6,5.0
1079,8316,12904,vaccine,3507.3,5.0
1080,5058,10571,vaccine,3340.9,5.0
1081,5463,12361,vaccine,3948.7,5.0
1082,7096,11666,vaccine,3586.5,5.0
1083,5058,8125,vaccine,1785.3,5.0
1084,8508,13321,vaccine,3304.5,5.0
1085,6451,12058,vaccine,2589.7,5.0
1086,9352,10586,vaccine,4607.3,5.0
1087,6696,7028,vaccine,1500.9,5.0
1088,5028,10677,vaccine,3242.7,5.0
1089,8368,10723,vaccine,4474.2,5.0
1090,6855,11669,vaccine,4572.8,5.0
1091,5729,7191,vaccine,4590.1,5.0
1092,7191,10827,vaccine,2745.5,5.0
1093,5028,8368,vaccine,3597.4,5.0
1094,7132,11533,vaccine,4416.4,5.0
1095,4977,12396,vaccine,4045.6,5.0
1096,5555,12058,vaccine,4063.5,5.0
1097,7305,12854,vaccine,3466.3,5.0
1098,19635,21631,vaccine,3609.8,5.0
1099,7509,10933,vaccine,2080.1,5.0
1100,4977,7506,vaccine,2275.0,5.0
1101,11666,13356,vaccine,3717.7,5.0
1102,8565,13048,vaccine,4624.0,5.0
1103,7016,12999,vaccine,3523.2,5.0
1104,5099,14188,vaccine,4912.4,5.0
1105,8865,12361,vaccine,3432.4,5.0
1106,8508,10528,vaccine,2435.6,5.0
1107,6565,8511,vaccine,1025.3,5.0
1108,7132,10827,vaccine,2757.0,5.0
1109,7191,12350,vaccine,4808.2,5.0
1110,6855,10723,vaccine,2670.0,5.0
1111,26004,26453,vaccine,2970.0,5.0
1112,7132,12829,vaccine,2985.9,5.0
1113,6855,8565,vaccine,873.1,5.0
1114,6412,10466,vaccine,3736.0,5.0
1115,7132,10627,vaccine,4572.0,5.0
1116,8990,12058,vaccine,2427.8,5.0
1117,11989,14841,vaccine,4399.5,5.0
1118,8511,13694,vaccine,4956.1,5.0
1119,8750,11543,vaccine,1743.4,5.0
1120,4977,6565,vaccine,3008.1,5.0
1121,9047,15079,vaccine,4102.9,5.0
1122,5463,8652,vaccine,1455.4,5.0
1123,5099,8758,vaccine,1980.4,5.0
1124,7191,14575,vaccine,4655.3,5.0
1125,6982,7132,vaccine,4248.8,5.0
1126,7191,11744,vaccine,3983.0,5.0
1127,5083,10586,vaccine,2978.2,5.0
1128,5570,12854,vaccine,4538.8,5.0
1129,7132,12350,vaccine,4819.0,5.0
1130,7132,10054,vaccine,3520.8,5.0
1131,4977,12814,vaccine,4646.6,5.0
1132,8511,10742,vaccine,4213.8,5.0
1133,5058,12433,vaccine,3636.7,5.0
1134,7147,13356,vaccine,3486.5,5.0
1135,8125,12854,vaccine,2584.2,5.0
1136,7484,13048,vaccine,3922.3,5.0
1137,9352,10485,vaccine,4938.7,5.0
1138,7132,13697,vaccine,3713.5,5.0
1139,6465,11553,vaccine,3434.2,5.0
1140,7191,10745,vaccine,3533.9,5.0
1141,8652,10586,vaccine,1924.9,5.0
1142,4977,12348,vaccine,4256.8,5.0
1143,6652,12904,vaccine,4853.2,5.0
1144,6204,10933,vaccine,3129.6,5.0
1145,12058,12834,vaccine,2923.2,5.0
1146,7028,12999,vaccine,3582.4,5.0
1147,1056,2067,vaccine,4861.8,5.0
1148,6186,13172,vaccine,4063.0,5.0
1149,5058,14172,vaccine,4924.3,5.0
1150,4948,6855,vaccine,3131.0,5.0
1151,26040,26516,vaccine,438.1,5.0
1152,7096,8316,vaccine,4909.0,5.0
1153,10571,13048,vaccine,2963.0,5.0
1154,6974,10677,vaccine,3241.4,5.0
1155,6855,12878,vaccine,4996.4,5.0
1156,7191,12255,vaccine,4809.7,5.0
1157,6994,8750,vaccine,3361.0,5.0
1158,4977,13694,vaccine,4721.3,5.0
1159,5653,6186,vaccine,3658.8,5.0
1160,5068,8508,vaccine,3875.1,5.0
1161,7331,12058,vaccine,2244.3,5.0
1162,12058,15161,vaccine,3232.8,5.0
1163,4977,9252,vaccine,2356.1,5.0
1164,12457,15079,vaccine,2546.2,5.0
1165,12904,14188,vaccine,1740.0,5.0
1166,9047,14853,vaccine,4872.5,5.0
1167,5058,12878,vaccine,3983.5,5.0
1168,6186,10201,vaccine,4285.7,5.0
1169,5099,10586,vaccine,2978.7,5.0
1170,11785,12058,vaccine,2043.7,5.0
1171,9262,12904,vaccine,2924.4,5.0
1172,6465,12375,vaccine,2798.2,5.0
1173,4978,13048,vaccine,4326.4,5.0
1174,7096,7212,vaccine,4595.5,5.0
1175,5083,10485,vaccine,3144.2,5.0
1176,8670,11669,vaccine,3410.3,5.0
1177,7191,13592,vaccine,3679.6,5.0
1178,12300,13692,vaccine,2273.3,5.0
1179,12058,36582,vaccine,3351.5,5.0
1180,6465,7484,vaccine,3713.2,5.0
1181,6217,7132,vaccine,4614.2,5.0
1182,4977,12720,vaccine,4013.8,5.0
1183,5722,12058,vaccine,3180.0,5.0
1184,7191,9113,vaccine,2580.6,5.0
1185,7132,9628,vaccine,3414.9,5.0
1186,12361,13013,vaccine,1671.7,5.0
1187,10378,12058,vaccine,2575.7,5.0
1188,4948,12300,vaccine,3848.7,5.0
1189,11989,13006,vaccine,898.8,5.0
1190,5131,7191,vaccine,1644.2,5.0
1191,5058,7478,vaccine,4175.7,5.0
1192,7191,10699,vaccine,1961.1,5.0
1193,10813,11455,vaccine,834.1,5.0
1194,26217,26453,vaccine,992.3,5.0
1195,7132,9113,vaccine,2578.7,5.0
1196,7191,10413,vaccine,2260.3,5.0
1197,10723,13343,vaccine,3869.1,5.0
1198,12058,12776,vaccine,2115.0,5.0
1199,6204,8750,vaccine,3625.4,5.0
1200,6412,10813,vaccine,2229.5,5.0
1201,10677,13321,vaccine,4281.6,5.0
1202,9102,12058,vaccine,1568.2,5.0
1203,8565,12904,vaccine,3446.9,5.0
1204,5058,11509,vaccine,3322.8,5.0
1205,12999,15079,vaccine,3803.2,5.0
1206,8125,15079,vaccine,4425.6,5.0
1207,5069,7191,vaccine,1628.3,5.0
1208,8125,11989,vaccine,3394.3,5.0
1209,24555,26290,vaccine,4420.2,5.0
1210,8750,11669,vaccine,1506.8,5.0
1211,6855,12794,vaccine,4406.7,5.0
1212,24695,26231,vaccine,4276.9,5.0
1213,7191,12168,vaccine,3973.4,5.0
1214,16548,16981,vaccine,2076.3,5.0
1215,11117,12058,vaccine,4995.9,5.0
1216,7406,12300,vaccine,2563.1,5.0
1217,7132,10413,vaccine,2272.1,5.0
1218,12854,14870,vaccine,2374.7,5.0
1219,12058,15038,vaccine,3280.3,5.0
1220,4978,6465,vaccine,2115.3,5.0
1221,12457,14853,vaccine,2265.7,5.0
1222,8652,9414,vaccine,3650.5,5.0
1223,10677,12457,vaccine,2935.3,5.0
1224,4948,8511,vaccine,3868.4,5.0
1225,5058,12794,vaccine,3852.3,5.0
1226,10528,12854,vaccine,1517.2,5.0
1227,6186,10058,vaccine,3170.6,5.0
1228,5099,10485,vaccine,3145.5,5.0
1229,6565,11989,vaccine,2804.8,5.0
1230,9464,11455,vaccine,3274.8,5.0
1231,7919,11455,vaccine,4928.4,5.0
1232,11933,15079,vaccine,2806.6,5.0
1233,7096,11669,vaccine,2148.5,5.0
1234,7191,13410,vaccine,3823.7,5.0
1235,9352,12814,vaccine,2015.9,5.0
1236,5083,12396,vaccine,4070.5,5.0
1237,7191,11164,vaccine,2065.9,5.0
1238,5028,12904,vaccine,4117.1,5.0
1239,8368,12940,vaccine,4778.4,5.0
1240,5083,7506,vaccine,2057.5,5.0
1241,6855,7147,vaccine,4487.9,5.0
1242,12058,13216,vaccine,3401.6,5.0
1243,5136,7191,vaccine,2526.0,5.0
1244,4944,12058,vaccine,3929.3,5.0
1245,5068,6855,vaccine,3307.7,5.0
1246,8511,10362,vaccine,3017.4,5.0
1247,7016,11039,vaccine,1803.3,5.0
1248,8750,12433,vaccine,1999.9,5.0
1249,8750,10240,vaccine,4414.5,5.0
1250,6299,13343,vaccine,4097.2,5.0
1251,7147,10677,vaccine,3671.0,5.0
1252,7096,10723,vaccine,2936.7,5.0
1253,5547,7132,vaccine,2223.8,5.0
1254,5058,7147,vaccine,1627.8,5.0
1255,7147,8368,vaccine,1959.2,5.0
1256,7096,8565,vaccine,4974.5,5.0
1257,8652,12396,vaccine,2903.5,5.0
1258,7132,13069,vaccine,4840.7,5.0
1259,6465,10939,vaccine,4209.4,5.0
1260,7406,8511,vaccine,960.7,5.0
1261,9113,12058,vaccine,2351.4,5.0
1262,7478,12854,vaccine,3552.4,5.0
1263,9252,12300,vaccine,3191.2,5.0
1264,7132,10831,vaccine,1738.5,5.0
1265,7191,7762,vaccine,4129.1,5.0
1266,5083,6565,vaccine,3177.8,5.0
1267,9252,15079,vaccine,3921.7,5.0
1268,4978,7096,vaccine,2098.2,5.0
1269,9252,11989,vaccine,3066.9,5.0
1270,4977,6974,vaccine,4715.0,5.0
1271,8125,14853,vaccine,4319.6,5.0
1272,12361,14870,vaccine,3137.0,5.0
1273,7096,12433,vaccine,2489.0,5.0
1274,7016,12457,vaccine,4642.5,5.0
1275,8750,14172,vaccine,3215.9,5.0
1276,5058,9179,vaccine,2137.0,5.0
1277,8250,12058,vaccine,1812.3,5.0
1278,7096,10240,vaccine,3512.2,5.0
1279,9352,13694,vaccine,3787.0,5.0
1280,6465,10466,vaccine,3722.3,5.0
1281,5083,12814,vaccine,4465.2,5.0
1282,8923,11455,vaccine,2366.3,5.0
1283,7191,11755,vaccine,4408.0,5.0
1284,7096,7305,vaccine,2484.2,5.0
1285,4948,12854,vaccine,4469.4,5.0
1286,4978,6412,vaccine,2117.7,5.0
1287,7191,9469,vaccine,4960.7,5.0
1288,12904,13692,vaccine,1361.1,5.0
1289,5068,12300,vaccine,3858.4,5.0
1290,4977,8714,vaccine,4008.7,5.0
1291,7096,14172,vaccine,4095.8,5.0
1292,11933,14853,vaccine,2543.6,5.0
1293,11455,15833,vaccine,4942.9,5.0
1294,8750,12878,vaccine,2284.7,5.0
1295,5058,8022,vaccine,3620.6,5.0
1296,5099,12396,vaccine,4070.8,5.0
1297,12008,12058,vaccine,4584.4,5.0
1298,9352,12720,vaccine,4705.0,5.0
1299,9834,12058,vaccine,2448.4,5.0
1300,9414,12904,vaccine,3157.5,5.0
1301,5083,12348,vaccine,4069.1,5.0
1302,7191,11005,vaccine,4876.4,5.0
1303,7212,11455,vaccine,4858.2,5.0
1304,5099,7506,vaccine,2048.5,5.0
1305,6465,14188,vaccine,4383.9,5.0
1306,8022,13343,vaccine,3246.1,5.0
1307,8652,12814,vaccine,3099.3,5.0
1308,12058,13088,vaccine,2880.0,5.0
1309,7132,11480,vaccine,1998.0,5.0
1310,14643,14853,vaccine,1717.7,5.0
1311,7028,11039,vaccine,1799.4,5.0
1312,10528,15079,vaccine,3347.1,5.0
1313,14809,15079,vaccine,2317.3,5.0
1314,5058,11933,vaccine,3271.1,5.0
1315,10528,11989,vaccine,3154.5,5.0
1316,7096,12878,vaccine,2985.1,5.0
1317,5555,7132,vaccine,3336.1,5.0
1318,8125,12361,vaccine,3714.4,5.0
1319,8511,9930,vaccine,901.7,5.0
1320,5083,13694,vaccine,4615.6,5.0
1321,7191,12450,vaccine,2524.8,5.0
1322,10466,13356,vaccine,4158.0,5.0
1323,8754,12300,vaccine,2620.0,5.0
1324,6974,12904,vaccine,4791.1,5.0
1325,8652,12348,vaccine,2778.5,5.0
1326,10813,13048,vaccine,1562.4,5.0
1327,7191,10298,vaccine,2151.5,5.0
1328,5083,9252,vaccine,2177.8,5.0
1329,5099,6565,vaccine,3184.2,5.0
1330,6855,8754,vaccine,3462.2,5.0
1331,10305,11455,vaccine,2790.8,5.0
1332,7191,7695,vaccine,4017.4,5.0
1333,7191,12287,vaccine,2673.7,5.0
1334,9252,14853,vaccine,3785.6,5.0
1335,7132,12776,vaccine,3240.7,5.0
1336,7028,12457,vaccine,4756.1,5.0
1337,8652,9718,vaccine,4329.6,5.0
1338,9340,12058,vaccine,2456.9,5.0
1339,5068,8511,vaccine,4022.2,5.0
1340,4977,9262,vaccine,2366.5,5.0
1341,11989,14643,vaccine,4010.9,5.0
1342,9179,13356,vaccine,2665.8,5.0
1343,8750,11509,vaccine,1822.0,5.0
1344,6565,12361,vaccine,2893.3,5.0
1345,5058,8754,vaccine,1712.5,5.0
1346,5099,12814,vaccine,4457.3,5.0
1347,11933,12361,vaccine,2827.9,5.0
1348,5083,12720,vaccine,3993.0,5.0
1349,12999,13343,vaccine,3827.7,5.0
1350,8652,13694,vaccine,2973.2,5.0
1351,5446,8508,vaccine,3544.1,5.0
1352,11399,15079,vaccine,3007.2,5.0
1353,7132,12287,vaccine,2686.3,5.0
1354,7191,9428,vaccine,3127.5,5.0
1355,8910,9005,vaccine,331.3,5.0
1356,7041,7191,vaccine,4850.1,5.0
1357,7132,7389,vaccine,2675.9,5.0
1358,5028,6186,vaccine,974.2,5.0
1359,8511,12910,vaccine,3294.1,5.0
1360,8750,12794,vaccine,2151.4,5.0
1361,5099,12348,vaccine,4061.0,5.0
1362,12814,12904,vaccine,3342.3,5.0
1363,5058,12375,vaccine,3974.6,5.0
1364,9464,13048,vaccine,4603.9,5.0
1365,7919,13048,vaccine,4685.9,5.0
1366,6186,6994,vaccine,3832.8,5.0
1367,5058,7484,vaccine,2486.0,5.0
1368,7191,12913,vaccine,3021.2,5.0
1369,10054,12058,vaccine,3892.3,5.0
1370,8652,12720,vaccine,2578.9,5.0
1371,8022,10933,vaccine,4535.7,5.0
1372,11553,13048,vaccine,3964.9,5.0
1373,10528,14853,vaccine,3376.7,5.0
1374,4977,9930,vaccine,4710.9,5.0
1375,7406,8652,vaccine,3017.5,5.0
1376,9252,12361,vaccine,3378.5,5.0
1377,5069,12058,vaccine,3754.5,5.0
1378,8643,12854,vaccine,4210.4,5.0
1379,5099,13694,vaccine,4610.6,5.0
1380,8511,9815,vaccine,785.8,5.0
1381,10485,13356,vaccine,4319.4,5.0
1382,8758,12300,vaccine,3334.3,5.0
1383,5099,9252,vaccine,2170.1,5.0
1384,10939,11455,vaccine,3391.5,5.0
1385,9262,9352,vaccine,1896.6,5.0
1386,7191,12179,vaccine,4164.7,5.0
1387,6465,10586,vaccine,3611.1,5.0
1388,7695,12058,vaccine,4951.7,5.0
1389,7755,12300,vaccine,2663.4,5.0
1390,6855,8144,vaccine,4331.6,5.0
1391,7191,7284,vaccine,4336.9,5.0
1392,7132,7931,vaccine,3772.1,5.0
1393,23719,24250,vaccine,3769.8,5.0
1394,12940,13048,vaccine,1105.9,5.0
1395,5058,10807,vaccine,3122.8,5.0
1396,5099,12720,vaccine,3991.4,5.0
1397,10058,12854,vaccine,4123.1,5.0
1398,8508,11777,vaccine,2177.1,5.0
1399,9375,13356,vaccine,2663.4,5.0
1400,11509,12300,vaccine,3325.5,5.0
1401,8923,13048,vaccine,3816.6,5.0
1402,11399,14853,vaccine,2790.6,5.0
1403,24483,25256,vaccine,4368.9,5.0
1404,7191,11255,vaccine,4042.0,5.0
1405,5083,10193,vaccine,2943.2,5.0
1406,7132,11882,vaccine,2341.5,5.0
1407,6412,9464,vaccine,3109.6,5.0
1408,8714,12854,vaccine,2694.6,5.0
1409,19635,37730,vaccine,3885.1,5.0
1410,8234,11455,vaccine,4813.7,5.0
1411,10528,12361,vaccine,3445.1,5.0
1412,4977,7919,vaccine,3566.4,5.0
1413,7305,8750,vaccine,3681.1,5.0
1414,8508,13013,vaccine,4779.4,5.0
1415,5058,7406,vaccine,3074.6,5.0
1416,6465,13692,vaccine,4178.1,5.0
1417,7191,12834,vaccine,3730.9,5.0
1418,12720,12854,vaccine,3274.2,5.0
1419,7147,12904,vaccine,3819.3,5.0
1420,7212,13048,vaccine,4734.4,5.0
1421,6565,10933,vaccine,2886.1,5.0
1422,8144,8508,vaccine,2447.6,5.0
1423,7132,11255,vaccine,4052.5,5.0
1424,8022,8750,vaccine,3202.6,5.0
1425,5083,6974,vaccine,4891.6,5.0
1426,6855,10939,vaccine,2076.8,5.0
1427,7132,13088,vaccine,3932.9,5.0
1428,12058,12642,vaccine,3396.1,5.0
1429,5446,6855,vaccine,3529.9,5.0
1430,8652,10193,vaccine,2021.7,5.0
1431,7132,10843,vaccine,1868.4,5.0
1432,6186,13006,vaccine,4382.0,5.0
1433,8750,14953,vaccine,4441.9,5.0
1434,6412,8615,vaccine,1786.1,5.0
1435,8750,11933,vaccine,1596.1,5.0
1436,5058,11434,vaccine,3168.6,5.0
1437,11455,12910,vaccine,2752.7,5.0
1438,7191,12054,vaccine,4568.2,5.0
1439,8368,14188,vaccine,4452.6,5.0
1440,10305,13048,vaccine,2542.1,5.0
1441,6465,10485,vaccine,3887.1,5.0
1442,5083,8714,vaccine,3789.6,5.0
1443,11399,12361,vaccine,2922.0,5.0
1444,5028,9352,vaccine,3598.9,5.0
1445,5570,8750,vaccine,4634.7,5.0
1446,12904,13694,vaccine,1478.9,5.0
1447,7191,36582,vaccine,4410.5,5.0
1448,11434,15079,vaccine,2905.0,5.0
1449,5058,10466,vaccine,3049.1,5.0
1450,11434,11989,vaccine,2944.8,5.0
1451,9179,10677,vaccine,3023.9,5.0
1452,7096,11553,vaccine,3373.7,5.0
1453,6236,12058,vaccine,2684.1,5.0
1454,8508,11399,vaccine,3018.1,5.0
1455,7191,8973,vaccine,3976.3,5.0
1456,8652,8714,vaccine,3316.6,5.0
1457,5729,7132,vaccine,4594.7,5.0
1458,8758,12854,vaccine,2322.1,5.0
1459,10097,12058,vaccine,2869.6,5.0
1460,8874,12058,vaccine,2201.2,5.0
1461,10201,12300,vaccine,1730.3,5.0
1462,10677,11543,vaccine,3390.5,5.0
1463,7016,10921,vaccine,2435.7,5.0
1464,11538,12854,vaccine,2364.1,5.0
1465,8750,12375,vaccine,2524.4,5.0
1466,7667,9089,vaccine,746.6,5.0
1467,7016,8865,vaccine,2070.0,5.0
1468,4944,7132,vaccine,1918.4,5.0
1469,10193,14853,vaccine,3714.5,5.0
1470,12794,14853,vaccine,1729.0,5.0
1471,5099,6974,vaccine,4898.2,5.0
1472,6565,8750,vaccine,3413.4,5.0
1473,8508,10431,vaccine,4538.0,5.0
1474,26286,26478,vaccine,1634.2,5.0
1475,10797,12854,vaccine,4926.3,5.0
1476,5083,9262,vaccine,2187.7,5.0
1477,7478,8652,vaccine,3995.8,5.0
1478,6855,8758,vaccine,4313.8,5.0
1479,8714,15079,vaccine,4358.3,5.0
1480,7132,8647,vaccine,3051.9,5.0
1481,7096,12375,vaccine,2555.5,5.0
1482,6616,8508,vaccine,1829.5,5.0
1483,10939,13048,vaccine,2858.9,5.0
1484,24695,26004,vaccine,3652.2,5.0
1485,7708,11989,vaccine,2546.5,5.0
1486,7096,7484,vaccine,3531.7,5.0
1487,5099,8714,vaccine,3780.7,5.0
1488,7191,14474,vaccine,4273.4,5.0
1489,6465,12396,vaccine,4599.9,5.0
1490,5446,8511,vaccine,4205.1,5.0
1491,4977,12999,vaccine,4389.4,5.0
1492,4977,8643,vaccine,2310.1,5.0
1493,11434,14853,vaccine,2883.8,5.0
1494,7016,11543,vaccine,4914.7,5.0
1495,8923,12904,vaccine,4820.5,5.0
1496,7506,11455,vaccine,1934.3,5.0
1497,6465,11813,vaccine,2457.7,5.0
1498,11543,11989,vaccine,3136.5,5.0
1499,5083,9930,vaccine,4842.6,5.0
1500,9375,10677,vaccine,4953.8,5.0
1501,7191,12915,vaccine,3400.1,5.0
1502,8368,10586,vaccine,4949.8,5.0
1503,7132,13646,vaccine,3769.1,5.0
1504,7191,10707,vaccine,3625.5,5.0
1505,6412,6565,vaccine,4577.3,5.0
1506,7132,11377,vaccine,3471.9,5.0
1507,13356,14809,vaccine,2528.6,5.0
1508,8234,13048,vaccine,4547.1,5.0
1509,7028,10921,vaccine,2530.5,5.0
1510,8511,10201,vaccine,901.6,5.0
1511,12058,12790,vaccine,3149.2,5.0
1512,7028,8865,vaccine,1942.5,5.0
1513,10201,14853,vaccine,4528.2,5.0
1514,10286,12058,vaccine,2209.8,5.0
1515,9352,14809,vaccine,4868.8,5.0
1516,10933,13321,vaccine,3307.1,5.0
1517,26290,26478,vaccine,2071.4,5.0
1518,10807,12854,vaccine,3750.3,5.0
1519,10933,11039,vaccine,2202.7,5.0
1520,5099,9262,vaccine,2180.0,5.0
1521,6855,10813,vaccine,3989.3,5.0
1522,6412,12814,vaccine,3295.3,5.0
1523,13048,15731,vaccine,4251.5,5.0
1524,7132,12915,vaccine,3406.8,5.0
1525,8652,9930,vaccine,4428.7,5.0
1526,7132,10707,vaccine,3635.8,5.0
1527,7191,7523,vaccine,3646.5,5.0
1528,7132,12642,vaccine,3940.5,5.0
1529,8766,12058,vaccine,1702.6,5.0
1530,11777,12904,vaccine,3220.5,5.0
1531,4948,10933,vaccine,2893.4,5.0
1532,6412,10362,vaccine,2861.1,5.0
1533,7132,10424,vaccine,2289.3,5.0
1534,11538,15079,vaccine,3523.2,5.0
1535,8615,13343,vaccine,2879.3,5.0
1536,5058,10813,vaccine,2648.5,5.0
1537,11434,12361,vaccine,3212.7,5.0
1538,5446,12854,vaccine,3994.4,5.0
1539,7191,14164,vaccine,4153.3,5.0
1540,6465,12348,vaccine,2839.0,5.0
1541,8670,14188,vaccine,4842.6,5.0
1542,10797,11989,vaccine,1292.2,5.0
1543,5083,7919,vaccine,3717.2,5.0
1544,7132,9834,vaccine,2945.9,5.0
1545,12058,13655,vaccine,3248.9,5.0
1546,7132,7287,vaccine,2997.1,5.0
1547,7208,12058,vaccine,2930.0,5.0
1548,6186,14643,vaccine,4821.1,5.0
1549,10908,12058,vaccine,1326.5,5.0
1550,12361,12940,vaccine,1293.1,5.0
1551,6186,11777,vaccine,2867.1,5.0
1552,7509,11455,vaccine,3948.9,5.0
1553,10058,12361,vaccine,1160.5,5.0
1554,11543,14853,vaccine,2936.8,5.0
1555,8643,13343,vaccine,4857.1,5.0
1556,8750,10466,vaccine,2117.3,5.0
1557,5099,9930,vaccine,4847.3,5.0
1558,7096,10939,vaccine,3934.7,5.0
1559,6855,13692,vaccine,4989.4,5.0
1560,6465,13694,vaccine,4136.9,5.0
1561,7406,10933,vaccine,2508.0,5.0
1562,6299,13356,vaccine,3971.1,5.0
1563,7132,11266,vaccine,4794.0,5.0
1564,5068,13343,vaccine,4954.5,5.0
1565,6412,8923,vaccine,2076.2,5.0
1566,4977,9820,vaccine,4772.4,5.0
1567,10677,11399,vaccine,2895.2,5.0
1568,12058,12648,vaccine,3156.9,5.0
1569,7478,8750,vaccine,3907.9,5.0
1570,6186,13013,vaccine,3756.9,5.0
1571,11989,12433,vaccine,2926.8,5.0
1572,5463,13356,vaccine,4494.1,5.0
1573,5058,13692,vaccine,4627.0,5.0
1574,7096,10466,vaccine,3449.1,5.0
1575,7016,10571,vaccine,1793.1,5.0
1576,13343,14870,vaccine,2371.7,5.0
1577,10586,11455,vaccine,2847.3,5.0
1578,6696,10677,vaccine,3258.3,5.0
1579,5069,7132,vaccine,1625.5,5.0
1580,7708,12361,vaccine,2585.1,5.0
1581,7016,8125,vaccine,4242.4,5.0
1582,24555,26231,vaccine,4346.4,5.0
1583,8652,14809,vaccine,3874.1,5.0
1584,6465,8615,vaccine,1785.4,5.0
1585,6465,12720,vaccine,4220.1,5.0
1586,10921,12854,vaccine,3467.3,5.0
1587,7132,12540,vaccine,4311.8,5.0
1588,12910,13356,vaccine,3296.5,5.0
1589,7191,7208,vaccine,2376.1,5.0
1590,12375,14853,vaccine,2974.5,5.0
1591,11538,14853,vaccine,4813.0,5.0
1592,4948,8750,vaccine,1833.7,5.0
1593,7132,7781,vaccine,4788.8,5.0
1594,4977,9047,vaccine,3849.0,5.0
1595,11989,14172,vaccine,2624.8,5.0
1596,8615,10933,vaccine,4098.2,5.0
1597,8511,11039,vaccine,1271.9,5.0
1598,9375,11455,vaccine,2009.8,5.0
1599,10807,15079,vaccine,4750.8,5.0
1600,8508,11669,vaccine,3111.5,5.0
1601,9352,12999,vaccine,4958.1,5.0
1602,8754,13343,vaccine,3424.4,5.0
1603,11543,12361,vaccine,3401.1,5.0
1604,5099,7919,vaccine,3722.8,5.0
1605,7147,9352,vaccine,1901.0,5.0
1606,7191,13331,vaccine,3503.8,5.0
1607,12720,13343,vaccine,3755.7,5.0
1608,8508,9179,vaccine,2633.5,5.0
1609,4978,8508,vaccine,4384.2,5.0
1610,11039,12300,vaccine,1502.9,5.0
1611,7191,8990,vaccine,2616.2,5.0
1612,10677,14870,vaccine,3786.7,5.0
1613,5015,7191,vaccine,2471.6,5.0
1614,19635,37696,vaccine,3830.2,5.0
1615,7016,11399,vaccine,4447.2,5.0
1616,11989,12878,vaccine,2643.5,5.0
1617,8511,12457,vaccine,4850.9,5.0
1618,10383,12058,vaccine,3003.3,5.0
