City,Radius_m,R_S_Degree,R_S_CoreHD,Collapse_q_S_Degree,Collapse_q_S_CoreHD
Shenyang,500.0,0.44452331952662727,0.42324751479289935,0.8969230769230769,0.7593076923076922
Zhengzhou,500.0,0.40759475646135934,0.3854456106748826,0.8487229862475442,0.7156734337480899
Chengdu,500.0,0.3889714353966974,0.36897131894054763,0.7783060109289618,0.7026775956284153
Harbin,500.0,0.3697706607512119,0.34948417564284673,0.8148596998228769,0.7067213573226439
Qingdao,500.0,0.37722101539988684,0.34438425493447483,0.8785806823089103,0.699222686051533
Dongguan,500.0,0.3507153066873399,0.33038910979982783,0.8347564642212868,0.6897173782321107
Dalian,500.0,0.34455229927276937,0.31008026779613446,0.841308342521132,0.6474090407938258
Quanzhou,500.0,0.28124892762507436,0.25470045242410194,0.7503526093088857,0.782968970380818
