rank,center_node_id
1,19988
2,13399
3,13976
4,4609
5,25218
6,19819
7,22083
8,9330
9,18143
10,20341
11,7174
12,9807
13,14070
14,25461
15,24258
16,3693
17,36578
18,15389
19,13525
20,26769
21,19040
22,6274
23,28419
24,26690
25,27825
26,8839
27,3266
28,20875
29,12619
30,8333
31,11794
32,1575
33,2889
34,23585
35,28026
36,27423
37,28175
38,29614
39,11988
40,12843
41,12589
42,30973
43,30045
44,5222
45,31787
46,30016
47,8155
48,27970
49,3007
50,23108
51,18931
52,2393
53,22246
54,29967
55,22620
56,28973
57,16742
58,23540
59,9508
60,32202
61,30817
62,955
63,24702
64,27297
65,29840
66,31547
67,33893
68,32178
69,32150
70,27918
71,27963
72,10494
73,28321
74,18969
75,9564
76,33377
77,24959
78,31154
79,21277
80,7260
81,1911
82,25923
83,2068
84,35021
85,32780
86,171
87,821
88,8500
89,8091
90,6108
91,12810
92,34783
93,30869
94,33962
95,29502
96,34497
97,2033
98,35026
99,2075
100,25335
101,34217
102,2172
103,133
104,34368
105,24430
106,32904
107,8502
108,17127
109,35337
110,33770
111,23064
112,31347
113,29817
114,506
115,30002
116,8695
117,34687
118,32681
119,1842
120,31987
121,1127
122,10128
123,28847
124,16460
125,4091
126,14743
127,8749
128,33085
129,9782
130,10082
131,21433
132,27303
133,502
134,32169
135,28659
136,33164
137,34371
138,28580
139,9134
140,10352
141,19388
142,31325
143,704
144,312
145,30850
146,30981
147,3627
148,32345
149,30613
150,29556
151,31627
152,2196
153,20742
154,32359
155,32732
156,28133
157,26894
158,15093
159,8927
160,4406
161,28075
162,31456
163,33273
164,34858
165,34710
166,1363
167,34352
168,34572
169,33796
170,33357
171,34885
172,33772
173,31529
174,33715
175,32671
176,34491
177,32594
178,25491
179,7190
180,2199
181,28754
182,644
183,34998
184,32001
185,32526
186,34674
187,34663
188,1074
189,1548
190,2152
191,34076
192,21545
193,1075
194,48
195,17939
196,26434
197,7222
198,105
199,33503
200,33758
201,1104
202,12452
203,32319
204,32644
205,14590
206,16288
207,367
208,24528
209,2879
210,206
211,333
212,17569
213,24106
214,405
215,16548
216,978
217,994
218,4189
219,21869
220,26919
221,30861
222,579
223,33775
224,23663
225,22194
226,816
227,3142
228,1309
229,1293
230,14363
231,34337
232,34034
233,23777
234,35128
235,2095
236,3088
237,29286
238,2710
239,27818
240,29279
241,35327
242,35356
243,35136
244,17399
245,35453
246,7846
247,35306
