City,Radius_m,R_Pq_LCC,R_Qbc,Num_Centers,Time_s
Shenyang,1500,0.3338119142011834,0.2978858468934912,192,189.19527070003096
Chengdu,1500,0.30981747588760494,0.2724403987130102,168,251.27023780002492
Zhengzhou,1500,0.3079620196953515,0.2664895564979177,149,98.46164290001616
Harbin,1500,0.27506684299405615,0.22569392539988062,130,98.5288017000421
Qingdao,1500,0.26504994197258486,0.22237717059923298,157,163.15971600002376
Dongguan,1500,0.22078584190088912,0.18851684590042778,119,48.4321092000464
Quanzhou,1500,0.21500511134297895,0.18497989949764362,134,36.93235580000328
Dalian,1500,0.20811015795720086,0.17170936409898593,181,159.60435330000473
