rank,center_node_id
1,12542
2,12454
3,3189
4,16455
5,18175
6,6449
7,12491
8,11688
9,1231
10,9200
11,5407
12,19762
13,11585
14,7696
15,2416
16,3979
17,5645
18,10675
19,7233
20,15885
21,16524
22,8396
23,14017
24,319
25,10457
26,9806
27,6771
28,18759
29,15700
30,17162
31,13271
32,17862
33,2043
34,7563
35,15172
36,14469
37,16404
38,16934
39,10952
40,19347
41,17970
42,13746
43,4632
44,13910
45,1826
46,5186
47,5991
48,16825
49,11085
50,5495
51,8724
52,9159
53,13847
54,5107
55,13650
56,16960
57,15176
58,15769
59,9254
60,17811
61,4634
62,9784
63,11040
64,11704
65,16300
66,15192
67,5423
68,8608
69,15759
70,11908
71,10823
72,9817
73,17682
74,14652
75,5160
76,17002
77,16969
78,14997
79,6784
80,11403
81,8712
82,15114
83,7170
84,6522
85,14538
86,14023
87,9782
88,10765
89,3470
90,6561
91,772
92,8665
93,8478
94,4039
95,9733
96,7979
97,14142
98,14114
99,15356
100,13522
101,17801
102,1809
103,14816
104,5488
105,19372
106,3685
107,8495
108,19546
109,3115
110,17174
111,17171
112,3424
113,17477
114,11030
115,11097
116,13788
117,19535
118,18701
119,982
120,9837
121,13704
122,7247
123,1339
124,10658
125,15011
126,10425
127,9170
128,16474
129,6668
130,19455
131,12312
132,17845
133,6072
134,8539
135,4005
136,5688
137,11797
138,9802
139,17496
140,11817
141,12136
142,3275
143,4452
144,4261
145,6260
146,12493
147,15202
148,17277
149,6768
150,17059
151,10746
152,7628
153,8835
154,6557
155,19085
156,18901
157,8488
158,8171
159,2104
160,18849
161,7418
162,18510
163,4560
164,7439
165,15671
166,15553
167,15022
168,5196
169,15269
170,11451
171,13695
172,14592
173,17400
174,9094
175,16158
176,17931
177,4576
178,9721
179,2567
180,16157
181,18658
