rank,center_node_id
1,8352
2,19132
3,11919
4,4962
5,15517
6,19583
7,22009
8,30674
9,23420
10,26966
11,1916
12,1689
13,26699
14,29317
15,29930
16,10071
17,26114
18,21986
19,28406
20,18655
21,32314
22,25294
23,23410
24,25061
25,31494
26,27220
27,30228
28,24417
29,21863
30,31164
31,28803
32,31239
33,22708
34,29062
35,27144
36,32888
37,32868
38,25566
39,32186
40,29801
41,26898
42,31236
43,27691
44,25894
45,17052
46,29635
47,31936
48,27886
49,23631
50,15110
51,24999
52,14526
53,32817
54,32144
55,31380
56,4190
57,32156
58,2705
59,18595
60,13248
61,7061
62,31158
63,8419
64,31616
65,25103
66,10516
67,27968
68,32259
69,27908
70,7578
71,31015
72,30790
73,2305
74,33157
75,25534
76,15077
77,27566
78,32469
79,31976
80,28793
81,3875
82,26038
83,32791
84,27372
85,27460
86,580
87,31811
88,31582
89,30345
90,22843
91,28875
92,32810
93,5636
94,17524
95,118
96,22883
97,24738
98,29028
99,18546
100,21380
101,4934
102,22663
103,26538
104,24998
105,31424
106,624
107,28509
108,30501
109,27569
110,2052
111,23932
112,32218
