rank,center_node_id
1,13588
2,12958
3,11335
4,14504
5,19148
6,19807
7,7766
8,8051
9,22872
10,16200
11,3664
12,16073
13,7644
14,5521
15,4831
16,5003
17,20818
18,5725
19,6848
20,4263
21,10163
22,17721
23,21153
24,1867
25,6119
26,937
27,20782
28,17145
29,10830
30,9008
31,311
32,9105
33,5857
34,396
35,10077
36,1351
37,13015
38,1535
39,4606
40,21784
41,20722
42,4670
43,22549
44,15993
45,18641
46,6053
47,1632
48,8577
49,3007
50,4201
51,23617
52,1636
53,7624
54,4025
55,17820
56,616
57,239
58,10407
59,2499
60,3965
61,15890
62,17991
63,19487
64,6899
65,5094
66,1458
67,20339
68,22800
69,15491
70,1675
71,14713
72,3886
73,23630
74,20217
75,4047
76,6580
77,12828
78,5226
79,8012
80,21749
81,9865
82,22757
83,2711
84,2637
85,2153
86,4257
87,5085
88,1884
89,23514
90,7649
91,4245
92,5503
93,3780
94,5788
95,17033
96,142
97,23300
98,5661
99,19734
100,3983
101,11107
102,23229
103,19604
104,4367
105,6010
106,21547
107,18572
108,9272
109,4380
110,21983
111,5064
112,9692
113,14871
114,20283
115,5714
116,12244
117,4519
118,6823
