City,Radius_m,R_Pq_LCC,R_Qbc,Num_Centers,Time_s
Shenyang,750,0.25900047928994085,0.2264507544378698,304,343.31597460003104
Chengdu,750,0.23054000865955987,0.19879284802472455,299,455.12839540001005
Zhengzhou,750,0.2254989633110118,0.1923369418144218,245,170.57101020001573
Harbin,750,0.21011654715773762,0.1725197751506843,188,162.05763239995576
Qingdao,750,0.1874103737050906,0.15140791115312635,277,291.712303599983
Dongguan,750,0.18104432758683658,0.14924556935661343,181,95.54873249999946
Quanzhou,750,0.1578406117647176,0.13359088100853225,191,58.77210629999172
Dalian,750,0.156833143769565,0.13028505136725654,268,240.09134449996054
