rank,center_node_id
1,11506
2,19729
3,11124
4,15631
5,19662
6,8458
7,12843
8,10235
9,9920
10,8924
11,15074
12,14731
13,16172
14,11614
15,11080
16,14008
17,8471
18,10643
19,15956
20,15176
21,21597
22,6088
23,3567
24,11676
25,21990
26,14914
27,9368
28,16416
29,6996
30,18411
31,8294
32,2061
33,287
34,13782
35,14446
36,17258
37,12784
38,17391
39,20974
40,18849
41,23221
42,8580
43,25632
44,1784
45,14209
46,8734
47,12655
48,20230
49,5352
50,23020
51,11356
52,14455
53,28989
54,11207
55,3645
56,3289
57,18419
58,4780
59,15356
60,5677
61,9807
62,6705
63,9845
64,15960
65,5073
66,7074
67,16766
68,24038
69,4761
70,22034
71,3831
72,24278
73,21570
74,9932
75,5503
76,14921
77,17354
78,23465
79,6753
80,23268
81,4070
82,25635
83,21553
84,5588
85,28859
86,27135
87,27093
88,7848
89,23844
90,24348
91,22276
92,12952
93,13985
94,2592
95,17905
96,5324
97,15476
98,21806
99,20696
100,16660
101,2407
102,13812
103,18771
104,10934
105,11759
106,5563
107,20699
108,19181
109,18616
110,15796
111,15143
112,5645
113,13515
114,6934
115,3002
116,5219
117,2771
118,4294
119,7688
120,21191
121,4738
122,1740
123,8232
124,7173
125,9347
126,20123
127,11595
128,3930
129,16684
130,18722
131,17208
132,3292
133,9427
134,7683
135,1441
136,20767
137,7285
138,6677
139,7585
140,5939
141,23325
142,17179
143,3597
144,22667
145,11837
146,8154
147,3496
148,18942
149,3443
150,18682
151,27114
152,25973
153,20168
154,25385
155,25748
156,25846
157,26927
158,24921
159,25471
160,22193
161,24259
162,22950
163,25356
164,22915
165,27220
166,27617
167,26629
168,22957
169,7510
170,4878
171,3638
172,3478
173,21903
174,4014
175,27024
176,24857
177,23921
178,25605
179,23479
180,23155
181,24958
182,24914
183,23570
184,8275
185,8129
186,2753
187,2558
188,26192
189,4599
190,6011
191,4369
192,7735
193,2287
194,5004
195,4315
196,4142
197,9834
198,379
199,2211
200,7803
201,462
202,7814
203,702
204,21225
205,2162
206,23901
207,7356
208,6246
209,20966
210,2919
211,5713
212,19419
213,25854
214,5466
215,23439
216,5991
217,27249
218,3922
219,6018
220,15753
221,20173
222,12890
223,12088
224,20888
225,8657
226,14448
227,13133
228,11588
229,8511
230,19382
231,1210
232,12404
233,6030
234,25248
235,13529
236,9930
237,956
238,1844
239,438
240,2140
241,19268
242,12770
243,7301
244,4467
245,20231
246,25025
247,4237
248,4409
249,4575
250,12563
251,8932
252,25072
253,2311
254,2286
255,10555
256,102
257,990
258,520
259,586
260,621
261,2116
262,1265
263,24616
264,24944
265,1036
266,24205
267,22572
268,899
269,6244
270,3814
271,27638
272,3866
273,24474
274,8507
275,12302
276,9955
277,15367
278,24888
279,8445
280,12107
281,24832
282,22367
283,24012
284,13740
285,5053
286,8395
287,24636
288,22235
289,28444
290,23071
291,23255
292,21381
293,7470
294,24846
295,14468
296,22411
297,24537
298,18923
299,4177
300,26533
301,8254
302,6289
303,8880
304,24648
305,2984
306,8297
307,8028
308,22271
309,22528
310,21578
311,1473
312,7404
313,13783
314,21725
315,389
316,428
317,12715
318,11944
319,19882
320,10291
321,25399
322,19136
323,24384
324,17858
325,22848
326,25577
327,21508
328,25360
329,7739
330,14475
331,13793
332,2478
333,965
334,2093
335,4584
336,1748
337,4033
338,18622
339,5067
340,18840
341,5209
342,22533
343,17735
344,163
345,7878
346,11242
347,16426
348,27314
349,5830
350,9849
351,25153
352,4443
353,9146
354,9568
355,20924
356,9719
357,4836
358,13495
359,16328
360,19263
361,4212
362,8653
363,11367
364,27126
365,485
366,24022
367,4973
368,10069
369,4608
370,11922
371,26345
372,8570
373,14896
