rank,center_node_id
1,13248
2,10421
3,13217
4,12239
5,11812
6,6597
7,3690
8,17341
9,15216
10,16892
11,17365
12,7760
13,19555
14,21606
15,15649
16,14580
17,8342
18,11145
19,21521
20,6239
21,19542
22,22988
23,6804
24,10115
25,4853
26,5510
27,9963
28,7390
29,13913
30,5062
31,4238
32,9593
33,1017
34,15319
35,12785
36,4832
37,7667
38,20898
39,6799
40,21111
41,20870
42,997
43,8710
44,6779
45,6091
46,20344
47,19593
48,3839
49,12714
50,21005
51,4576
52,2544
53,624
54,16584
55,9748
56,6610
57,8980
58,15269
59,19865
60,322
61,4503
62,18115
63,15448
64,2180
65,20693
66,15755
67,22508
68,9778
69,1525
70,19191
71,20191
72,23450
73,662
74,17033
75,22268
76,796
77,6741
78,5535
79,14778
80,13084
81,3156
82,8577
83,7139
84,11821
85,10055
86,17392
87,8384
88,7624
89,2465
90,14862
91,2035
92,22714
93,15628
94,5365
95,18053
96,3878
97,9704
98,18229
99,22561
100,325
101,23496
102,498
103,22643
104,2666
105,4114
106,1495
107,1572
108,2404
109,8269
110,5327
111,4915
112,4523
113,4897
114,9613
115,8508
116,4053
117,4136
118,4129
119,17804
120,16782
121,10262
122,16369
123,4047
124,9340
125,9948
126,23102
127,17721
128,23421
129,1422
130,6469
131,1521
132,18025
133,4599
134,18530
135,23326
136,4339
137,13246
138,19963
139,17029
140,13100
141,7323
142,20555
143,15221
144,14609
145,15833
146,13510
147,19085
148,20006
149,1596
150,342
151,12549
152,363
153,8266
154,1543
155,20089
156,2728
157,18972
158,3561
159,8361
160,13627
161,9996
162,11499
163,19603
164,3944
165,3952
166,6913
167,1663
168,4387
169,21437
170,19734
171,17893
172,19648
173,213
174,19604
175,2456
176,20727
177,5617
178,161
179,5275
180,22084
181,3671
182,1480
183,8103
184,4118
185,10131
186,6482
187,4896
188,12985
189,19574
190,8232
191,12752
192,23514
193,22369
