rank,center_node_id
1,14634
2,10875
3,13097
4,10314
5,12706
6,6264
7,23128
8,15911
9,14647
10,12579
11,19340
12,16925
13,17205
14,6239
15,12311
16,9963
17,15936
18,3155
19,8037
20,18657
21,20710
22,19489
23,14073
24,9219
25,16074
26,5414
27,5203
28,989
29,4224
30,21746
31,19923
32,13787
33,3765
34,9173
35,4831
36,9778
37,8447
38,15319
39,1172
40,21029
41,11990
42,6799
43,5741
44,18436
45,20871
46,7652
47,9881
48,6630
49,4686
50,11656
51,4527
52,14314
53,15305
54,6913
55,9969
56,7001
57,20505
58,7578
59,4047
60,9690
61,8678
62,5349
63,7351
64,19727
65,6873
66,13822
67,19560
68,15550
69,4717
70,17039
71,4910
72,22725
73,5696
74,19191
75,6236
76,18578
77,17494
78,20414
79,18081
80,20555
81,12308
82,1572
83,2415
84,21097
85,23494
86,4556
87,16399
88,498
89,18053
90,624
91,13200
92,22561
93,11881
94,2789
95,8577
96,22648
97,21111
98,263
99,6865
100,5346
101,5197
102,4509
103,9792
104,7139
105,16643
106,17001
107,4915
108,352
109,1906
110,2965
111,23450
112,18137
113,22893
114,7387
115,16117
116,18448
117,14054
118,9349
119,15722
120,6710
121,17533
122,8269
123,2747
124,9678
125,17598
126,16214
127,19251
128,622
129,7490
130,20652
131,21400
132,8218
133,11141
134,8384
135,10055
136,12467
137,5365
138,19706
139,9899
140,1937
141,3839
142,5994
143,20704
144,796
145,4110
146,1508
147,2666
148,11092
149,8126
150,8390
151,7778
152,1843
153,1473
154,22869
155,20525
156,13674
157,3876
158,20353
159,16740
160,18384
161,21165
162,363
163,740
164,18025
165,23294
166,23023
167,320
168,15632
169,2422
170,6482
171,7707
172,23307
173,8714
174,10846
175,21036
176,5330
177,17934
178,202
179,1268
180,233
181,4210
182,21749
183,4193
184,3026
185,4301
186,1150
187,8965
188,22780
189,1606
190,22084
191,22791
192,4129
193,6013
194,3515
195,9454
196,1024
197,21911
198,10262
199,1517
200,9163
201,10929
202,22661
203,12293
204,15552
205,1966
206,13015
207,17442
208,1631
209,331
210,15362
211,13688
212,16598
213,886
214,937
215,6151
216,213
217,7426
218,3491
219,5979
220,166
221,13696
222,8151
223,17408
224,22085
225,14853
226,1447
227,8411
228,15596
229,13244
230,5788
231,10077
232,6217
233,9354
234,27
235,4384
236,10126
237,12985
238,15251
239,17794
240,2669
241,3852
242,4523
243,435
244,22123
245,2729
