rank,center_node_id
1,8164
2,7962
3,17904
4,20018
5,4225
6,12111
7,16046
8,13799
9,21342
10,1039
11,22499
12,30898
13,29242
14,14457
15,24941
16,26700
17,630
18,25612
19,22658
20,21705
21,29769
22,26835
23,27706
24,20298
25,28447
26,23130
27,29452
28,31179
29,27146
30,32077
31,29443
32,26738
33,24002
34,29074
35,31399
36,21863
37,26179
38,23831
39,28662
40,30837
41,24197
42,27596
43,19127
44,30585
45,32249
46,26457
47,31518
48,28182
49,24993
50,32888
51,27196
52,27790
53,32095
54,26088
55,32185
56,30635
57,25259
58,32381
59,32810
60,1695
61,33113
62,29031
63,25398
64,31506
65,4415
66,32718
67,31264
68,27914
69,2367
70,27041
71,25443
72,31963
73,13187
74,25447
75,31233
76,17308
77,33127
78,27028
79,29367
80,26465
81,1884
82,19796
83,28828
84,27376
85,31288
86,31023
87,31464
88,29635
89,29251
90,3483
91,33099
92,9052
93,31158
94,31047
95,4233
96,24232
97,13593
98,23639
99,6803
100,28344
101,28855
102,31816
103,32550
104,31995
105,31796
106,7630
107,16067
108,4742
109,32774
110,20500
111,29163
112,23074
113,30276
114,31976
115,24719
116,25249
117,23115
118,536
119,23236
120,16622
121,28339
122,23084
123,20602
124,32024
125,24459
126,15071
127,30995
128,28875
129,12380
130,24554
131,31740
132,22363
133,5726
134,18545
135,31582
136,29740
137,30345
138,27937
139,23748
140,284
141,26720
142,28509
143,12900
144,19788
145,12603
146,4697
147,26212
148,6182
