rank,center_node_id
1,2487
2,6164
3,6899
4,3685
5,7002
6,6396
7,4378
8,8256
9,2362
10,1548
11,13839
12,10278
13,1914
14,1055
15,5543
16,6870
17,3759
18,1512
19,3538
20,2046
21,7607
22,5362
23,667
24,9986
25,3523
26,7634
27,4973
28,2490
29,2027
30,9403
31,6289
32,7361
33,4351
34,9923
35,3571
36,3050
37,10683
38,13127
39,12871
40,2006
41,4834
42,2872
43,9142
44,1772
45,9172
46,2260
47,4252
48,584
49,3914
50,10917
51,8729
52,5806
53,11181
54,8115
55,9862
56,9033
57,4126
58,11027
59,11563
60,7072
61,1171
62,8720
63,12714
64,10003
65,2777
66,7738
67,1848
68,400
69,12900
70,11585
71,8039
72,10397
73,12677
74,11393
75,12576
76,10809
77,8942
78,1601
79,9213
80,977
81,2831
82,3661
83,13822
84,4985
85,4958
86,4944
87,2755
88,5105
89,2938
90,7474
91,9614
92,10545
93,6596
94,7550
95,13216
96,1783
97,13415
98,13125
99,2719
100,6961
101,959
102,10997
103,11282
104,3125
105,10909
106,12433
107,996
108,9094
109,10610
110,8464
111,3411
112,7317
113,8976
114,12309
115,11193
116,12442
117,10439
118,11458
119,8564
120,12963
121,12190
122,12219
123,11133
124,11499
125,9693
126,9546
127,5910
128,4674
129,9423
130,1084
131,568
132,4803
133,1030
134,12622
135,2850
136,10100
137,4967
138,7981
139,11894
140,13257
141,4917
142,3849
143,7598
144,12345
145,7513
146,10387
147,8379
148,4184
149,4196
150,7969
151,3714
152,12102
153,10708
154,11863
155,5184
156,13692
157,5250
158,12592
159,432
160,231
161,6894
162,6232
163,8879
164,13024
165,3046
166,4210
167,3103
168,11973
169,5366
170,424
171,3041
172,3203
173,8875
174,13285
175,929
176,4077
177,10866
178,13147
179,4240
180,3975
181,5826
182,4536
183,4951
184,7676
185,2023
186,934
187,8479
188,4616
189,9233
190,5712
191,8738
192,5978
193,5532
194,10711
195,6285
196,7850
197,13280
198,2333
199,3377
200,3289
201,5908
202,8410
203,8245
204,11185
205,3185
206,4592
207,10855
208,13240
209,10377
210,10958
211,11885
212,6536
213,149
214,11670
215,12155
216,13243
217,312
218,3712
219,314
220,5738
221,8403
222,3522
223,13989
224,10323
225,40
226,9384
227,3098
228,7262
229,383
230,872
231,5952
232,8444
