City,Radius_m,R_S_Degree,R_S_CoreHD,Collapse_q_S_Degree,Collapse_q_S_CoreHD
Shenyang,750.0,0.45249661538461544,0.43922375147928994,0.9203846153846154,0.8141538461538461
Zhengzhou,750.0,0.43752462109542833,0.4260026274732422,0.8757913119406243,0.7801790002182929
Chengdu,750.0,0.40096098868285107,0.3843341828660157,0.8054098360655737,0.7302732240437159
Harbin,750.0,0.38619824539514186,0.375035823218006,0.8075883285168267,0.7617227556632795
Qingdao,750.0,0.3886356707157561,0.36450890203684727,0.8989491866992947,0.7760903987332661
Dongguan,750.0,0.35930285594031464,0.34810045961608627,0.826458208057727,0.7239927841250752
Dalian,750.0,0.3490450726859208,0.3336607822885445,0.8914369717015803,0.7297317162807792
Quanzhou,750.0,0.27590747474541505,0.2638304815827533,0.7930183356840621,0.7852609308885754
