City,Radius_m,R_S_Degree,R_S_CoreHD,Collapse_q_S_Degree,Collapse_q_S_CoreHD
Shenyang,2000.0,0.46646909763313604,0.46183277218934915,0.928923076923077,0.8938461538461538
Zhengzhou,2000.0,0.4691961594450583,0.4611027315400336,0.9047151277013752,0.8649858109583061
Chengdu,2000.0,0.42922706112454834,0.42678584759174654,0.9054098360655738,0.850327868852459
Harbin,2000.0,0.40414795777914225,0.40280115599635413,0.7931388086137783,0.786147105434884
Qingdao,2000.0,0.41689768140853173,0.40268883339688727,0.8916078882971067,0.8384914351518641
Dongguan,2000.0,0.3827330144357273,0.3629639831803148,0.8667468430547204,0.8043295249549007
Dalian,2000.0,0.3737132685588467,0.3585910988634142,0.9207644248438074,0.8285924292539507
Quanzhou,2000.0,0.31921225886795007,0.3189792893007693,0.8781734837799717,0.8714739069111425
