City,Radius_m,R_S_Degree,R_S_CoreHD,Collapse_q_S_Degree,Collapse_q_S_CoreHD
Shenyang,1500.0,0.46152350000000003,0.45953759763313606,0.9314615384615385,0.888
Zhengzhou,1500.0,0.45742663848729137,0.4484219530752598,0.88877974241432,0.8463217638070291
Chengdu,1500.0,0.42139307235211565,0.41580504643315713,0.8712021857923498,0.8085792349726776
Harbin,1500.0,0.40218885999663734,0.3942867645418497,0.8498182157173487,0.8060035424629439
Qingdao,1500.0,0.4066893050839657,0.39060771080319023,0.9049229883402907,0.8351806535195048
Dongguan,1500.0,0.37749402021790085,0.36638461018329327,0.8123872519542994,0.7799158147925436
Dalian,1500.0,0.3667911723117771,0.346680599975067,0.9180448364571848,0.8077912532157295
Quanzhou,1500.0,0.3064640988768225,0.28212457614769604,0.8526093088857546,0.8586036671368125
