City,Radius_m,R_Pq_LCC,R_Qbc,Num_Centers,Time_s
Shenyang,1000,0.30960566272189344,0.27495510576923077,247,269.23172189999605
Zhengzhou,1000,0.2857813879743315,0.24174315318518289,193,121.7988231999916
Chengdu,1000,0.25172095016274,0.21943615814147927,233,318.4384588999674
Harbin,1000,0.26345156024372224,0.21564763919942004,156,135.1019925000146
Qingdao,1000,0.21140023005001846,0.17644256452994808,234,228.77452380000614
Dongguan,1000,0.20958398796052458,0.16991377362126928,171,76.38709859998198
Quanzhou,1000,0.19298886557777198,0.16446606265951969,169,48.15392399998382
Dalian,1000,0.17064616865759272,0.1379293254676863,219,175.97306649998063
