rank,center_node_id
1,12546
2,18133
3,2750
4,1342
5,7233
6,5166
7,11946
8,10280
9,9201
10,11556
11,6728
12,12692
13,7499
14,16400
15,4806
16,18792
17,16812
18,17084
19,444
20,19702
21,3990
22,6359
23,8337
24,17587
25,10457
26,13480
27,13995
28,15080
29,12279
30,15668
31,5006
32,5357
33,5090
34,2785
35,16579
36,15176
37,11704
38,15769
39,18194
40,9217
41,15714
42,19065
43,9155
44,8976
45,11118
46,10912
47,10802
48,17967
49,9979
50,14142
51,5160
52,15104
53,9793
54,16934
55,12967
56,16929
57,10856
58,13420
59,11040
60,17811
61,7981
62,17253
63,13660
64,16221
65,17002
66,15181
67,16713
68,5599
69,14434
70,16719
71,9036
72,3826
73,10034
74,8022
75,14909
76,778
77,12166
78,14865
79,5249
80,12330
81,14559
82,15215
83,5407
84,15780
85,12762
86,7628
87,5900
88,6522
89,4452
90,3129
91,8987
92,7430
93,8870
94,1790
95,14956
96,7286
97,8362
98,10723
99,9192
100,19673
101,8488
102,14134
103,9856
104,2607
105,11296
106,16703
107,20252
108,9471
109,15978
110,4173
111,7325
112,18710
113,923
114,13144
115,19714
116,16978
117,2868
118,1743
119,16957
120,11027
121,15252
122,17258
123,6788
124,11932
125,19455
126,8897
127,14114
128,6206
129,4569
130,7955
131,1674
132,6112
133,5185
134,18523
135,7261
136,6768
137,8000
138,17653
139,6602
140,14500
141,8086
142,2996
143,7426
144,15577
145,18580
146,6895
147,17789
148,7386
149,2734
150,6557
151,17206
152,17109
153,8555
154,7072
155,11884
156,16157
157,8249
158,19144
159,9375
160,19250
161,8921
162,9800
163,12836
164,13707
165,13385
166,17690
167,17436
168,19254
169,7466
170,14483
171,19768
