rank,center_node_id
1,6885
2,4880
3,5595
4,1387
5,2276
6,3685
7,2501
8,10270
9,8227
10,7877
11,1888
12,5335
13,3936
14,7210
15,7803
16,6428
17,6246
18,6870
19,4460
20,4694
21,2761
22,1781
23,8976
24,9366
25,4406
26,3554
27,692
28,3759
29,9849
30,4855
31,2046
32,11038
33,8247
34,11058
35,10614
36,9583
37,8115
38,10180
39,13127
40,11558
41,1291
42,4210
43,3030
44,12714
45,12921
46,9142
47,9511
48,11018
49,5906
50,3438
51,9007
52,595
53,1014
54,13875
55,3661
56,11585
57,368
58,10942
59,8530
60,13192
61,12233
62,10395
63,11973
64,12677
65,11528
66,1599
67,1967
68,3377
69,2151
70,12613
71,12586
72,3381
73,7901
74,11393
75,7834
76,857
77,5950
78,5184
79,7673
80,10537
81,9421
82,12952
83,544
84,5917
85,13056
86,1983
87,9693
88,6596
89,12345
90,8347
91,10475
92,7083
93,9933
94,6903
95,5286
96,10387
97,4122
98,11757
99,3930
100,3289
101,12502
102,13238
103,1365
104,12023
105,4446
106,12239
107,12444
108,9923
109,5826
110,2755
111,11370
112,3081
113,2308
114,3057
115,8987
116,893
117,3175
118,523
119,231
120,424
121,5978
122,13256
123,8887
124,4807
125,10432
126,621
127,4152
128,8875
129,5617
130,991
131,14225
132,9632
133,1426
134,10636
135,12309
136,12149
137,12112
138,4335
139,1753
140,8910
141,5612
142,383
143,1632
144,13280
145,11863
146,12143
147,1047
148,4641
149,10225
150,12858
151,11093
152,13010
153,13457
154,3615
155,10371
156,10603
157,11184
158,1006
159,2788
160,9233
161,10610
162,11328
163,3962
164,4589
165,9135
166,11289
167,11200
168,8709
169,11898
170,193
171,10214
172,8860
173,1084
174,3389
175,10389
176,2981
177,7838
178,10523
179,10056
180,5514
181,2315
182,13395
183,9
184,10383
185,2777
186,8599
187,6536
188,14440
189,11463
190,6894
191,9944
