City,Radius_m,R_Pq_LCC,R_Qbc,Num_Centers,Time_s
Shenyang,100,0.10081460650887573,0.08820706213017751,786,750.7359244999825
Zhengzhou,100,0.08631123799835516,0.07310887024892973,628,344.01451489998726
Chengdu,100,0.07465493744214519,0.0645428569828899,921,1682.2050899000023
Harbin,100,0.07640703393366573,0.06156362375154722,560,382.21684930002084
Quanzhou,100,0.06115247542676171,0.05079316657209045,402,124.13596879999386
Dongguan,100,0.06200472307868652,0.05009490090466013,455,351.9541581000085
Qingdao,100,0.054894521142403556,0.04597239035093672,738,403.31974649999756
Dalian,100,0.049103518025306055,0.040686651698760144,639,572.8155048000044
