q,P_q,Q_bc,Method
0.0,1.0,0.8937459070072036,RCABS-BE
0.07607509277450339,0.9042785418030997,0.8173433748089937,RCABS-BE
0.16699410609037327,0.8230735647238594,0.739358218729535,RCABS-BE
0.20868805937568216,0.775049115913556,0.6938441388343156,RCABS-BE
0.24110456232263697,0.7429600523903078,0.6626282471076184,RCABS-BE
0.26686313032089065,0.7172014843920541,0.6357782143636761,RCABS-BE
0.2966601178781925,0.686749617987339,0.6009059157389216,RCABS-BE
0.30299061340318706,0.6803099759877757,0.5926653569089719,RCABS-BE
0.3145601397074875,0.6683038637851998,0.5803045186640472,RCABS-BE
0.3288583278760096,0.6538965291421087,0.5675343811394892,RCABS-BE
0.3391180964854835,0.6428727352106527,0.5464963981663392,RCABS-BE
0.35396201702685004,0.619624536127483,0.5223750272866186,RCABS-BE
0.36498581095830607,0.6080550098231827,0.5078039729316743,RCABS-BE
0.37797424143200176,0.5707269155206287,0.47506003056101287,RCABS-BE
0.39161755075311067,0.5532634795896093,0.4500109146474569,RCABS-BE
0.40657061776904607,0.5086225714909408,0.41421087098886705,RCABS-BE
0.4118096485483519,0.5029469548133595,0.40422396856581533,RCABS-BE
0.4208688059375682,0.4938877974241432,0.3814396419995634,RCABS-BE
0.42818161973368263,0.4865749836280288,0.3685057847631521,RCABS-BE
0.44291639380048026,0.42796332678454485,0.30743833224186856,RCABS-BE
0.454158480681074,0.4166120934293822,0.2909026413446846,RCABS-BE
0.45601397074874483,0.41453831041257366,0.2832078148875791,RCABS-BE
0.4590700720366732,0.4113730626500764,0.2797697009386597,RCABS-BE
0.4610347085789129,0.40940842610783673,0.27785963763370447,RCABS-BE
0.4656188605108055,0.3617114167212399,0.23873062650076404,RCABS-BE
0.4678017900021829,0.34970530451866405,0.2327275703994761,RCABS-BE
0.47456887142545295,0.3423924907225497,0.19717310630866625,RCABS-BE
0.47958960925562105,0.32165466055446407,0.18680419122462344,RCABS-BE
0.4819908316961362,0.3135778214363676,0.1795732372844357,RCABS-BE
0.4859201047806156,0.2735210652695918,0.1595448592010478,RCABS-BE
0.48875791311940625,0.24743505784763153,0.14650185549006767,RCABS-BE
0.4960707269155206,0.23706614276358873,0.13700611220257586,RCABS-BE
0.5050207378301681,0.22833442479807903,0.132640253219821,RCABS-BE
0.5103689150840428,0.20475878629120278,0.12085243396638287,RCABS-BE
0.517026850032744,0.13763370443134687,0.08142327002837808,RCABS-BE
0.5228116131848941,0.06919886487666449,0.04535036018336608,RCABS-BE
