rank,center_node_id
1,13768
2,8640
3,23053
4,12605
5,16186
6,5728
7,18083
8,23642
9,21354
10,4892
11,3395
12,5922
13,27070
14,4721
15,25737
16,5576
17,5837
18,3983
19,10063
20,24121
21,18579
22,23045
23,5450
24,12887
25,1720
26,2396
27,163
28,26907
29,2705
30,26362
31,4142
32,154
33,5038
34,20851
35,1386
36,2327
37,1221
38,25014
39,2189
40,25067
41,861
42,24483
43,22536
44,3166
45,22034
46,1611
47,24252
48,2266
49,27287
50,1954
51,16334
52,25658
53,27050
54,5503
55,17978
56,26971
57,3925
58,27533
59,4272
60,24528
61,7443
62,25808
63,13120
64,15777
65,19904
66,5635
67,16323
68,24435
69,1654
70,18828
71,10813
72,1641
73,7285
74,1438
75,22814
76,10916
77,20368
78,1243
79,10237
80,5158
81,7246
82,248
83,13613
84,27253
85,26293
86,25967
87,1928
88,25849
89,26388
90,13811
91,13313
92,25928
