q,P_q,Q_bc,Method
0.0,1.0,0.8506549589750971,RCABS-BE
0.085576507845113,0.7967467971786383,0.7006261695695983,RCABS-BE
0.1276090398733266,0.7547142651504246,0.6639196775586584,RCABS-BE
0.15798186267453576,0.7244134158629625,0.6287246293364043,RCABS-BE
0.18130128112854468,0.700518209298978,0.6048294227724198,RCABS-BE
0.20375701741759034,0.6777745789549445,0.5832013818914639,RCABS-BE
0.22405354829422772,0.6575500215920541,0.56553188426659,RCABS-BE
0.23772851590614655,0.6435871599251476,0.5532963869296099,RCABS-BE
0.26277529869008204,0.6164531452425508,0.5265582265726213,RCABS-BE
0.26608608032244135,0.6131423636101915,0.5232834316971355,RCABS-BE
0.2741471138620987,0.5976680581545991,0.5096444508420901,RCABS-BE
0.2806247300993234,0.5907586008348927,0.503058874334245,RCABS-BE
0.2925003598675687,0.5607456456024184,0.47477328343169717,RCABS-BE
0.29904994961854037,0.550093565567871,0.46498488556211315,RCABS-BE
0.3013531020584425,0.547718439614222,0.4593169713545415,RCABS-BE
0.30934216208435295,0.533035842809846,0.44495825536202677,RCABS-BE
0.3163955664315532,0.5257665179214049,0.4336224269468836,RCABS-BE
0.32639988484237803,0.5156182524830862,0.4241579098891608,RCABS-BE
0.33280552756585574,0.5091406362458615,0.4172124658125809,RCABS-BE
0.34403339571037855,0.49798474161508566,0.3542356412840075,RCABS-BE
0.3492874622139053,0.4222686051533036,0.29363394270908305,RCABS-BE
0.3595077011659709,0.40225996833165395,0.2836296242982582,RCABS-BE
0.36432992658701596,0.3962141931769109,0.2782675975241111,RCABS-BE
0.37059162228299986,0.39002447099467397,0.26560025910464946,RCABS-BE
0.3719591190441917,0.38865697423348206,0.26362098747660856,RCABS-BE
0.3788685763638981,0.3696559666042896,0.25412048366201234,RCABS-BE
0.39153591478335975,0.25651360299409814,0.19754930185691663,RCABS-BE
0.39628616669065786,0.25176335108680004,0.19254714265150424,RCABS-BE
0.40355549157909887,0.24435007917086513,0.18117532747948756,RCABS-BE
0.4075860083489276,0.2372966748236649,0.17343817475169138,RCABS-BE
0.41276810133870734,0.21117028933352527,0.15040665035267023,RCABS-BE
0.41974953217216066,0.19835900388656974,0.14326327911328632,RCABS-BE
0.42536346624442206,0.1864114006045775,0.13401468259680438,RCABS-BE
0.4347200230315244,0.16323592917806248,0.12242694688354686,RCABS-BE
0.437670937095149,0.16028501511443788,0.1146538073988772,RCABS-BE
0.4417734273787246,0.1561105513171153,0.10938174751691378,RCABS-BE
0.4464517057722758,0.1506405642723478,0.10499136317835037,RCABS-BE
0.44947459334964734,0.14761767669497625,0.09498704476752555,RCABS-BE
0.4566719447243414,0.1272491723045919,0.08375917662300272,RCABS-BE
0.45998272635670073,0.10652080034547287,0.07339499064344321,RCABS-BE
0.46041456743918235,0.10608895926299122,0.07238736145098604,RCABS-BE
0.4614941701453865,0.10551317115301569,0.07188354685475745,RCABS-BE
0.4630775874478192,0.10227436303440333,0.06299481790701023,RCABS-BE
0.46372534907154167,0.10162660141068088,0.06267093709514898,RCABS-BE
0.46581258097020295,0.09932344897077876,0.06018785087087952,RCABS-BE
0.46804375989635816,0.09795595220958687,0.07578810997552901,RCABS-BE
0.4763207139772564,0.09709227004462358,0.05712897653663452,RCABS-BE
0.47819202533467686,0.0932776738160357,0.05356628760616093,RCABS-BE
0.4784079458759177,0.08701597812005182,0.04878004894198935,RCABS-BE
0.4797034691233626,0.08240967324024759,0.04647689650208723,RCABS-BE
0.48085504534331364,0.07514034835180654,0.054375989635814026,RCABS-BE
0.4842378004894199,0.07154167266445947,0.049193896646034255,RCABS-BE
0.4879804232042608,0.07003022887577372,0.06671944724341441,RCABS-BE
0.5297970346912336,0.06873470562832877,0.04379588311501367,RCABS-BE
0.5362746509284583,0.06470418885850007,0.045775154743054554,RCABS-BE
0.5380020152583849,0.06232906290485102,0.036436591334388944,RCABS-BE
0.5390096444508421,0.05434000287894055,0.03174031956240104,RCABS-BE
0.5404491147257809,0.045199366633079024,0.03130847847991939,RCABS-BE
0.5444796314956096,0.04109687634950338,0.025514610623290628,RCABS-BE
