City,Radius_m,R_S_Degree,R_S_CoreHD,Collapse_q_S_Degree,Collapse_q_S_CoreHD
Shenyang,1000.0,0.4575969319526627,0.44861999704142014,0.9121538461538461,0.8526923076923076
Zhengzhou,1000.0,0.43978913048833906,0.4254119415725889,0.8696791093647676,0.8040820781488758
Chengdu,1000.0,0.4002403087580996,0.3895713458150437,0.8116939890710383,0.7475956284153005
Harbin,1000.0,0.3935276734092951,0.38368151034589143,0.845809639228116,0.7893166775426494
Qingdao,1000.0,0.39832085336571965,0.37588240853981536,0.8962861666906579,0.8106376853317979
Dongguan,1000.0,0.3642912109587575,0.35290822250321724,0.8457005411906193,0.7670475045099219
Dalian,1000.0,0.3557153158745575,0.33453433157195034,0.8737228959941198,0.7558985667034179
Quanzhou,1000.0,0.28355377217360517,0.277248129902463,0.8452045133991537,0.8429125528913963
