City,Radius_m,R_Pq_LCC,R_Qbc,Num_Centers,Time_s
Shenyang,3000,0.4108176923076922,0.36722229881656804,101,104.21398280002177
Chengdu,3000,0.376327685210069,0.3234281555137508,79,143.06738720001886
Zhengzhou,3000,0.3626820007337426,0.3121886162585789,87,53.47947820002446
Harbin,3000,0.33536581926757747,0.26782144534062824,92,67.76472520001698
Qingdao,3000,0.28669837465841075,0.2407035955406384,98,94.69978560000891
Dongguan,3000,0.26958692406517437,0.23623667498442458,63,22.905212500016205
Dalian,3000,0.2786327502170832,0.2287830654386014,112,101.63134069996886
Quanzhou,3000,0.2283490144594683,0.19523665278650876,96,23.265865200024564
