rank,center_node_id
1,11568
2,26293
3,16376
4,22257
5,1629
6,26813
7,21792
8,7760
9,21554
10,3811
11,18750
12,9139
13,5762
14,24998
15,19908
16,23682
17,29028
18,32816
19,22408
20,2856
21,30965
22,34849
23,31830
24,34047
25,19353
26,30289
27,17375
28,35380
29,34801
30,13184
31,28040
32,20544
33,32172
34,27272
35,34624
36,32518
37,25764
38,30305
39,19537
40,33648
41,33399
42,33216
43,33580
44,34342
45,34373
46,17066
47,28796
48,29971
49,33807
50,24894
51,23082
52,23904
53,4914
54,754
55,22568
56,34513
57,33877
58,15949
59,18120
60,2025
61,20986
62,4642
63,33214
64,34170
65,111
66,33118
67,3487
68,43
69,28649
70,18173
71,33245
72,32799
73,9552
74,33724
75,34005
76,15409
77,13175
78,24898
79,23848
80,4657
81,31998
82,24928
83,16306
84,17729
85,11785
86,32801
87,16771
88,18074
89,16190
90,24282
91,14884
92,257
93,16346
94,33261
95,3956
96,224
97,16151
98,12783
