rank,center_node_id
1,10100
2,10900
3,13668
4,9432
5,11543
6,26429
7,15395
8,6348
9,21426
10,16239
11,19221
12,2136
13,5754
14,14403
15,10265
16,17937
17,16722
18,5682
19,11159
20,26399
21,14820
22,15813
23,4647
24,12603
25,2204
26,1674
27,25499
28,7733
29,21921
30,3538
31,23110
32,25087
33,19724
34,23763
35,21623
36,26538
37,23980
38,1226
39,17319
40,21400
41,19461
42,29144
43,25742
44,29453
45,32746
46,13196
47,20345
48,22733
49,30518
50,20030
51,18493
52,27435
53,22680
54,29109
55,20884
56,33281
57,34385
58,3113
59,33847
60,27989
61,14677
62,25076
63,29624
64,35226
65,15099
66,28000
67,30786
68,37177
69,34557
70,35381
71,22633
72,18540
73,35338
74,31013
75,18675
76,24561
77,19570
78,29085
79,28590
80,28673
81,23565
82,7825
83,32177
84,30289
85,34243
86,20430
87,32753
88,18386
89,25567
90,1087
91,28595
92,22661
93,32866
94,12917
95,2142
96,25785
97,1700
98,5169
99,17569
100,29159
101,4319
102,23141
103,23475
104,23880
105,23544
106,13542
107,13417
108,21080
109,19575
110,21247
111,24351
112,31774
113,27249
114,25099
115,34724
116,16380
117,32040
118,23275
119,24470
120,18613
121,24073
122,34725
123,34761
124,34771
125,27566
126,27272
127,12129
128,21094
129,30922
130,22851
131,33700
132,30128
133,30330
134,31341
135,35560
136,33804
137,31710
138,24679
139,22148
140,34721
141,28540
142,32186
143,31456
144,32294
145,20811
146,22583
147,34325
148,33397
149,33137
150,23231
151,16180
152,32590
153,18010
154,34809
155,23654
156,25022
157,33232
158,23800
159,32235
160,28631
161,32419
162,32466
163,22200
164,21937
165,22696
166,27541
167,30499
168,20965
169,31776
170,32202
171,19587
172,24894
173,26742
174,20245
175,18006
176,1520
177,787
178,1025
179,21298
180,27752
181,6459
182,24966
183,25170
184,22856
185,14308
186,24829
187,11451
188,7081
189,12757
190,15614
191,35536
192,17718
193,20803
194,8406
195,2581
196,1806
197,17989
198,3261
199,2090
200,22105
201,81
202,24986
203,23134
204,33768
205,33260
206,33676
207,33857
208,2909
209,12102
210,34077
211,33829
212,25356
213,33909
214,24840
215,505
216,23820
217,1620
218,20512
219,3287
220,3811
221,13184
222,1001
223,4107
224,33302
225,2456
226,4214
227,1987
228,28788
229,24494
230,27831
231,643
232,24750
233,5976
234,3459
235,4139
236,33733
237,19828
238,8250
239,25673
240,32198
241,5554
242,29813
243,17768
244,1878
245,357
246,13145
247,20109
248,33155
249,30919
250,19155
251,16570
252,30536
253,2635
254,19733
255,16019
256,19301
257,13756
258,30991
259,19097
260,16306
261,19669
262,27152
263,24449
264,10769
265,23709
266,4899
267,14060
268,3191
269,34492
270,18639
271,18879
272,3989
273,34418
274,33208
275,30063
276,34114
277,16745
