City,Radius_m,R_Pq_LCC,R_Qbc,Num_Centers,Time_s
Shenyang,500,0.1962561627218935,0.17346509393491122,385,458.23813829995925
Zhengzhou,500,0.1929242265670191,0.16711334432517674,310,225.98703689995455
Chengdu,500,0.1841569067454985,0.15890592881244586,422,672.0314214999671
Harbin,500,0.1645134570200337,0.13389541331496468,246,201.89232289994834
Qingdao,500,0.14662782072302186,0.12009898329201237,377,342.56382819998544
Dongguan,500,0.14537098152315125,0.11701232549251167,242,124.48904359998414
Quanzhou,500,0.13238623873788746,0.1125528898421663,232,73.74226740002632
Dalian,500,0.1332091923638014,0.1085123593280839,321,290.8691753000021
