Fraction,Accessibility,Gini,Rho_Max,Rho_Mean
0.0,1.0,0.0011140724579454641,0.8333333333269044,0.8193423952176097
0.02,0.5598920549508434,0.0011864598011125233,57185664823.423904,5320587.462128339
0.039999999999999994,0.3828097254952265,0.0009467931922312934,830589903.1511288,79650.80820392787
0.06,0.2976041181847301,0.0006120049691293391,1753438620.7604403,172873.52015702892
0.07999999999999999,0.23007616024443944,0.000461315777504565,1641114.3117093206,168.33563099782583
0.09999999999999999,0.20009307812097185,0.0005697848359304057,546451116.9683769,116338.12728094186
0.11999999999999998,0.16304516335332087,0.0006150026489835502,3770227380.2705564,1103166.2668551286
0.13999999999999999,0.13747976202972595,0.0005485653145800376,2338043802.60227,626067.2180765901
0.15999999999999998,0.12227158975579551,0.000541234817292044,1790008211.313553,905979.2772217495
0.17999999999999997,0.1097048212202458,0.0006264862623629964,4006003446.649481,995008.9382824198
0.19999999999999996,0.09534610195352027,0.00045985665834190554,1936133235.4256198,602896.8915958268
0.21999999999999995,0.0836445632590445,0.0004808615101769361,922757358.6296123,384927.9204230581
0.23999999999999996,0.0730734460690555,0.0004859130899052284,775201474.5779546,659124.2426799461
0.25999999999999995,0.06566782858910798,0.0005283016298076225,1234791949.2171342,717148.0734967722
0.27999999999999997,0.05723371227202451,0.0006979622697020026,1482641562.749847,655886.0608414877
0.3,0.050412598990359325,0.0006310639529081617,1271689932.3935487,1100414.7105312902
