rank,center_node_id
1,17497
2,27881
3,29465
4,20185
5,24270
6,7799
7,17257
8,31072
9,20190
10,5345
11,28698
12,6388
13,31003
14,23087
15,39104
16,14545
17,11927
18,25686
19,15849
20,28958
21,12759
22,13172
23,18488
24,49377
25,21878
26,7754
27,8265
28,17675
29,23452
30,33892
31,19155
32,21380
33,17453
34,4372
35,21116
36,2552
37,24331
38,26285
39,32277
40,32974
41,30726
42,14368
43,4923
44,26393
45,38702
46,36657
47,50334
48,33887
49,29742
50,12300
51,20796
52,27586
53,16104
54,26073
55,4933
56,41228
57,12377
58,17034
59,13912
60,32465
61,8745
62,15662
63,34494
64,37746
65,40675
66,26702
67,22417
68,19092
69,22614
70,34887
71,40250
72,12150
73,21371
74,31342
75,26814
76,26086
77,26532
78,18057
79,34688
80,48324
81,22877
82,24324
83,16079
84,22444
85,35910
86,19321
87,20780
88,38943
89,30564
90,11181
91,1740
92,26859
93,41155
94,47082
95,27758
96,18914
97,5831
98,42247
99,17559
100,23956
101,29942
102,27306
103,19286
104,32779
105,31902
106,43821
107,28167
108,38995
109,21063
110,38546
111,13137
112,25094
113,41684
114,17875
115,10166
116,7871
117,23220
118,24468
119,17449
120,29357
121,40729
122,33467
123,17615
124,3955
125,2158
126,12205
127,28525
128,24550
129,35863
130,21087
131,30503
132,27977
133,25893
134,29044
135,31712
136,25413
137,30742
138,43375
139,44945
140,26406
141,44902
142,32622
143,19459
144,43694
145,42824
146,37712
147,9298
148,38533
149,9749
150,37531
151,10720
152,13307
153,26574
154,25439
155,14371
156,2388
157,28439
158,43220
159,12145
160,7927
161,35422
162,28593
163,41566
164,31512
165,26637
166,42861
167,2176
168,34881
169,32308
170,13354
171,8878
172,11546
173,25223
174,32081
175,39602
176,8954
177,32939
178,30947
179,36363
180,42598
181,19573
182,10288
183,6569
184,40915
185,36203
186,39625
187,35967
188,28869
189,45883
190,2192
191,8291
192,33700
193,35827
194,39609
195,7785
196,32272
197,38823
198,19982
199,39961
200,40725
201,39236
202,28904
203,13868
204,36185
205,43571
206,35274
207,17588
208,45781
209,45800
210,40984
211,45765
212,11889
213,43609
214,43485
215,51450
216,46062
217,46099
218,32594
219,10835
220,1478
221,11704
222,4051
223,26328
224,29913
225,9958
226,44848
227,2818
228,23245
229,27039
230,9511
231,32003
232,20532
233,19910
234,8713
235,18471
236,21235
237,43473
238,15318
239,19421
240,34026
241,30203
242,48646
243,24642
244,15384
245,23995
246,25472
247,27205
248,25767
249,33610
250,34612
251,32641
252,27849
253,14349
254,28337
255,13611
256,18857
257,24037
258,10198
259,10845
260,21484
261,12942
262,9447
263,15675
264,11025
265,11525
266,8726
267,19061
268,9887
269,19050
270,1760
271,28091
272,17446
273,19329
274,18332
275,24255
276,4830
277,40626
278,45510
279,25351
280,46511
281,19312
282,40561
283,22551
284,46163
285,35320
286,4766
287,6609
288,1542
289,1324
290,10813
291,8283
292,26866
293,22331
294,2304
295,883
296,11696
297,23259
298,12015
299,7015
300,1943
301,7831
302,9864
303,6764
304,5304
305,16435
306,23626
307,5015
308,16914
309,3783
310,8863
311,10234
312,28430
313,10561
314,7074
315,34190
316,31771
317,28127
318,15933
319,2715
320,3522
321,34035
322,32603
323,27952
324,33311
325,30441
326,9780
327,15554
328,25655
329,16613
330,30664
331,32124
332,19835
333,43012
334,45263
335,43931
336,45341
337,25991
338,46015
339,46560
340,46298
341,33475
342,44293
343,8819
344,10217
345,45689
346,30965
347,46036
348,44461
349,15099
350,51407
351,2989
352,3397
353,45123
354,15756
355,323
356,44515
357,15463
358,30319
359,31165
360,20501
361,29272
362,138
363,13700
364,14429
365,3914
366,106
367,28564
368,3626
369,4026
370,46275
371,45581
372,24479
373,36
374,38709
375,31767
376,27512
377,43902
378,22101
379,19823
380,20704
381,15944
382,19871
383,6226
384,17462
385,17141
386,15543
387,18183
388,9931
389,11146
390,6708
391,12681
392,6011
393,5909
394,10578
395,2426
396,40282
397,35210
398,10895
399,48997
400,46524
401,10877
402,34229
403,9315
