rank,center_node_id
1,7128
2,10375
3,9815
4,17828
5,36581
6,6166
7,15640
8,16293
9,10034
10,33268
11,8494
12,33851
13,13310
14,16389
15,13427
16,23340
17,14430
18,4647
19,11399
20,5164
21,13281
22,12913
23,7362
24,22680
25,9732
26,5664
27,9535
28,11005
29,16666
30,2188
31,4030
32,16449
33,6107
34,23091
35,4317
36,19225
37,6981
38,2882
39,15938
40,10312
41,7324
42,12848
43,15185
44,19458
45,4389
46,2083
47,19782
48,4839
49,19744
50,26195
51,8544
52,11773
53,1985
54,16865
55,5281
56,4148
57,34554
58,4621
59,30753
60,8108
61,12628
62,5584
63,32680
64,9087
65,21861
66,26941
67,8892
68,22762
69,12248
70,13922
71,29802
72,3506
73,12358
74,20909
75,17569
76,11827
77,22905
78,19632
79,20511
80,26622
81,25442
82,27332
83,36850
84,23930
85,13675
86,17606
87,13594
88,17584
89,24486
90,25972
91,21640
92,36269
93,6855
94,5722
95,15826
96,17017
97,7534
98,19354
99,14481
100,21831
101,33712
102,8670
103,25633
104,11529
105,36347
106,8786
107,12736
108,11055
109,37644
110,12134
111,37690
112,24173
113,9520
114,8100
115,37394
116,10625
117,35195
118,25256
119,10502
120,23544
121,10692
122,22058
123,6014
124,32709
125,12450
126,9071
127,32774
128,36719
129,14825
130,18968
131,5310
132,21426
133,34198
134,15052
135,26331
136,28337
137,13117
138,25263
139,32749
140,32974
141,10677
142,12603
143,13013
144,13343
145,12613
146,13933
147,13968
148,15079
149,8825
150,16612
151,26120
152,30984
153,17791
154,32122
155,18890
156,23898
157,19260
158,17683
159,25482
160,18804
161,19435
162,19892
163,19419
164,19480
165,20722
166,20091
167,12071
168,26445
169,18821
170,16536
171,21055
172,21168
173,18493
174,21400
175,20922
176,26231
177,26371
178,22087
179,31776
180,23962
181,26516
182,20881
183,28084
184,25006
185,24351
186,35381
187,25166
188,19306
189,25833
190,27100
191,25252
192,28340
193,22838
194,27947
195,23654
196,26000
197,28382
198,19644
199,37588
200,19073
201,24508
202,20016
203,26100
204,17910
205,22746
206,32177
207,20131
208,26830
209,29039
