q,P_q,Q_bc,Method
0.0,1.0,0.8127388831919455,RCABS-BE
0.020881886827631212,0.9233709331593176,0.7921832758459961,RCABS-BE
0.04250955532767782,0.9018364873683229,0.7717675025636245,RCABS-BE
0.06423044653677636,0.8794630371958609,0.7519809825673535,RCABS-BE
0.06935769553463224,0.8743357881980051,0.7465274540878157,RCABS-BE
0.08119697958422671,0.8624965041484105,0.7345017246201174,RCABS-BE
0.0915447002889904,0.8491656567539853,0.7229887200522047,RCABS-BE
0.09853640346788478,0.8418942854479351,0.7140393399832199,RCABS-BE
0.10813834250023306,0.8321991237065349,0.703924676051086,RCABS-BE
0.11447748671576397,0.8257667567819521,0.6973990864174513,RCABS-BE
0.13386781019856436,0.80339330660949,0.682763121096299,RCABS-BE
0.16127528665983035,0.7753332711848606,0.652931854199683,RCABS-BE
0.1655635312762189,0.7710450265684721,0.6483173301016127,RCABS-BE
0.16929243963829588,0.7672228954973431,0.6444019763214319,RCABS-BE
0.1798266057611634,0.7535191572667101,0.6197678754544607,RCABS-BE
0.18514030017712316,0.7482054628507504,0.6136617880115596,RCABS-BE
0.18775053603057704,0.7455952269972965,0.6097464342313788,RCABS-BE
0.18924209937540784,0.7440104409434138,0.6032674559522699,RCABS-BE
0.19175911251980982,0.7411205369628041,0.5990724340449334,RCABS-BE
0.19483546191852336,0.7379509648550386,0.5959028619371679,RCABS-BE
0.19623380255430223,0.7365526242192598,0.5943646872378111,RCABS-BE
0.20164071967931388,0.7319847114757155,0.5726437960287126,RCABS-BE
0.20667474596811783,0.7107299338118765,0.5524610795189708,RCABS-BE
0.21562412603710263,0.6682203784841988,0.531206301855132,RCABS-BE
0.2161834622914142,0.6675678195208353,0.5304605201827165,RCABS-BE
0.21674279854572573,0.6670084832665237,0.5297147385103012,RCABS-BE
0.21786147105434883,0.6658898107579007,0.5285494546471521,RCABS-BE
0.2187936981448681,0.6649575836673813,0.5272443367204251,RCABS-BE
0.21935303439917964,0.6643050247040179,0.5264985550480097,RCABS-BE
0.2195394798172835,0.664118579285914,0.5263121096299058,RCABS-BE
0.2202852614896989,0.6633727976134987,0.5196466859326931,RCABS-BE
0.22093782045306237,0.6627202386501352,0.5188076815512259,RCABS-BE
0.22196327025263354,0.661788011559616,0.5171296727882913,RCABS-BE
0.22289549734315278,0.6608557844690967,0.5160576116341941,RCABS-BE
0.22438706068798359,0.6583387713246946,0.5127015941083248,RCABS-BE
0.22531928777850285,0.6574065442341754,0.5117693670178055,RCABS-BE
0.22606506945091825,0.6566607625617601,0.5109303626363382,RCABS-BE
0.22671762841428172,0.6560082035983966,0.5020275939218795,RCABS-BE
0.22820919175911253,0.6544234175445138,0.4992775240048476,RCABS-BE
0.22979397781299524,0.6528386314906311,0.4935443273981542,RCABS-BE
0.2303533140673068,0.6521860725272677,0.49275193437121284,RCABS-BE
0.23137876386687797,0.6227276964668593,0.4755989559056586,RCABS-BE
0.2326838817936049,0.6213293558310804,0.47424722662440566,RCABS-BE
0.23380255430222802,0.6191852335228861,0.472662440570523,RCABS-BE
0.23603989931947422,0.615642770578913,0.46648643609583296,RCABS-BE
0.23753146266430503,0.6134054255616668,0.4642957024331127,RCABS-BE
0.23846368975482427,0.6124731984711476,0.46322364127901555,RCABS-BE
0.23902302600913583,0.611913862216836,0.46271091637922995,RCABS-BE
0.24060781206301854,0.6103290761629533,0.4532022000559336,RCABS-BE
0.2422858208259532,0.589540412044374,0.4376806189987881,RCABS-BE
0.24331127062552438,0.5885149622448028,0.4174046797799944,RCABS-BE
0.24405705229793978,0.529971100960194,0.37848419875081574,RCABS-BE
0.24470961126130325,0.5054535284795376,0.3608184953854759,RCABS-BE
0.24731984711475716,0.5023771790808241,0.34016966533047455,RCABS-BE
0.24834529691432833,0.5013517292812529,0.33786240328143935,RCABS-BE
