rank,center_node_id
1,5633
2,7121
3,2486
4,1664
5,10230
6,8431
7,5719
8,2159
9,2836
10,7095
11,8102
12,4378
13,6053
14,3894
15,3260
16,4696
17,7752
18,7555
19,3739
20,5830
21,1591
22,9273
23,4917
24,1051
25,11057
26,1920
27,9431
28,13122
29,584
30,4331
31,8930
32,10919
33,7072
34,9926
35,12725
36,11073
37,9762
38,11545
39,10631
40,12579
41,13244
42,1833
43,9249
44,9464
45,8720
46,11528
47,11587
48,3125
49,13367
50,9094
51,12918
52,2315
53,5967
54,9812
55,3169
56,11391
57,10811
58,8910
59,12208
60,633
61,410
62,6870
63,12433
64,11973
65,929
66,10290
67,6596
68,9207
69,12714
70,4971
71,3057
72,7895
73,12836
74,5237
75,10365
76,10387
77,3559
78,12345
79,4780
80,3615
81,989
82,621
83,3505
84,7676
85,12959
86,1599
87,4641
88,1047
89,12371
90,12145
91,10323
92,11850
93,609
94,4813
95,3945
96,10432
97,10093
98,11093
99,10603
100,5906
101,10518
102,11018
103,2788
104,4345
105,13280
106,8865
107,7944
108,1768
109,432
110,10159
111,11571
112,424
113,8724
114,11462
115,10960
116,5663
117,10680
118,11129
119,12858
120,10478
121,13010
122,8969
123,1632
124,8224
125,13463
126,10212
127,7550
128,9178
129,8196
130,7158
131,231
132,8875
133,8793
134,8854
135,3872
136,11109
137,8599
138,11453
139,10964
140,11289
141,13377
142,5243
143,10523
144,8068
145,10958
146,9792
147,193
148,1967
149,9163
150,9123
151,12155
152,12148
153,9918
154,11184
155,9840
156,12687
157,40
158,12170
159,4464
160,13344
161,13238
162,4
163,10225
164,12562
165,12135
166,12151
167,383
168,934
169,10092
