City,Radius_m,R_Pq_LCC,R_Qbc,Num_Centers,Time_s
Shenyang,250,0.1534816479289941,0.1368591974852071,576,677.1784542999812
Chengdu,250,0.1299361805368927,0.1120870375347129,662,858.4045710999635
Zhengzhou,250,0.12804578467070762,0.10988478727111466,504,316.3757706999895
Harbin,250,0.12668715874520306,0.10119287915812324,373,279.52852190000704
Dongguan,250,0.09978387810971268,0.08069029917532342,359,151.28048250003485
Qingdao,250,0.0985718168338206,0.08054596380678161,591,425.73991080000997
Quanzhou,250,0.0922401893546802,0.07629334477282809,321,92.13323229999514
Dalian,250,0.07325403935605856,0.060614521570628,464,252.8988688000245
